Chr,Start,End,Geneid,Cluster
NC_000079.7,25239126,25239424,Dcdc2a,931
NC_000079.7,29073537,29074609,Gm34639,932
NC_000079.7,31507801,31508002,G630018N14Rik,933
NC_000079.7,32192413,32192530,Gm35672,934
NC_000079.7,32649436,32649618,Gm40876,935
NC_000079.7,33026075,33027205,Serpinb1a,936
NC_000079.7,33140797,33140873,Serpinb6b,937
NC_000079.7,33184889,33185189,Gm36181,937
NC_000079.7,34101901,34102425,Serpinb6a,938
NC_000079.7,34120015,34120080,1110046J04Rik,938
NC_000079.7,34258261,34259511,Tubb2a,939
NC_000079.7,34310991,34312514,Tubb2b,939
NC_000079.7,34363141,34367294,Slc22a23,939
NC_000079.7,37051150,37052892,F13a1,940
NC_000079.7,37692618,37693324,Gm29590,941
NC_000079.7,37765041,37765281,Gm47754,941
NC_000079.7,37840989,37841593,AI463229,941
NC_000079.7,41109892,41111125,A730081D07Rik,942
NC_000079.7,41802891,41802986,Gm5082,943
NC_000079.7,43458282,43459206,Gm52047,944
NC_000079.7,46655379,46655687,Cap2,945
NC_000079.7,48425894,48426291,A330048O09Rik,946
NC_000079.7,49189778,49189981,Wnk2,947
NC_000079.7,49697919,49698193,Aspn,948
NC_000079.7,49735938,49736289,Omd,948
NC_000079.7,51324256,51324571,Nxnl2,949
NC_000079.7,54651539,54651817,Simc1,950
NC_000079.7,54849276,54849382,Cdhr2,951
NC_000079.7,55153798,55154128,Hk3,952
NC_000079.7,55621241,55622106,Dbn1,953
NC_000079.7,56585774,56585843,Slc25a48,954
NC_000079.7,57569008,57571006,Spock1,955
NC_000079.7,58701121,58703630,Slc28a3,956
NC_000079.7,62163502,62163866,Gm3325,957
NC_000079.7,62277674,62277842,Zfp808,958
NC_000079.7,62280482,62289983,2810408B13Rik,958
NC_000079.7,63239026,63239222,Gm46422,959
NC_000079.7,63275260,63281891,Gm30409,959
NC_000079.7,64206088,64206493,Hsd17b3,960
NC_000079.7,67944713,67944831,4930525G20Rik,961
NC_000079.7,70824828,70825225,Gm36426,962
NC_000079.7,73407708,73407784,Irx4,963
NC_000079.7,73492784,73493357,Eprn,963
NC_000079.7,73881172,73881456,Slc12a7,964
NC_000079.7,75988004,75988294,Glrx,965
NC_000079.7,78337090,78338132,Nr2f1,966
NC_000079.7,81251828,81252210,Gm32639,967
NC_000079.7,88969591,88970167,Edil3,968
NC_000079.7,89803429,89805477,Vcan,969
NC_000079.7,92442597,92445631,Gm20379,970
NC_000079.7,95738288,95741445,F2r,971
NC_000079.7,95808645,95809199,Gm33074,971
NC_000079.7,95900365,95901741,Gm32702,971
NC_000079.7,97312839,97313097,Hexb,972
NC_000079.7,100544272,100545679,Naip1,973
NC_000079.7,101718644,101718680,Gm36553,974
NC_000079.7,107997253,108014061,Gm53812,975
NC_000079.7,108350860,108351034,Elovl7,976
NC_000079.7,112488088,112488999,Gm41065,977
NC_000079.7,112905173,112906573,Gm41067,978
NC_000079.7,112937311,112937800,Plpp1,978
NC_000079.7,113346193,113346677,Esm1,979
NC_000079.7,114588798,114590341,Fst,980
NC_000079.7,114969617,114973101,Itga2,981
NC_000079.7,117357109,117357493,Emb,982
NC_000079.7,120471878,120471987,Gm36161,983
NC_000079.7,120761833,120761913,Tcstv4,984
NC_000080.7,11307718,11307839,Fhit,985
NC_000080.7,14413000,14414302,Abhd6,986
NC_000080.7,20190125,20192525,Kcnk5,987
NC_000080.7,28224962,28228071,Wnt5a,988
NC_000080.7,32043941,32044073,Ogdhl,989
NC_000080.7,32184394,32186807,Slc18a3,990
NC_000080.7,40715692,40716594,Prxl2a,991
NC_000080.7,44251000,44251531,Gm3287,992
NC_000080.7,45774689,45776157,Gm41144,993
NC_000080.7,47611317,47611409,Lgals3,994
NC_000080.7,51126038,51129398,Klhl33,995
NC_000080.7,51245208,51245242,Rnase10,996
NC_000080.7,54359683,54359698,Trdd2,997
NC_000080.7,54360595,54360645,Trdj1,997
NC_000080.7,54380308,54380586,Trdc,997
NC_000080.7,54713676,54713831,Rem2,998
NC_000080.7,54959672,54961708,Slc7a8,999
NC_000080.7,55855459,55855810,Rec8,1000
NC_000080.7,58308543,58308980,Fgf9,1001
NC_000080.7,60615141,60625642,Amer2,1002
NC_000080.7,62513678,62514557,Dleu7,1003
NC_000080.7,64181155,64181442,Sox7,1004
NC_000080.7,64353739,64353854,9630015K15Rik,1005
NC_000080.7,65588502,65589045,Gm48449,1006
NC_000080.7,66581806,66581860,Stmn4,1007
NC_000080.7,66872705,66873052,Adra1a,1008
NC_000080.7,67029947,67030001,LOC118568160,1009
NC_000080.7,69792850,69792987,Entpd4b,1010
NC_000080.7,70314766,70315047,Egr3,1011
NC_000080.7,70694957,70695243,Phyhip,1012
NC_000080.7,70711998,70712689,Bmp1,1012
NC_000080.7,70765982,70766015,Lgi3,1012
NC_000080.7,75994986,75995169,Slc25a30,1013
NC_000080.7,76652401,76653157,Tsc22d1,1014
NC_000080.7,76915008,76915119,1700108F19Rik,1015
NC_000080.7,77261640,77262414,Lacc1,1016
NC_000080.7,77274212,77274411,Ccdc122,1016
NC_000080.7,78141679,78142104,Epsti1,1017
NC_000080.7,79875126,79875617,Cnmd,1018
NC_000080.7,80237742,80237944,Olfm4,1019
NC_000080.7,90133660,90136883,Gm5088,1020
NC_000080.7,99536127,99536658,Klf5,1021
NC_000080.7,100159064,100179049,LOC118568133,1022
NC_000080.7,100432369,100460063,4930517O19Rik,1023
NC_000080.7,100522910,100523391,Gm41231,1023
NC_000080.7,115329640,115330220,Gpc5,1024
NC_000080.7,117365727,117396930,Gm52112,1025
NC_000080.7,119112927,119114674,Dzip1,1026
NC_000080.7,120599774,120600350,Gm26679,1027
NC_000080.7,121697033,121698185,Slc15a1,1028
NC_000080.7,122151386,122154429,Gm46485,1029
NC_000080.7,123897331,123897818,Itgbl1,1030
NC_000081.7,3347237,3350204,Ghr,1031
NC_000081.7,5017232,5018488,C7,1032
NC_000081.7,6633908,6636385,Gm2245,1033
NC_000081.7,11839982,11845374,Npr3,1034
NC_000081.7,25588652,25589164,Gm36642,1035
NC_000081.7,26540540,26543906,Fbxl7,1036
NC_000081.7,30488671,30523577,Gm41284,1037
NC_000081.7,31278328,31278419,Ankrd33b,1038
NC_000081.7,33083275,33083468,Cpq,1039
NC_000081.7,36150206,36152038,Fbxo43,1040
NC_000081.7,36504208,36505619,Snx31,1041
NC_000081.7,37421377,37422880,Gm15941,1042
NC_000081.7,37425835,37426057,4930447A16Rik,1042
NC_000081.7,44535252,44537044,Sybu,1043
NC_000081.7,44651159,44651286,2310069G16Rik,1044
NC_000081.7,44744790,44748139,A930017M01Rik,1044
NC_000081.7,58381897,58381975,Fer1l6,1045
NC_000081.7,58813083,58816039,Mtss1,1046
NC_000081.7,59490041,59492100,Gm36677,1047
NC_000081.7,61738284,61738347,Gm53889,1048
NC_000081.7,66542606,66542710,Tg,1049
NC_000081.7,66652713,66654604,Sla,1050
NC_000081.7,66763337,66763483,Ccn4,1051
NC_000081.7,66974724,66978679,St3gal1,1052
NC_000081.7,67041922,67042756,Gm31400,1052
NC_000081.7,67098618,67098929,1700012I11Rik,1052
NC_000081.7,74540930,74541842,Arc,1053
NC_000081.7,74544609,74545272,Gm32994,1053
NC_000081.7,74826874,74827184,Ly6e,1054
NC_000081.7,75436594,75437190,Ly6h,1055
NC_000081.7,76954139,76956341,Gm53899,1056
NC_000081.7,77287989,77289282,Apol9a,1057
NC_000081.7,78735060,78735350,Lgals2,1058
NC_000081.7,78926085,78926490,Galr3,1059
NC_000081.7,79230813,79230974,Maff,1060
NC_000081.7,80889609,80889891,Gm31462,1061
NC_000081.7,81119700,81120056,Mchr1,1062
NC_000081.7,81820960,81821188,Csdc2,1063
NC_000081.7,88703849,88704037,Creld2,1064
NC_000081.7,89261652,89262075,Cimap1b,1065
NC_000081.7,89310552,89310864,Chkb,1065
NC_000081.7,91083654,91083801,Redic1,1066
NC_000081.7,91151894,91156583,Slc2a13,1066
NC_000081.7,91722531,91722623,Smgc,1067
NC_000081.7,91949034,91949204,Cntn1,1068
NC_000081.7,93595296,93595590,Gm41386,1069
NC_000081.7,94527066,94527183,Tmem117,1070
NC_000081.7,96469299,96474693,Slc38a1,1071
NC_000081.7,97292525,97292592,Gm41393,1072
NC_000081.7,97637886,97643547,Rapgef3,1073
NC_000081.7,97638901,97639057,Gm33531,1073
NC_000081.7,97659587,97659725,Rapgef3os2,1073
NC_000081.7,97990470,97990546,Pfkm,1074
NC_000081.7,98847728,98848895,Tuba1a,1075
NC_000081.7,98853262,98853333,B430209F14Rik,1075
NC_000081.7,98927772,98928305,Tuba1c,1075
NC_000081.7,99394886,99398178,Faim2,1076
NC_000081.7,99488909,99489515,Aqp5,1076
NC_000081.7,101246196,101247920,Krt80,1077
NC_000081.7,101256584,101256641,Gm35853,1077
NC_000081.7,101826970,101827629,Krt4,1078
NC_000081.7,101914578,101914970,Gm36026,1078
NC_000081.7,102052621,102053319,Igfbp6,1079
NC_000081.7,102204688,102204850,Espl1,1080
NC_000081.7,102353437,102353573,Amhr2,1081
NC_000082.7,4544225,4544335,Hmox2,1082
NC_000082.7,10175816,10176299,Tekt5,1083
NC_000082.7,10189214,10189278,Gm41419,1083
NC_000082.7,13265816,13266056,Gm32817,1084
NC_000082.7,14012392,14013048,Myh11,1085
NC_000082.7,17379749,17380047,P2rx6,1086
NC_000082.7,18599202,18599323,Cdc45,1087
NC_000082.7,20521185,20522187,Clcn2,1088
NC_000082.7,20543204,20544832,Thpo,1088
NC_000082.7,20551528,20552045,Chrd,1088
NC_000082.7,21877759,21879635,Igf2bp2,1089
NC_000082.7,22285318,22288097,Dgkg,1090
NC_000082.7,22362662,22366790,Gm15651,1090
NC_000082.7,29027883,29027972,Plaat1,1091
NC_000082.7,29049242,29051615,Atp13a5,1091
NC_000082.7,29974469,29974672,Gm26562,1092
NC_000082.7,30011422,30012183,1700025H01Rik,1092
NC_000082.7,30338820,30339006,Gm52252,1093
NC_000082.7,30418541,30421615,Fam43a,1093
NC_000082.7,31327149,31327337,Gm46560,1094
NC_000082.7,32294396,32294696,Slc51a,1095
NC_000082.7,33337440,33337865,Slc12a8,1096
NC_000082.7,33606067,33606788,Gm15658,1097
NC_000082.7,33614407,33614502,Muc13,1097
NC_000082.7,34565569,34565740,Mylk,1098
NC_000082.7,35217678,35217908,Pdia5,1099
NC_000082.7,36389318,36389634,Cd86,1100
NC_000082.7,36832104,36832421,Polq,1101
NC_000082.7,36927437,36936059,Stxbp5l,1101
NC_000082.7,37597417,37597514,Fstl1,1102
NC_000082.7,38068711,38069751,Nr1i2,1103
NC_000082.7,38182523,38183509,Popdc2,1104
NC_000082.7,38214245,38216119,Pla1a,1104
NC_000082.7,41496141,41525338,Gm53259,1105
NC_000082.7,44350736,44351764,Gm30064,1106
NC_000082.7,45447211,45448673,BC016579,1107
NC_000082.7,46208028,46215635,Nectin3,1108
NC_000082.7,52168165,52179671,Gm41461,1109
NC_000082.7,57173376,57173821,Filip1l,1110
NC_000082.7,57444619,57449180,Col8a1,1111
NC_000082.7,58228789,58229314,Dcbld2,1112
NC_000082.7,62635039,62635313,Stx19,1113
NC_000082.7,65612075,65612644,Vgll3,1114
NC_000082.7,77190427,77198136,9430053O09Rik,1115
NC_000082.7,84751236,84752320,App,1116
NC_000082.7,90808137,90808207,4930404I05Rik,1117
NC_000082.7,90810925,90812066,Paxbp1,1117
NC_000082.7,90841534,90841638,Epcip,1117
NC_000082.7,95058417,95058593,Kcnj15,1118
NC_000082.7,96037001,96037294,B3galt5,1119
NC_000082.7,96268806,96268990,Pcp4,1120
NC_000083.7,6776485,6779303,Gm2808,1121
NC_000083.7,6877502,6880425,Tmem181c-ps,1121
NC_000083.7,6925633,6925649,Sytl3,1121
NC_000083.7,7246259,7246497,Rnaset2b,1122
NC_000083.7,8144832,8144940,Tagap,1123
NC_000083.7,8347412,8347718,Rnaset2a,1124
NC_000083.7,9207152,9207253,1700010I14Rik,1125
NC_000083.7,13315547,13317113,Gm11166,1126
NC_000083.7,13327504,13328740,Unc93a,1126
NC_000083.7,13449150,13449551,Smok2b,1127
NC_000083.7,14415492,14417573,Dact2,1128
NC_000083.7,14422753,14423125,Gm34510,1128
NC_000083.7,21755801,21756095,Zfp52,1129
NC_000083.7,21839666,21839852,Gm41541,1129
NC_000083.7,23894419,23895020,Tnfrsf12a,1130
NC_000083.7,23898345,23898381,Cldn6,1130
NC_000083.7,23960173,23960945,Kremen2,1130
NC_000083.7,24769458,24774322,Gm57643,1131
NC_000083.7,25096818,25096896,Igfals,1132
NC_000083.7,26332290,26332541,Pgap6,1133
NC_000083.7,26418157,26418503,Arhgdig,1133
NC_000083.7,26421500,26422015,Rgs11,1133
NC_000083.7,26760361,26760908,1700049J03Rik,1134
NC_000083.7,26779736,26779815,Ergic1,1134
NC_000083.7,26860685,26861434,Gm41553,1134
NC_000083.7,26895370,26895552,Atp6v0e,1134
NC_000083.7,27933416,27934020,Spdef,1135
NC_000083.7,28426752,28426912,Def6,1136
NC_000083.7,28617727,28620125,Fkbp5,1137
NC_000083.7,28740816,28742340,E230001N04Rik,1138
NC_000083.7,28749835,28750020,Armc12,1138
NC_000083.7,28777184,28777414,Clps,1138
NC_000083.7,28856757,28857666,Slc26a8,1138
NC_000083.7,28988260,28988564,Mapk13,1139
NC_000083.7,29114248,29117897,Bnip5,1140
NC_000083.7,29233224,29233880,Gm16196,1141
NC_000083.7,29537770,29538365,Pi16,1142
NC_000083.7,31276668,31276830,Abcg1,1143
NC_000083.7,31360036,31360196,Tff2,1143
NC_000083.7,31605079,31605330,Pde9a,1144
NC_000083.7,31651341,31652154,Gm9902,1144
NC_000083.7,34257462,34258710,Col11a2,1145
NC_000083.7,34573763,34574044,Btnl2,1146
NC_000083.7,35389967,35390169,Aif1,1147
NC_000083.7,35404071,35404286,Lst1,1147
NC_000083.7,35418343,35419539,Tnf,1147
NC_000083.7,35658131,35658260,H2-Q7,1148
NC_000083.7,35752074,35752191,H2-Q9,1148
NC_000083.7,35928815,35929174,Muc21,1149
NC_000083.7,36132605,36132820,Ier3,1150
NC_000083.7,36353853,36354109,Gm6034,1151
NC_000083.7,36366708,36367038,H2-T27,1151
NC_000083.7,37255589,37256052,Gm33595,1152
NC_000083.7,40517909,40519500,Pgk2,1153
NC_000083.7,40532668,40533410,Crisp3,1153
NC_000083.7,40604649,40605402,Crisp1,1153
NC_000083.7,46014036,46014299,Gm35456,1154
NC_000083.7,46041845,46042090,BE949265,1154
NC_000083.7,46042678,46042764,1600014C23Rik,1154
NC_000083.7,46327919,46329805,Vegfa,1155
NC_000083.7,46432964,46433127,Rsph9,1156
NC_000083.7,48261044,48263138,Gm29938,1157
NC_000083.7,50815893,50815975,Plcl2,1158
NC_000083.7,54268643,54269212,Sult1c1,1159
NC_000083.7,54580618,54584175,Slc5a7,1160
NC_000083.7,56259623,56259928,Ebi3,1161
NC_000083.7,56601111,56601664,Arrdc5,1162
NC_000083.7,56933917,56933984,Catsperd,1163
NC_000083.7,57586080,57586401,Vav1,1164
NC_000083.7,57665650,57665756,Adgre1,1164
NC_000083.7,63564702,63610768,Gm41607,1165
NC_000083.7,64907683,64908865,Man2a1,1166
NC_000083.7,65562994,65563600,Tmem232,1167
NC_000083.7,66192037,66192906,Gm49870,1168
NC_000083.7,71980153,71980494,Togaram2,1169
NC_000083.7,72076674,72076905,Clip4,1169
NC_000083.7,78815480,78815754,Vit,1170
NC_000083.7,79886025,79886308,Rmdn2,1171
NC_000083.7,85335775,85336286,Slc3a1,1172
NC_000083.7,86103596,86103723,Gm29418,1173
NC_000083.7,86107152,86107528,Gm4718,1173
NC_000083.7,86567363,86577445,Gm53967,1174
NC_000083.7,87762405,87763293,Gm30794,1175
NC_000083.7,90341072,90344812,Nrxn1,1176
NC_000083.7,91113665,91127300,Gm53969,1177
NC_000083.7,93506448,93506626,Adcyap1,1178
NC_000084.7,6934966,6937054,Mkx,1179
NC_000084.7,7332445,7336474,Gm34979,1180
NC_000084.7,11948767,11948827,Gm41665,1181
NC_000084.7,11954145,11955164,Gm6277,1181
NC_000084.7,11972600,11973590,Cables1,1181
NC_000084.7,23885390,23885477,Mapre2,1182
NC_000084.7,24338401,24338575,Galnt1,1183
NC_000084.7,35866731,35867751,Sting1,1184
NC_000084.7,36858117,36859450,Cd14,1185
NC_000084.7,38971725,38975174,Fgf1,1186
NC_000084.7,42185531,42185636,Sh3rf2,1187
NC_000084.7,43454044,43457485,Dpysl3,1188
NC_000084.7,44558127,44563134,Mcc,1189
NC_000084.7,46298367,46300834,Trim36,1190
NC_000084.7,46415218,46416353,Ccdc112,1191
NC_000084.7,46691298,46694139,Ticam2,1192
NC_000084.7,52649132,52652305,Lox,1193
NC_000084.7,52900872,52901022,Sncaip,1194
NC_000084.7,53376877,53378924,Snx24,1195
NC_000084.7,56894788,56895640,Marchf3,1196
NC_000084.7,57666814,57667040,Ccdc192,1197
NC_000084.7,57765151,57765373,2210409D07Rik,1197
NC_000084.7,57907236,57908889,Gm19519,1198
NC_000084.7,60607263,60608657,Smim3,1199
NC_000084.7,61772724,61772839,Bvht,1200
NC_000084.7,61778947,61779551,Carmn,1200
NC_000084.7,61780896,61780965,Mir145a,1200
NC_000084.7,61821006,61821075,Il17b,1200
NC_000084.7,61932463,61934479,Ablim3,1201
NC_000084.7,62086002,62086238,Sh3tc2,1202
NC_000084.7,62310784,62313052,Adrb2,1203
NC_000084.7,62313106,62313674,Gm9949,1203
NC_000084.7,67595119,67598026,Prelid3a,1204
NC_000084.7,67621279,67624619,Spire1,1204
NC_000084.7,73313481,73313518,Gm31960,1205
NC_000084.7,73320902,73321138,Gm54025,1205
NC_000084.7,80337731,80339623,Kcng2,1206
NC_000085.7,4036570,4036611,Acy3,1207
NC_000085.7,5034381,5035124,Npas4,1208
NC_000085.7,5120859,5121139,Tmem151a,1208
NC_000085.7,5348359,5348528,Gal3st3,1209
NC_000085.7,6182494,6183018,Gm57660,1210
NC_000085.7,8629160,8630094,9830166K06Rik,1211
NC_000085.7,9089083,9090572,Asrgl1,1212
NC_000085.7,11298403,11298946,Ms4a7,1213
NC_000085.7,11446718,11446920,Ms4a6c,1214
NC_000085.7,11495923,11496038,Ms4a6b,1214
NC_000085.7,11563970,11564545,Ms4a6d,1214
NC_000085.7,15882487,15883515,Psat1,1215
NC_000085.7,16933033,16933656,Prune2,1216
NC_000085.7,17303505,17307852,Gcnt1,1217
NC_000085.7,21139295,21142748,Gm45918,1218
NC_000085.7,21574677,21575698,1110059E24Rik,1219
NC_000085.7,23950114,23950995,Entrep1,1220
NC_000085.7,24455353,24462025,Gm52399,1221
NC_000085.7,29298754,29299139,Insl6,1222
NC_000085.7,29587276,29590082,Ermp1,1223
NC_000085.7,34078343,34078416,Lipm,1224
NC_000085.7,34099949,34100938,Ankrd22,1224
NC_000085.7,34217736,34219210,Acta2,1225
NC_000085.7,34570288,34572423,Ifit1bl1,1226
NC_000085.7,39677280,39677697,Cyp2c68,1227
NC_000085.7,39755517,39755934,Cyp2c40,1227
NC_000085.7,39831104,39831520,Cyp2c69,1227
NC_000085.7,39980868,39981051,Cyp2c37,1228
NC_000085.7,42063378,42064694,Morn4,1229
NC_000085.7,42078590,42079375,Pi4k2a,1229
NC_000085.7,44136076,44136987,Pkd2l1,1230
NC_000085.7,44191727,44191986,Scd3,1230
NC_000085.7,45036015,45036329,Sfxn3,1231
NC_000085.7,46285478,46293259,Nfkb2,1232
NC_000085.7,46300524,46301368,Psd,1232
NC_000085.7,47843412,47843561,Gsto1,1233
NC_000085.7,53294776,53295846,Gm30541,1234
NC_000085.7,53449053,53449250,4833407H14Rik,1235
NC_000085.7,54033690,54037413,Adra2a,1236
NC_000085.7,57021165,57025769,Ablim1,1237
NC_000085.7,58072702,58081144,Gm50287,1238
NC_000085.7,58658797,58658824,Pnlip,1239
NC_000085.7,58717319,58717474,Pnliprp1,1239
NC_000085.7,58748155,58748308,Pnliprp2,1239
NC_000086.8,7534180,7534745,Plp2,1240
NC_000086.8,7539405,7541430,Magix,1240
NC_000086.8,7686907,7688629,Kcnd1,1241
NC_000086.8,7870440,7870741,Glod5,1242
NC_000086.8,9066212,9067041,Lancl3,1243
NC_000086.8,9613851,9614110,Sytl5,1244
NC_000086.8,10351355,10351477,Tspan7,1245
NC_000086.8,11958725,11963640,Gm46687,1246
NC_000086.8,19965090,19972453,Slc9a7,1247
NC_000086.8,20791693,20791998,Cfp,1248
NC_000086.8,21581139,21581434,Slc6a14,1249
NC_000086.8,35459553,35459665,Zcchc12,1250
NC_000086.8,36007223,36007671,Slc25a43,1251
NC_000086.8,36891657,36891706,Rhox5,1252
NC_000086.8,50202371,50209895,Mbnl3,1253
NC_000086.8,63308489,63316715,Slitrk4,1254
NC_000086.8,68403796,68404444,Aff2,1255
NC_000086.8,72714013,72715414,Gm32261,1256
NC_000086.8,73453089,73453903,G6pdx,1257
NC_000086.8,73682720,73685269,Pwwp4c,1258
NC_000086.8,77230414,77230504,Obp1b,1259
NC_000086.8,95283532,95283602,Mir223hg,1260
NC_000086.8,98179667,98180619,Efnb1,1261
NC_000086.8,98863770,98865532,Nalf2,1262
NC_000086.8,102503979,102511642,Xist,1263
NC_000086.8,102537164,102537306,Jpx,1263
NC_000086.8,103580575,103584774,Zdhhc15,1264
NC_000086.8,103898558,103900873,Magee2,1265
NC_000086.8,105617952,105622471,Cysltr1,1266
NC_000086.8,110297534,110299608,Rps6ka6,1267
NC_000086.8,112207177,112207414,Dach2,1268
NC_000086.8,133195974,133196378,Tmem35a,1269
NC_000086.8,136471503,136472391,Il1rapl2,1270
NC_000086.8,137814980,137815557,Nrk,1271
NC_000086.8,144073355,144074323,Lhfpl1,1272
NC_000086.8,149370441,149370482,Pfkfb1,1273
NC_000086.8,151119847,151120561,Tspyl2,1274
NC_000086.8,152468150,152472693,Kctd12b,1275
NC_000086.8,158409888,158410687,Sh3kbp1,1276
NC_000086.8,166024119,166028845,Tlr8,1277
NC_000086.8,168793522,168794059,Erdr1x,1278
NC_000086.8,168856332,168856491,Sts,1278
NC_000087.8,897566,898115,Kdm5d,1279
NC_000087.8,1010562,1010685,Eif2s3y,1280
NC_000087.8,1085187,1087766,Uty,1280
NC_000087.8,1260715,1263367,Ddx3y,1281
NC_000087.8,90804956,90807404,Gm33272,1282
NT_162750.1,24807,25203,LOC100038987,1283
NT_162750.1,70083,70246,LOC108168674,1283
NT_166280.1,115459,115611,LOC101055672,1284
NT_166281.1,17602,18203,LOC677525,1285
NT_166281.1,30468,30701,LOC118568473,1285
NT_166281.1,37411,37442,LOC118568475,1285
NT_166281.1,73884,74273,LOC102636478,1285
NT_166281.1,145347,145401,LOC100041034,1285
NT_166281.1,152643,153019,LOC100041057,1285
NT_166282.1,122405,123013,LOC102638047,1286
NT_166282.1,137574,138445,LOC102637781,1286
NT_166450.1,44689,45539,LOC118568476,1287
NW_023337853.1,12961,25692,LOC118568479,1288
