"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"MOAP1",64112,"Moap1","MGI:1915555","MP:0005370, MP:0005384",NA,1,1,"one-to-one"
"MOB1A",55233,"Mob1a","MGI:2442631","MP:0005378, MP:0005385",NA,1,1,"one-to-one"
"MOB1B",92597,"Mob1b","MGI:1915723","",NA,1,1,"one-to-one"
"MOB2",81532,"Mob2","MGI:1919891","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MOB3A",126308,"Mob3a","MGI:3050117","",NA,1,1,"one-to-one"
"MOB3B",79817,"Mob3b","MGI:2664539","",NA,1,1,"one-to-one"
"MOB3C",148932,"Mob3c","MGI:2140623","",NA,1,1,"one-to-one"
"MOB4",25843,"Mob4","MGI:104899","MP:0005378, MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"MOBP",4336,"Mobp","MGI:108511","MP:0003631",NA,1,1,"one-to-one"
"MOCOS",55034,"Mocos","MGI:1915841","MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MOCS1",4337,"Mocs1","MGI:1928904","MP:0005367, MP:0005376, MP:0005378, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MOCS2",4338,"Mocs2","MGI:1336894","MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MOCS3",27304,"Mocs3","MGI:1916622","",NA,1,1,"one-to-one"
"MOG",4340,"Mog","MGI:97435","MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MOGAT1",116255,"Mogat1","MGI:1915643","MP:0005367, MP:0005378, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"MOGAT2",80168,"Mogat2","MGI:2663253","MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005386, MP:0005389, MP:0010771",NA,1,1,"one-to-one"
"MOGS",7841,"Mogs","MGI:1929872","MP:0005371, MP:0005379, MP:0005381, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MOK",5891,"Mok","MGI:1336881","",NA,1,1,"one-to-one"
"MON1A",84315,"Mon1a","MGI:1920075","MP:0005376, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"MON1B",22879,"Mon1b","MGI:1923231","MP:0001186, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MON2",23041,"Mon2","MGI:1914324","MP:0001186, MP:0005378, MP:0005385, MP:0005386, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MORC1",27136,"Morc1","MGI:1316740","MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"MORC2",22880,"Morc2a","MGI:1921772","MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,2,1,"one-to-many (human-to-mouse)"
"MORC2",22880,"Morc2b","MGI:3045293","MP:0005376, MP:0005379, MP:0005384, MP:0005389",NA,2,1,"one-to-many (human-to-mouse)"
"MORC3",23515,"Morc3","MGI:2136841","MP:0005376, MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MORC4",79710,"Morc4","MGI:1922996","MP:0005376, MP:0005385, MP:0005387, MP:0005391",NA,1,1,"one-to-one"
"MORF4L1",10933,"Morf4l1","MGI:1096551","MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MORF4L2",9643,"Morf4l2","MGI:1927167","",NA,1,1,"one-to-one"
"MORN1",79906,"Morn1","MGI:1924116","",NA,1,1,"one-to-one"
"MORN2",729967,"Morn2","MGI:2674071","",NA,1,1,"one-to-one"
"MORN3",283385,"Morn3","MGI:1922140","",NA,1,1,"one-to-one"
"MORN4",118812,"Morn4","MGI:2449568","",NA,1,1,"one-to-one"
"MORN5",254956,"Morn5","MGI:1922745","",NA,1,1,"one-to-one"
"MOS",4342,"Mos","MGI:97052","MP:0002006, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005389, MP:0005390",NA,1,1,"one-to-one"
"MOSMO",730094,"Mosmo","MGI:2446240","MP:0003631, MP:0005371, MP:0005378, MP:0005385, MP:0005388, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MOSPD1",56180,"Mospd1","MGI:1917630","MP:0005397",NA,1,1,"one-to-one"
"MOSPD2",158747,"Mospd2","MGI:1924013","",NA,1,1,"one-to-one"
"MOSPD3",64598,"Mospd3","MGI:1916179","MP:0005369, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"MOV10",4343,"Mov10","MGI:97054","MP:0003631, MP:0005385, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MOV10L1",54456,"Mov10l1","MGI:1891384","MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"MOXD1",26002,"Moxd1","MGI:1921582","MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"MOXD2P",100289017,"Moxd2","MGI:2388042","",NA,1,1,"one-to-one"
"MPC1",51660,"Mpc1","MGI:1915240","MP:0003631, MP:0005376, MP:0005378, MP:0005384, MP:0005391",NA,1,1,"one-to-one"
"MPC2",25874,"Mpc2","MGI:1917706","MP:0005376, MP:0005379, MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"MPDU1",9526,"Mpdu1","MGI:1346040","",NA,1,1,"one-to-one"
"MPDZ",8777,"Mpdz","MGI:1343489","MP:0005376, MP:0005377, MP:0005378, MP:0005385, MP:0005386, MP:0005391",NA,1,1,"one-to-one"
"MPEG1",219972,"Mpeg1","MGI:1333743","MP:0005387, MP:0010768",NA,2,1,"one-to-many (human-to-mouse)"
"MPEG1",219972,"Pfpl","MGI:1860266","",NA,2,1,"one-to-many (human-to-mouse)"
"MPG",4350,"Mpg","MGI:97073","MP:0002006, MP:0005375, MP:0005376, MP:0005379, MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MPHOSPH10",10199,"Mphosph10","MGI:1915223","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MPHOSPH6",10200,"Mphosph6","MGI:1915783","",NA,1,1,"one-to-one"
"MPHOSPH8",54737,"Mphosph8","MGI:1922589","MP:0003631, MP:0005377, MP:0005378, MP:0005382, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MPHOSPH9",10198,"Mphosph9","MGI:2443138","MP:0003631, MP:0005376",NA,1,1,"one-to-one"
"MPI",4351,"Mpi","MGI:97075","MP:0003631, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MPIG6B",80739,"Mpig6b","MGI:2146995","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"MPL",4352,"Mpl","MGI:97076","MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MPLKIP",136647,"Mplkip","MGI:1913558","MP:0003631, MP:0005367, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0010768, MP:0010771",NA,2,1,"one-to-many (human-to-mouse)"
"MPLKIP",136647,"Mplkipl1","MGI:3648735","",NA,2,1,"one-to-many (human-to-mouse)"
"MPND",84954,"Mpnd","MGI:1915297","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MPO",4353,"Mpo","MGI:97137","MP:0005369, MP:0005376, MP:0005385, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MPP1",4354,"Mpp1","MGI:105941","MP:0005378, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"MPP2",4355,"Mpp2","MGI:1858257","MP:0005376, MP:0005391",NA,1,1,"one-to-one"
"MPP3",4356,"Mpp3","MGI:1328354","MP:0003631, MP:0005369, MP:0005376, MP:0005384, MP:0005385, MP:0005391",NA,1,1,"one-to-one"
"MPP4",58538,"Mpp4","MGI:2386681","MP:0003631, MP:0005384, MP:0005391",NA,1,1,"one-to-one"
"MPP7",143098,"Mpp7","MGI:1922989","",NA,1,1,"one-to-one"
"MPPE1",65258,"Mppe1","MGI:2661311","",NA,1,1,"one-to-one"
"MPPED1",758,"Mpped1","MGI:106316","",NA,1,1,"one-to-one"
"MPPED2",744,"Mpped2","MGI:1924265","MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MPRIP",23164,"Mprip","MGI:1349438","MP:0001186, MP:0005376, MP:0005386, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MPST",4357,"Mpst","MGI:2179733","MP:0005376, MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"MPTX1",649458,"Mptx1","MGI:1913539","",NA,1,1,"one-to-one"
"MPV17",4358,"Mpv17","MGI:97138","MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MPV17L",255027,"Mpv17l","MGI:2135951","MP:0005376, MP:0005379",NA,1,1,"one-to-one"
"MPV17L2",84769,"Mpv17l2","MGI:2681846","MP:0001186, MP:0003631, MP:0005375, MP:0005378, MP:0005387, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MPZ",4359,"Mpz","MGI:103177","MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MPZL1",9019,"Mpzl1","MGI:1915731","MP:0003631, MP:0005378, MP:0005390",NA,1,1,"one-to-one"
"MPZL2",10205,"Mpzl2","MGI:1289160","MP:0001186, MP:0005371, MP:0005375, MP:0005377, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MPZL3",196264,"Mpzl3","MGI:2442647","MP:0001186, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"MR1",3140,"Mr1","MGI:1195463","MP:0005376, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MRAP",56246,"Mrap","MGI:1924287","MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005386, MP:0005388, MP:0005390, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MRAP2",112609,"Mrap2","MGI:3609239","MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005381, MP:0005386, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"MRAS",22808,"Mras","MGI:1100856","MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MRC1",4360,"Mrc1","MGI:97142","MP:0005376, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MRC2",9902,"Mrc2","MGI:107818","MP:0005384",NA,1,1,"one-to-one"
"MRE11",4361,"Mre11a","MGI:1100512","MP:0005376, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MREG",55686,"Mreg","MGI:2151839","MP:0003631, MP:0005377, MP:0005378, MP:0005387",NA,1,1,"one-to-one"
"MRFAP1",93621,"Mrfap1","MGI:1914818","",NA,1,2,"one-to-many (mouse-to-human)"
"MRFAP1L1",114932,"Mrfap1","MGI:1914818","",NA,1,2,"one-to-many (mouse-to-human)"
"MRGBP",55257,"Mrgbp","MGI:1920497","MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MRGPRD",116512,"Mrgprd","MGI:3033142","MP:0003631, MP:0005369, MP:0005385, MP:0005386",NA,1,1,"one-to-one"
"MRGPRE",116534,"Mrgpre","MGI:2441884","MP:0005367, MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"MRGPRF",116535,"Mrgprf","MGI:2384823","",NA,1,1,"one-to-one"
"MRGPRG",386746,"Mrgprg","MGI:3033145","MP:0001186, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"MRGPRX1",259249,"Mrgpra1","MGI:3033095","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra2a","MGI:3821888","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra2b","MGI:3033098","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra3","MGI:2684085","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra4","MGI:3033100","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra5","MGI:3033102","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra6","MGI:3033107","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra7","MGI:3033109","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra8","MGI:3033111","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgpra9","MGI:3033148","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb1","MGI:3033115","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb2","MGI:2441674","MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb3","MGI:3033117","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb4","MGI:3033119","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb5","MGI:3033121","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprb8","MGI:3033134","",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprx1","MGI:3033139","MP:0003631, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX1",259249,"Mrgprx2","MGI:3588270","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra1","MGI:3033095","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra2a","MGI:3821888","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra2b","MGI:3033098","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra3","MGI:2684085","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra4","MGI:3033100","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra5","MGI:3033102","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra6","MGI:3033107","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra7","MGI:3033109","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra8","MGI:3033111","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgpra9","MGI:3033148","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb1","MGI:3033115","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb2","MGI:2441674","MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb3","MGI:3033117","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb4","MGI:3033119","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb5","MGI:3033121","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprb8","MGI:3033134","",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprx1","MGI:3033139","MP:0003631, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX2",117194,"Mrgprx2","MGI:3588270","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra1","MGI:3033095","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra2a","MGI:3821888","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra2b","MGI:3033098","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra3","MGI:2684085","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra4","MGI:3033100","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra5","MGI:3033102","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra6","MGI:3033107","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra7","MGI:3033109","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra8","MGI:3033111","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgpra9","MGI:3033148","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb1","MGI:3033115","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb2","MGI:2441674","MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb3","MGI:3033117","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb4","MGI:3033119","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb5","MGI:3033121","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprb8","MGI:3033134","",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprx1","MGI:3033139","MP:0003631, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX3",117195,"Mrgprx2","MGI:3588270","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra1","MGI:3033095","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra2a","MGI:3821888","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra2b","MGI:3033098","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra3","MGI:2684085","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra4","MGI:3033100","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra5","MGI:3033102","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra6","MGI:3033107","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra7","MGI:3033109","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra8","MGI:3033111","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgpra9","MGI:3033148","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb1","MGI:3033115","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb2","MGI:2441674","MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb3","MGI:3033117","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb4","MGI:3033119","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb5","MGI:3033121","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprb8","MGI:3033134","",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprx1","MGI:3033139","MP:0003631, MP:0010771",NA,18,4,"many-to-many"
"MRGPRX4",117196,"Mrgprx2","MGI:3588270","",NA,18,4,"many-to-many"
"MRI1",84245,"Mri1","MGI:1915123","MP:0005378, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MRLN",100507027,"Mrln","MGI:1916813","MP:0005369, MP:0005376",NA,1,1,"one-to-one"
"MRM1",79922,"Mrm1","MGI:2443470","MP:0010768",NA,1,1,"one-to-one"
"MRM2",29960,"Mrm2","MGI:1915267","MP:0005385, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MRM3",55178,"Mrm3","MGI:1914640","MP:0005376, MP:0005378, MP:0005380, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MRNIP",51149,"Mrnip","MGI:1915317","MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"MRO",83876,"Mro","MGI:2152817","",NA,1,1,"one-to-one"
"MROH1",727957,"Mroh1","MGI:2442558","",NA,1,1,"one-to-one"
"MROH2A",339766,"Mroh2a","MGI:3705228","",NA,1,1,"one-to-one"
"MROH2B",133558,"Mroh2b","MGI:1921905","",NA,1,1,"one-to-one"
"MROH3P",647215,"Mroh3","MGI:1923672","",NA,1,1,"one-to-one"
"MROH4P",101154686,"Mroh4","MGI:1916689","MP:0010771",NA,1,1,"one-to-one"
"MROH5",389690,"Mroh5","MGI:2685474","",NA,1,1,"one-to-one"
"MROH6",642475,"Mroh6","MGI:5011755","",NA,1,1,"one-to-one"
"MROH7",374977,"Mroh7","MGI:2685873","",NA,1,1,"one-to-one"
"MROH8",140699,"Mroh8","MGI:3603828","MP:0005378, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"MROH9",80133,"Mroh9","MGI:1925508","MP:0005389",NA,1,1,"one-to-one"
"MRPL1",65008,"Mrpl1","MGI:2137202","",NA,1,1,"one-to-one"
"MRPL10",124995,"Mrpl10","MGI:1333801","",NA,1,1,"one-to-one"
"MRPL11",65003,"Mrpl11","MGI:2137215","",NA,1,1,"one-to-one"
"MRPL12",6182,"Mrpl12","MGI:1926273","MP:0005367, MP:0005384, MP:0005387, MP:0010768",NA,1,1,"one-to-one"
"MRPL13",28998,"Mrpl13","MGI:2137218","",NA,1,1,"one-to-one"
"MRPL14",64928,"Mrpl14","MGI:1333864","",NA,1,1,"one-to-one"
"MRPL15",29088,"Mrpl15","MGI:1351639","",NA,1,1,"one-to-one"
"MRPL16",54948,"Mrpl16","MGI:2137219","",NA,1,1,"one-to-one"
"MRPL17",63875,"Mrpl17","MGI:1351608","",NA,1,1,"one-to-one"
"MRPL18",29074,"Mrpl18","MGI:1914931","MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MRPL19",9801,"Mrpl19","MGI:1926274","",NA,1,1,"one-to-one"
"MRPL2",51069,"Mrpl2","MGI:1351622","",NA,1,1,"one-to-one"
"MRPL20",55052,"Mrpl20","MGI:2137221","",NA,1,1,"one-to-one"
"MRPL21",219927,"Mrpl21","MGI:2660674","",NA,1,1,"one-to-one"
"MRPL22",29093,"Mrpl22","MGI:1333794","MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"MRPL23",6150,"Mrpl23","MGI:1196612","MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"MRPL24",79590,"Mrpl24","MGI:1914957","",NA,1,1,"one-to-one"
"MRPL27",51264,"Mrpl27","MGI:2137224","",NA,1,1,"one-to-one"
"MRPL28",10573,"Mrpl28","MGI:1915861","",NA,1,1,"one-to-one"
"MRPL3",11222,"Mrpl3","MGI:2137204","MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"MRPL30",51263,"Mrpl30","MGI:1333820","",NA,1,1,"one-to-one"
"MRPL32",64983,"Mrpl32","MGI:2137226","",NA,1,1,"one-to-one"
"MRPL33",9553,"Mrpl33","MGI:2137225","MP:0010768",NA,1,1,"one-to-one"
"MRPL34",64981,"Mrpl34","MGI:2137227","",NA,1,1,"one-to-one"
"MRPL35",51318,"Mrpl35","MGI:1913473","",NA,1,1,"one-to-one"
"MRPL36",64979,"Mrpl36","MGI:2137228","",NA,1,1,"one-to-one"
"MRPL37",51253,"Mrpl37","MGI:1926268","",NA,1,1,"one-to-one"
"MRPL38",64978,"Mrpl38","MGI:1926269","",NA,1,1,"one-to-one"
"MRPL39",54148,"Mrpl39","MGI:1351620","MP:0005376, MP:0005377, MP:0010768",NA,1,1,"one-to-one"
"MRPL4",51073,"Mrpl4","MGI:2137210","",NA,1,1,"one-to-one"
"MRPL40",64976,"Mrpl40","MGI:1332635","",NA,1,1,"one-to-one"
"MRPL41",64975,"Mrpl41","MGI:1333816","MP:0005378, MP:0005380, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MRPL42",28977,"Mrpl42","MGI:1333774","",NA,1,1,"one-to-one"
"MRPL43",84545,"Mrpl43","MGI:2137229","",NA,1,1,"one-to-one"
"MRPL44",65080,"Mrpl44","MGI:1916413","MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0010768",NA,1,1,"one-to-one"
"MRPL45",84311,"Mrpl45","MGI:1914286","",NA,1,1,"one-to-one"
"MRPL46",26589,"Mrpl46","MGI:1914558","",NA,1,1,"one-to-one"
"MRPL47",57129,"Mrpl47","MGI:1921850","MP:0010768",NA,1,1,"one-to-one"
"MRPL48",51642,"Mrpl48","MGI:1289321","",NA,1,1,"one-to-one"
"MRPL49",740,"Mrpl49","MGI:108180","",NA,1,1,"one-to-one"
"MRPL50",54534,"Mrpl50","MGI:107329","",NA,1,1,"one-to-one"
"MRPL51",51258,"Mrpl51","MGI:1913743","MP:0005367, MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"MRPL52",122704,"Mrpl52","MGI:1916086","",NA,1,1,"one-to-one"
"MRPL53",116540,"Mrpl53","MGI:1915749","",NA,1,1,"one-to-one"
"MRPL54",116541,"Mrpl54","MGI:1913297","",NA,1,1,"one-to-one"
"MRPL55",128308,"Mrpl55","MGI:1914462","",NA,1,1,"one-to-one"
"MRPL57",78988,"Mrpl57","MGI:1915090","",NA,1,1,"one-to-one"
"MRPL58",3396,"Mrpl58","MGI:1915822","MP:0005378, MP:0005380, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MRPL9",65005,"Mrpl9","MGI:2137211","",NA,1,1,"one-to-one"
"MRPS10",55173,"Mrps10","MGI:1928139","",NA,1,1,"one-to-one"
"MRPS11",64963,"Mrps11","MGI:1915244","",NA,1,1,"one-to-one"
"MRPS12",6183,"Mrps12","MGI:1346333","MP:0005369, MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"MRPS14",63931,"Mrps14","MGI:1928141","",NA,1,1,"one-to-one"
"MRPS15",64960,"Mrps15","MGI:1913657","",NA,1,1,"one-to-one"
"MRPS16",51021,"Mrps16","MGI:1913492","",NA,1,1,"one-to-one"
"MRPS17",51373,"Mrps17","MGI:1913508","",NA,1,1,"one-to-one"
"MRPS18A",55168,"Mrps18a","MGI:1915815","",NA,1,1,"one-to-one"
"MRPS18B",28973,"Mrps18b","MGI:1914223","",NA,1,1,"one-to-one"
"MRPS18C",51023,"Mrps18c","MGI:1915985","MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"MRPS2",51116,"Mrps2","MGI:2153089","",NA,1,1,"one-to-one"
"MRPS21",54460,"Mrps21","MGI:1913542","MP:0010768",NA,1,1,"one-to-one"
