Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
LOC105370052,NA,human-specific,NA,NA,NA,NA,NA,0.9542675760652667,1.3088719706339,0.559052359854098,1.58260080298086,0.726599875090412,0.834716171488561,0.713764276343769
LOC105370053,NA,human-specific,NA,NA,NA,NA,NA,0.016361972549156518,0.0981718352949391,0,0,0,0,0
LOC105370054,NA,human-specific,NA,NA,NA,NA,NA,0.3486667207602853,0.188767709023709,0.48376480921742,0.419477922055411,0.339324700509226,0.454784623622742,0.205880560133204
LOC105370055,NA,human-specific,NA,NA,NA,NA,NA,0.31256461299797983,0.22977204503473,0.0981414583604811,0.510597392404042,0.206516598548668,0.830360183639958,0
LOC105370056,NA,human-specific,NA,NA,NA,NA,NA,0.10390327612568451,0.165604393529968,0.259357375385174,0,0.198457887838965,0,0
LOC105370058,NA,human-specific,NA,NA,NA,NA,NA,0.3258284875031199,0.56245995215687306,0.780782883699013,0,0.442341241322506,0.169386847840327,0
LOC105370061,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370062,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370062_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370063,NA,human-specific,NA,NA,NA,NA,NA,0.02785717962977005,0,0,0,0.0285524842690393,0,0.138590593509581
LOC105370064,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370066,NA,human-specific,NA,NA,NA,NA,NA,0.029907756478503664,0,0,0.179446538871022,0,0,0
LOC105370067,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370068,NA,human-specific,NA,NA,NA,NA,NA,0.04828722036306667,0,0,0,0,0,0.2897233221784
LOC105370069,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370071,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370073,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370074,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370076,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370077,NA,human-specific,NA,NA,NA,NA,NA,0.016878569711724332,0,0,0,0,0,0.101271418270346
LOC105370080,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370082,NA,human-specific,NA,NA,NA,NA,NA,0.004278105835096827,0,0,0,0.00749023932559936,0,0.0181783956849816
LOC105370084,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370086,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370087,NA,human-specific,NA,NA,NA,NA,NA,0.0035714443441224003,0,0,0,0,0,0.0214286660647344
LOC105370088,NA,human-specific,NA,NA,NA,NA,NA,0.24893639663672806,0.0954581422867863,0.244635537669297,0.4242524675097,0.729272232354585,0,0
LOC105370091,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370091_1,NA,human-specific,NA,NA,NA,NA,NA,0.013454392207106232,0,0.048915177002883,0.0318111762397544,0,0,0
LOC105370092,NA,human-specific,NA,NA,NA,NA,NA,0.020677251535106737,0.0574617528610508,0,0,0.00860766573069897,0.00576827153126725,0.0522258190876234
LOC105370094,NA,human-specific,NA,NA,NA,NA,NA,0.045926156274096366,0.0850822572556139,0,0.0630230114778903,0.127451668911074,0,0
LOC105370101,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370102,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370103,NA,human-specific,NA,NA,NA,NA,NA,0.04499139550087962,0,0,0.0592719826257305,0.0239731898815014,0.128521597407245,0.0581816030908008
LOC105370104,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370105,NA,human-specific,NA,NA,NA,NA,NA,0.026192225545680167,0,0,0,0,0.157153353274081,0
LOC105370108,NA,human-specific,NA,NA,NA,NA,NA,0.03690160227410108,0.0717144559090829,0.00891085380636209,0.0507064807832839,0.00468772129790198,0.0157069582829905,0.0696831435649851
LOC105370109,NA,human-specific,NA,NA,NA,NA,NA,0.32338921235828066,0.251420803025155,0.214776382107948,0.279352534816344,0.451948530442695,0.605730269578899,0.137106754178643
LOC105370111,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370112,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370113,NA,human-specific,NA,NA,NA,NA,NA,0.41202428108595734,0.430229402111998,0.267289994522083,0.260741439891871,0.456991926768422,0.80094813627363,0.25594478694774
LOC105370115,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370117,NA,human-specific,NA,NA,NA,NA,NA,0.490101060347847,0.285909533310261,0.244238402056197,0.529454682464419,0.385458537632031,0.975830480963246,0.519714725660928
LOC105370118,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370119,NA,human-specific,NA,NA,NA,NA,NA,0.0024330373205012,0.0145982239230072,0,0,0,0,0
LOC105370120,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370121,NA,human-specific,NA,NA,NA,NA,NA,0.20874647137280847,0.239358891708509,0.0545259964362118,0.319140718628186,0.114737680737558,0.211445800137728,0.313269740588658
LOC105370122,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370124,NA,human-specific,NA,NA,NA,NA,NA,0.4068848855474685,0.397700806452765,0.196001635834572,0.263430604907258,0.494929565776615,0.580419172136555,0.508827528177046
LOC105370126,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370129,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370130,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370132,NA,human-specific,NA,NA,NA,NA,NA,0.023927075561071168,0,0,0,0,0,0.143562453366427
LOC105370135,NA,human-specific,NA,NA,NA,NA,NA,0.00452774622137695,0.0271664773282617,0,0,0,0,0
LOC105370139,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370145,NA,human-specific,NA,NA,NA,NA,NA,0.027179054401098832,0.163074326406593,0,0,0,0,0
LOC105370148,NA,human-specific,NA,NA,NA,NA,NA,0.10006363449261188,0,0.0421430968253831,0.0274070659158052,0,0.207997085215695,0.322834558998788
LOC105370150,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370152,NA,human-specific,NA,NA,NA,NA,NA,0.04601312902226593,0,0,0,0,0.0982208457963006,0.177857928337295
LOC105370156,NA,human-specific,NA,NA,NA,NA,NA,0.07111555852553234,0,0.321992200463601,0.104701150689593,0,0,0
LOC105370159,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370161,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370163,NA,human-specific,NA,NA,NA,NA,NA,0.15614124553439038,0.203401498506275,0.0434389651123481,0.254248311787158,0.0914075200159111,0.12251019311102,0.22184098467363
LOC105370167,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370168,NA,human-specific,NA,NA,NA,NA,NA,0.08262753761837033,0.0654661360539432,0.0932074811303891,0.103047104075223,0.0784536618220384,0.0722896662676982,0.0833011763609301
LOC105370169,NA,human-specific,NA,NA,NA,NA,NA,0.15141048565554566,0.166685853226501,0.113913197551859,0.0740815637474349,0.134833878013249,0.200792189021398,0.218156232372832
LOC105370170,NA,human-specific,NA,NA,NA,NA,NA,2.1721671533702867,2.13479118204995,1.21576449023529,2.27312543671391,1.51899216311289,2.78590035349507,3.10442929461461
LOC105370171,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370173,NA,human-specific,NA,NA,NA,NA,NA,0.1748958555924611,0.272632000803592,0.0388160102339055,0,0.122519328782937,0.218944300227048,0.396463493507284
LOC105370174,NA,human-specific,NA,NA,NA,NA,NA,2.7485418881914825,5.25430531898696,4.66112805851827,3.21840404569536,2.05853091404737,0.527451013570496,0.771431978330438
LOC105370175,NA,human-specific,NA,NA,NA,NA,NA,1.3519449751740242,4.05898323399885,2.19883206707817,1.31997605827217,0.533878491694955,0,0
LOC105370176,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370178,NA,human-specific,NA,NA,NA,NA,NA,0.8636897416438345,1.13772785865065,0.388761900947332,0,1.84063921845993,0.822314057829493,0.992695413975602
LOC105370179,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370182,NA,human-specific,NA,NA,NA,NA,NA,0.19107359342392255,0.580177961767744,0.0619521744560912,0.080579143767284,0.130364400072105,0.174722690483845,0.118645189996466
LOC105370185,NA,human-specific,NA,NA,NA,NA,NA,0.05888517914780808,0,0.267825288236079,0,0,0,0.0854857866507695
LOC105370187,NA,human-specific,NA,NA,NA,NA,NA,0.1340607499779317,0.253358386279047,0.0309187948348988,0.0804301071265307,0.0325308205482026,0.130799646683113,0.276326744395798
LOC105370188,NA,human-specific,NA,NA,NA,NA,NA,0.016042957524697966,0,0.0962577451481878,0,0,0,0
LOC105370190,NA,human-specific,NA,NA,NA,NA,NA,0.7151104090802758,0.712076573527442,0.991290453628507,0.761881958162636,0.545190831703166,0.76246909944298,0.517753538016924
LOC105370191,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370192,NA,human-specific,NA,NA,NA,NA,NA,0.5634451411977888,0.507185809990269,0.541579754019502,0.704414869110329,0.797742843421799,0,0.829747570644834
LOC105370194,NA,human-specific,NA,NA,NA,NA,NA,0.017632035052779917,0.0501124690622054,0,0.0556797412544741,0,0,0
LOC105370195,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370196,NA,human-specific,NA,NA,NA,NA,NA,0.03560129343014103,0.0318107599601049,0.0271743620819322,0.0530171906363721,0.0285911627901299,0.0383197014214773,0.0346945836908298
LOC105370198,NA,human-specific,NA,NA,NA,NA,NA,0.29998252077944765,0.343103165986188,0.123408883967286,0.601926947520299,0.365183726824563,0.228406519292535,0.137865881085815
LOC105370202,NA,human-specific,NA,NA,NA,NA,NA,0.0287229583174145,0,0.172337749904487,0,0,0,0
LOC105370203,NA,human-specific,NA,NA,NA,NA,NA,0.6482703643083053,0.537771824485865,1.14847981424899,1.29461773959544,0.322228952239296,0,0.586523855280241
LOC105370204,NA,human-specific,NA,NA,NA,NA,NA,0.0215952129647634,0,0,0.0869138132972904,0,0,0.04265746449129
LOC105370205,NA,human-specific,NA,NA,NA,NA,NA,0.14888979873175393,0.223964740129227,0.131533890663868,0.139976001887589,0.0629053301492426,0.1517575299857,0.183201299574897
LOC105370207,NA,human-specific,NA,NA,NA,NA,NA,0.054339646484595466,0.0578962105585538,0,0.128656443549539,0,0.13948522479948,0
LOC105370210,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370213,NA,human-specific,NA,NA,NA,NA,NA,0.09378692242184766,0.461954813164907,0,0,0,0,0.100766721366179
LOC105370214,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370216,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370217,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370218,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370219,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370220,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370221,NA,human-specific,NA,NA,NA,NA,NA,0.16955007720740994,0.130996884240106,0.0172160265095111,0.212727003211931,0.398499759849661,0.169939259462188,0.0879215299710626
LOC105370222,NA,human-specific,NA,NA,NA,NA,NA,0.3486998358188722,0,0,0,1.8449297527687,0.247269262144533,0
LOC105370223,NA,human-specific,NA,NA,NA,NA,NA,0.16823638603403301,0.244320631714991,0,0.11634152832274,0.564666965948469,0.0840891902179981,0
LOC105370224,NA,human-specific,NA,NA,NA,NA,NA,0.30606688614429356,0.304850196335221,0.0315658758282964,0.338717695834358,0.672535682968365,0.26707414875847,0.221657717141051
LOC105370227,NA,human-specific,NA,NA,NA,NA,NA,0.2304208996207895,0.194393236776071,0.332121094186794,0.431978919732559,0,0,0.424032147029313
LOC105370228,NA,human-specific,NA,NA,NA,NA,NA,0.025253123066053665,0,0,0.151518738396322,0,0,0
LOC105370230,NA,human-specific,NA,NA,NA,NA,NA,0.053908868233584505,0.323453209401507,0,0,0,0,0
LOC105370231,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370232,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370234,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370235,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370236,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370237,NA,human-specific,NA,NA,NA,NA,NA,0.06786312051025584,0,0,0,0,0,0.407178723061535
LOC105370238,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370239,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370240,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370241,NA,human-specific,NA,NA,NA,NA,NA,0.031074788533088666,0,0,0,0.186448731198532,0,0
LOC105370243,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370244,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370245,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370246,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370247,NA,human-specific,NA,NA,NA,NA,NA,0.2068677489398515,0.194393236776071,0.332121094186794,0.539973649665699,0.174718513010545,0,0
LOC105370248,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370249,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370250,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370251,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370254,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370255,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370256,NA,human-specific,NA,NA,NA,NA,NA,0.35549694772992185,0.241449648968634,0.537745420273359,0.392829243840228,0.317768012352611,0.436280607649843,0.206908753294856
LOC105370259,NA,human-specific,NA,NA,NA,NA,NA,0.05796549758600502,0.167627162930635,0.0318212469684047,0.103472107994315,0,0.0448724676226754,0
LOC105370260,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370261,NA,human-specific,NA,NA,NA,NA,NA,0.09172812294961168,0,0,0.129422255713525,0,0.420946481984145,0
LOC105370262,NA,human-specific,NA,NA,NA,NA,NA,0.133558090601202,0,0,0,0,0.801348543607212,0
LOC105370263,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370264,NA,human-specific,NA,NA,NA,NA,NA,0.19188699067116402,0,0.393335570370242,0.255799281880849,0,0,0.502187091775893
LOC105370265,NA,human-specific,NA,NA,NA,NA,NA,0.15547297221075163,0.203026645908463,0.100410108744861,0.237454739277817,0.192082238548179,0.141592482473007,0.0582716183121827
LOC105370266,NA,human-specific,NA,NA,NA,NA,NA,0.204589627776976,0.278891959650231,0.268024089667371,0,0.344664430059995,0.335957287284259,0
LOC105370269,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370271,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370272,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370273,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370274,NA,human-specific,NA,NA,NA,NA,NA,0.04740978164024845,0,0.0771542849572398,0,0,0.108798475343595,0.0985059295406559
LOC105370275,NA,human-specific,NA,NA,NA,NA,NA,0.11443584184068334,0.428516478148712,0,0,0,0.258098572895388,0
LOC105370276,NA,human-specific,NA,NA,NA,NA,NA,0.16459227037519494,0.17428359159234,0.0916196121894603,0.268124846730554,0.120495526214169,0.274542852830948,0.0584871926936984
LOC105370278,NA,human-specific,NA,NA,NA,NA,NA,0.15538547181603818,0.551884911928306,0,0.229948825662573,0,0,0.15047909330535
LOC105370281,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370282,NA,human-specific,NA,NA,NA,NA,NA,0.026745553133427833,0,0,0,0,0,0.160473318800567
LOC105370283,NA,human-specific,NA,NA,NA,NA,NA,0.02481738534939,0,0,0,0,0,0.14890431209634
LOC105370284,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370285,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370286,NA,human-specific,NA,NA,NA,NA,NA,0.018536270525769883,0.0473632573669815,0,0,0.0638543657876378,0,0
LOC105370287,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370289,NA,human-specific,NA,NA,NA,NA,NA,0.04895172339558584,0,0,0,0,0,0.293710340373515
LOC105370290,NA,human-specific,NA,NA,NA,NA,NA,0.008819955077073767,0,0,0,0.0239080158265449,0,0.0290117146358977
LOC105370291,NA,human-specific,NA,NA,NA,NA,NA,0.03487035107934862,0,0.0584842976352255,0.0760685911132553,0,0,0.0746692177276109
LOC105370292,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370295,NA,human-specific,NA,NA,NA,NA,NA,0.007142888688244801,0,0,0,0,0,0.0428573321294688
LOC105370297,NA,human-specific,NA,NA,NA,NA,NA,0.1293249748186415,0.0292874819188693,0.0250188501981571,0.0976235722817906,0.171101242723722,0.229320807346813,0.223597894442497
LOC105370299,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370300,NA,human-specific,NA,NA,NA,NA,NA,0.112315852693224,0.384962344304089,0,0,0.172999970259622,0.115932801595633,0
LOC105370301,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370302,NA,human-specific,NA,NA,NA,NA,NA,0.0632926428787252,0.237558958042989,0.0507337230371329,0,0.0266894238387378,0,0.0647737523534915
LOC105370304,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370307,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370310,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370311,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370312,NA,human-specific,NA,NA,NA,NA,NA,0.017815485309245,0,0,0,0,0,0.10689291185547
LOC105370313,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370314,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370315,NA,human-specific,NA,NA,NA,NA,NA,0.02917210057227933,0,0,0.175032603433676,0,0,0
LOC105370317,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370324,NA,human-specific,NA,NA,NA,NA,NA,0.044548686433734136,0.0464911958078587,0.05957270071931,0.0258280803324555,0.0313393333572667,0.028001983359072,0.0760588250264419
LOC105370325,NA,human-specific,NA,NA,NA,NA,NA,0.022051662231107664,0,0,0.132309973386646,0,0,0
LOC105370327,NA,human-specific,NA,NA,NA,NA,NA,2.3561861947440566,2.76324126991189,1.98779000054986,2.53158909441947,2.43999958054033,2.51107959195167,1.90341763109112
LOC105370328,NA,human-specific,NA,NA,NA,NA,NA,0.490876233493432,0.531282873360847,0.567310918803234,0.737882543887064,0.179066711298138,0.639991031432909,0.2897233221784
LOC105370330,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370332,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370335,NA,human-specific,NA,NA,NA,NA,NA,2.4799622894527067,3.6561147913222,1.78470765915323,3.01770327201072,2.7227486422533,1.76168349755642,1.93681587442037
LOC105370337,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370338,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370339,NA,human-specific,NA,NA,NA,NA,NA,0.016570614441362916,0,0,0,0,0,0.0994236866481775
LOC105370340,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370342,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370343,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370344,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370345,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370346,NA,human-specific,NA,NA,NA,NA,NA,0.023496827229881168,0,0,0,0,0,0.140980963379287
LOC105370349,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370353,NA,human-specific,NA,NA,NA,NA,NA,0.05781353008728145,0,0,0.0490811263202531,0.119108331668588,0.106424392736398,0.0722673297984496
LOC105370355,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370356,NA,human-specific,NA,NA,NA,NA,NA,0.07762797092913629,0,0.103651984613584,0,0,0.0974426579033227,0.264673183057911
LOC105370359,NA,human-specific,NA,NA,NA,NA,NA,0.05735547559655622,0.0271664773282617,0,0,0.0854592634207064,0.0981753942249002,0.133331718605469
LOC105370360,NA,human-specific,NA,NA,NA,NA,NA,0.0924784355688914,0.0965571669512723,0.0824840217470491,0,0.04339226227729,0.174471239243429,0.157965923194308
LOC105370362,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370363,NA,human-specific,NA,NA,NA,NA,NA,0.014131306458393058,0,0.00498809282098725,0.0389270838748457,0,0.0281356709661175,0.0127369910884079
LOC105370364,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370365,NA,human-specific,NA,NA,NA,NA,NA,0.29567930291004985,1.38833548156965,0.169426639264209,0,0,0,0.21631369662644
LOC105370366,NA,human-specific,NA,NA,NA,NA,NA,0.9795779239057762,2.72800917780546,0,1.57616100266731,0.784609530545497,0.788687832416391,0
LOC105370370,NA,human-specific,NA,NA,NA,NA,NA,0.0141749867655515,0,0,0,0,0.085049920593309,0
LOC105370370_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370372,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370372_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370373,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370373_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370384,NA,human-specific,NA,NA,NA,NA,NA,1.5374588725282905,2.28876247588201,1.1242266667746,1.93906326981316,1.74854745769228,1.34407473194938,0.780078633058313
LOC105370397,NA,human-specific,NA,NA,NA,NA,NA,0.7177622377155491,0.990234463962928,0.1208440607764,1.72895659198983,0.508578225823467,0.34081450107632,0.61714558266435
LOC105370398,NA,human-specific,NA,NA,NA,NA,NA,8.065712860546585,10.6739559102497,10.8015998940136,6.11235067263538,7.89629934185002,5.83555458661098,7.07451675791983
LOC105370399,NA,human-specific,NA,NA,NA,NA,NA,0.15860015456579832,0.213590074087638,0.0781969104296349,0.203416268855353,0.109698525840301,0.147024966680533,0.19967418150133
LOC105370406,NA,human-specific,NA,NA,NA,NA,NA,0.033892598113447664,0,0.0416876851389907,0.108443585834774,0,0,0.0532243177069213
LOC105370407,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370408,NA,human-specific,NA,NA,NA,NA,NA,0.03593682319395265,0.110642211659204,0.0567097081291434,0,0,0,0.048269019375368503
LOC105370409,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370409_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370410,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370410_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370411,NA,human-specific,NA,NA,NA,NA,NA,0.010670075882656048,0.0640204552959363,0,0,0,0,0
LOC105370411_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370412,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370412_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370413,NA,human-specific,NA,NA,NA,NA,NA,0.038683075742714734,0.0527938466783935,0.0112747943395247,0.0146647519963166,0.0177939492791765,0.0635962310911299,0.0719748810717472
LOC105370415,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370418,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370419,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370420,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370421,NA,human-specific,NA,NA,NA,NA,NA,0.019375167493852666,0.116251004963116,0,0,0,0,0
LOC105370429,NA,human-specific,NA,NA,NA,NA,NA,0.193863630830318,0,0.385771424786199,0,0.221391570332243,0.197815409715626,0.35820338014784
LOC105370430,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370432,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370438,NA,human-specific,NA,NA,NA,NA,NA,0.05119720971979883,0.073383446882967,0.0626878565277573,0.0543573473996804,0.0219854128871603,0.0147331268694451,0.0800360677517829
LOC105370440,NA,human-specific,NA,NA,NA,NA,NA,0.25319041096684847,0.148079415861066,0.103497493006157,0.194444994137816,0.568666492472296,0.210811079260118,0.293642991063638
LOC105370444,NA,human-specific,NA,NA,NA,NA,NA,0.008704303181270566,0,0,0,0,0,0.0522258190876234
LOC105370446,NA,human-specific,NA,NA,NA,NA,NA,0.11287309571288233,0,0,0,0.197621688873351,0,0.479616885403943
LOC105370447,NA,human-specific,NA,NA,NA,NA,NA,0.13120003251166282,0.0754100931359969,0.12883824077638,0.209469546819577,0.237222181441421,0.136260132896602,0
LOC105370449,NA,human-specific,NA,NA,NA,NA,NA,79.0668418841646,258.35564251583,5.34348102563093,3.27313059610978,36.8271784197829,77.009751707035,93.591867040599
LOC105370450,NA,human-specific,NA,NA,NA,NA,NA,0.027240525080377,0,0,0,0,0,0.163443150482262
LOC105370452,NA,human-specific,NA,NA,NA,NA,NA,0.007627931165287867,0,0,0,0,0,0.0457675869917272
LOC105370453,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
LOC105370455,NA,human-specific,NA,NA,NA,NA,NA,6.7673990919767455,6.64486523830817,5.59605425063589,7.66168697998698,6.28221728628307,6.79627422060895,7.62329657603741
