Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04
LOC105374344,NA,human-specific,NA,NA,NA,NA,NA,3.516746862665485,2.95533449118823,6.28449134886466,2.49150293045262,2.33565868015643
LOC105374346,NA,human-specific,NA,NA,NA,NA,NA,0.4410352306408352,0,0.541652838285014,0.828819800751107,0.39366828352722
LOC105374347,NA,human-specific,NA,NA,NA,NA,NA,0.23762170661172724,0,0.411782859514923,0,0.538703966931986
LOC105374348,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374348_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374349,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374349_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374352,NA,human-specific,NA,NA,NA,NA,NA,1.000098285237001,1.02892357963234,1.06058776121153,0.861373376519224,1.04950842358491
LOC105374353,NA,human-specific,NA,NA,NA,NA,NA,0.3714106968143127,0.29969760447512,0.55764115100617,0.186171186345821,0.44213284543014
LOC105374355,NA,human-specific,NA,NA,NA,NA,NA,0.5793770568355661,1.07779332971206,0.558911535139316,0.315212791894683,0.365590570596205
LOC105374357,NA,human-specific,NA,NA,NA,NA,NA,0.00844672932168525,0.0160397631339707,0,0,0.0177471541527703
LOC105374358,NA,human-specific,NA,NA,NA,NA,NA,0.2175450276085525,0.151579265933812,0.197794575778235,0.161418088535796,0.359388180186367
LOC105374359,NA,human-specific,NA,NA,NA,NA,NA,0.0979943438361445,0.391977375344578,0,0,0
LOC105374365,NA,human-specific,NA,NA,NA,NA,NA,0.11920080013634776,0,0,0,0.476803200545391
LOC105374367,NA,human-specific,NA,NA,NA,NA,NA,0.08738034689671326,0.349521387586853,0,0,0
LOC105374368,NA,human-specific,NA,NA,NA,NA,NA,2.7763847286872325,3.22912212800487,2.62183022786895,1.37548817996992,3.87909837890519
LOC105374369,NA,human-specific,NA,NA,NA,NA,NA,0.6251483653990817,0.846732952185387,0.436291903162356,0.4248362854019,0.792732320846684
LOC105374370,NA,human-specific,NA,NA,NA,NA,NA,0.348013445240781,0.309870457507773,0.566086485746732,0.173241476887681,0.342855360820938
LOC105374371,NA,human-specific,NA,NA,NA,NA,NA,0.09154272517127224,0.249792962865852,0,0.116377937819237,0
LOC105374373,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374378,NA,human-specific,NA,NA,NA,NA,NA,0.05163128600689025,0,0.078369358906012,0,0.128155785121549
LOC105374381,NA,human-specific,NA,NA,NA,NA,NA,0.06977311146201517,0.0337944449274186,0.0514477854191805,0.0629790009338396,0.130871214567622
LOC105374382,NA,human-specific,NA,NA,NA,NA,NA,0.0601689745771988,0.0985861391630413,0.0875495706641852,0,0.0545401884815687
LOC105374383,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374384,NA,human-specific,NA,NA,NA,NA,NA,2.962644689173885,3.66488136182827,4.20052269398624,1.67802041627478,2.30715428460625
LOC105374386,NA,human-specific,NA,NA,NA,NA,NA,0.4429298319278375,0.652067626278105,0.132358776272654,0.121518692591328,0.865774232569263
LOC105374389,NA,human-specific,NA,NA,NA,NA,NA,0.095006578326495,0,0,0,0.38002631330598
LOC105374391,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374392,NA,human-specific,NA,NA,NA,NA,NA,0.00868779032229605,0,0,0,0.0347511612891842
LOC105374396,NA,human-specific,NA,NA,NA,NA,NA,0.06896619824651125,0.275864792986045,0,0,0
LOC105374397,NA,human-specific,NA,NA,NA,NA,NA,0.20260444309272524,0.217833580646751,0.11054139556837,0,0.48204279615578
LOC105374399,NA,human-specific,NA,NA,NA,NA,NA,0.03396695366717175,0,0,0,0.135867814668687
LOC105374402,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374404,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374406,NA,human-specific,NA,NA,NA,NA,NA,0.02729918751344525,0,0,0,0.109196750053781
LOC105374408,NA,human-specific,NA,NA,NA,NA,NA,0.12799709014230098,0,0.331364089303773,0,0.180624271265431
LOC105374409,NA,human-specific,NA,NA,NA,NA,NA,0.06424073651480575,0.256962946059223,0,0,0
LOC105374413,NA,human-specific,NA,NA,NA,NA,NA,0.737853652280981,0.347531853276819,0.994016820714301,0.176633728028924,1.43323220710388
LOC105374414,NA,human-specific,NA,NA,NA,NA,NA,0.2540063950618683,0.483484288752546,0.245347975529797,0.180203329501286,0.106989986463844
LOC105374418,NA,human-specific,NA,NA,NA,NA,NA,2.40434011756006,3.67924218221161,0,2.44878577494645,3.48933251308218
LOC105374421,NA,human-specific,NA,NA,NA,NA,NA,5.52361257811137,6.22301485780829,7.65963269406861,3.08434849516156,5.12745426540702
LOC105374423,NA,human-specific,NA,NA,NA,NA,NA,4.897831393715798,5.44960707809821,4.28990994562659,6.11673480985587,3.73507374128252
LOC105374426,NA,human-specific,NA,NA,NA,NA,NA,0.09485686182911196,0.0597073971049831,0.0403986626374365,0.0370900427186382,0.24223134485539
LOC105374428,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374430,NA,human-specific,NA,NA,NA,NA,NA,0.05308804653375375,0,0,0,0.212352186135015
LOC105374432,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374433,NA,human-specific,NA,NA,NA,NA,NA,0.0192201590605428,0,0,0,0.0768806362421712
LOC105374434,NA,human-specific,NA,NA,NA,NA,NA,0.16278346386690976,0.419214473933476,0,0,0.231919381534163
LOC105374435,NA,human-specific,NA,NA,NA,NA,NA,0.03169016885224825,0,0,0.126760675408993,0
LOC105374438,NA,human-specific,NA,NA,NA,NA,NA,0.12167003046100976,0,0.0785880234118881,0.10822758558915101,0.299864512843
LOC105374439,NA,human-specific,NA,NA,NA,NA,NA,0.1806963658547741,0.0553490190953254,0.140436515710115,0.128934871277595,0.398065057336061
LOC105374440,NA,human-specific,NA,NA,NA,NA,NA,0.11946521810418152,0,0.080520147486623,0.221776824900811,0.175563900029292
LOC105374441,NA,human-specific,NA,NA,NA,NA,NA,0.14375527207454675,0,0,0,0.575021088298187
LOC105374444,NA,human-specific,NA,NA,NA,NA,NA,0.17402043427983352,0.0626286292074295,0.10170047875364,0.0466856432269986,0.485066985931266
LOC105374445,NA,human-specific,NA,NA,NA,NA,NA,0.5530397854428247,0.653325634560313,0.598380834210132,0.519678010117253,0.440774662883601
LOC105374453,NA,human-specific,NA,NA,NA,NA,NA,0.08380492935350226,0,0,0,0.335219717414009
LOC105374455,NA,human-specific,NA,NA,NA,NA,NA,0.23614339674262624,0.18209972555378,0.156382709216146,0.156627363921469,0.44946378827911
LOC105374456,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374457,NA,human-specific,NA,NA,NA,NA,NA,0.0277732689174415,0,0,0,0.111093075669766
LOC105374458,NA,human-specific,NA,NA,NA,NA,NA,0.01684927903595435,0,0,0,0.0673971161438174
LOC105374459,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374461,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374465,NA,human-specific,NA,NA,NA,NA,NA,0.085105671050785,0,0,0,0.34042268420314
LOC105374467,NA,human-specific,NA,NA,NA,NA,NA,0.08352447604468526,0,0,0.334097904178741,0
LOC105374468,NA,human-specific,NA,NA,NA,NA,NA,2.9045342127597324,2.62803013015115,2.13378390839551,1.68694131162978,5.16938150086249
LOC105374470,NA,human-specific,NA,NA,NA,NA,NA,2.6842148296138864,3.13778873831112,3.53843562698753,0.974592127516376,3.08604282564052
LOC105374471,NA,human-specific,NA,NA,NA,NA,NA,0.2671928457654845,0.26578300427517,0.0755292802389461,0.198124255159627,0.529334843388195
LOC105374473,NA,human-specific,NA,NA,NA,NA,NA,0.14239829299433646,0.129742861965386,0.0658390546770003,0.302234429446406,0.0717768258885535
LOC105374475,NA,human-specific,NA,NA,NA,NA,NA,0.23724642917430025,0.248772892001559,0.19637612862126,0.167414995609885,0.336421700464497
LOC105374479,NA,human-specific,NA,NA,NA,NA,NA,0.2383881992757735,0,0.308161352197163,0.141461585248548,0.503929859657383
LOC105374480,NA,human-specific,NA,NA,NA,NA,NA,0.249314683607091,0.193124552361838,0,0.26992878688345,0.534205395183076
LOC105374481,NA,human-specific,NA,NA,NA,NA,NA,0.1525542831633705,0,0,0,0.610217132653482
LOC105374482,NA,human-specific,NA,NA,NA,NA,NA,0.109432169457398,0.437728677829592,0,0,0
LOC105374488,NA,human-specific,NA,NA,NA,NA,NA,0.193930014334613,0.146680751450297,0.223302967157669,0,0.405736338730486
LOC105374489,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374490,NA,human-specific,NA,NA,NA,NA,NA,0.07142083825575475,0,0,0.130601907997144,0.155081445025875
LOC105374491,NA,human-specific,NA,NA,NA,NA,NA,0.104112091258329,0,0,0,0.416448365033316
LOC105374492,NA,human-specific,NA,NA,NA,NA,NA,0.16679715703122225,0.169840870100344,0.215467775327576,0,0.281879982696969
LOC105374493,NA,human-specific,NA,NA,NA,NA,NA,0.4178181156376258,0.325267131453147,0.492558244072248,0.399298957438805,0.454148129586303
LOC105374495,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374496,NA,human-specific,NA,NA,NA,NA,NA,0.03945790247007109,0.0390213697615244,0.11881024011876,0,0
LOC105374497,NA,human-specific,NA,NA,NA,NA,NA,0.29009810747069,0.21757238930305,0.181849873764753,0.321987548493236,0.438982618321721
LOC105374498,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374498_1,NA,human-specific,NA,NA,NA,NA,NA,0.09883001054342076,0,0.208946198744961,0,0.186373843428722
LOC105374502,NA,human-specific,NA,NA,NA,NA,NA,0.03920649720325825,0,0.156825988813033,0,0
LOC105374505,NA,human-specific,NA,NA,NA,NA,NA,0.8969986683356755,0.693727439296562,1.06715214454996,0.55406732177167,1.27304776772451
LOC105374506,NA,human-specific,NA,NA,NA,NA,NA,0.15453934096059851,0.172020071743607,0.187679871444445,0.144258724385366,0.114198696268976
LOC105374507,NA,human-specific,NA,NA,NA,NA,NA,0.05196780101172525,0,0,0.207871204046901,0
LOC105374510,NA,human-specific,NA,NA,NA,NA,NA,0.20942193613356916,0.0465377275143591,0.0472318852836569,0.0144545431992367,0.729463588537024
LOC105374511,NA,human-specific,NA,NA,NA,NA,NA,0.03012767475973625,0,0,0,0.120510699038945
LOC105374513,NA,human-specific,NA,NA,NA,NA,NA,0.1188317574114675,0,0,0,0.47532702964587
LOC105374514,NA,human-specific,NA,NA,NA,NA,NA,0.078652986975213,0,0,0,0.314611947900852
LOC105374515,NA,human-specific,NA,NA,NA,NA,NA,0.076919153594998,0,0,0,0.307676614379992
LOC105374516,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374516_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374517,NA,human-specific,NA,NA,NA,NA,NA,0.07681351043735571,0.0831894429688134,0,0.155031041867113,0.0690335569134964
LOC105374521,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374521_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374523,NA,human-specific,NA,NA,NA,NA,NA,0.114654340777282,0,0.239099724879633,0.219517638229495,0
LOC105374524,NA,human-specific,NA,NA,NA,NA,NA,0.03680359102822597,0.00912054626475488,0,0.01699696186633,0.121096855981819
LOC105374527,NA,human-specific,NA,NA,NA,NA,NA,5.768695440155925,5.42293276171721,7.2627745600827,4.63631511427412,5.75275932454967
LOC105374528,NA,human-specific,NA,NA,NA,NA,NA,1.85577400901234,2.1882373328605502,1.6329978890782,1.67916738853471,1.9226934255759
LOC105374531,NA,human-specific,NA,NA,NA,NA,NA,0.10092908199157324,0.191657445955774,0,0,0.212058882010519
LOC105374534,NA,human-specific,NA,NA,NA,NA,NA,0.13327297088035991,0.175905333875319,0.119019427808243,0.0273179566695907,0.210849165168287
LOC105374535,NA,human-specific,NA,NA,NA,NA,NA,0.8174499780537062,0.800915606179565,0.906866539362062,0.639676535399865,0.922341231273333
LOC105374536,NA,human-specific,NA,NA,NA,NA,NA,0.294095945067734,0.272612948667938,0.276679249418671,0.275187713805377,0.35190386837895
LOC105374538,NA,human-specific,NA,NA,NA,NA,NA,0.06390900214964305,0.0681030630046531,0.0863986122417813,0.0634581049900234,0.0376762283621144
LOC105374541,NA,human-specific,NA,NA,NA,NA,NA,0.173279494315917,0.192990251560474,0,0.179827383751283,0.320300341951911
LOC105374542,NA,human-specific,NA,NA,NA,NA,NA,0.13247529602169325,0,0,0.529901184086773,0
LOC105374545,NA,human-specific,NA,NA,NA,NA,NA,0.20441910937180863,0.134631297741249,0.0910929740970916,0.41816264203484,0.173789523614054
LOC105374547,NA,human-specific,NA,NA,NA,NA,NA,0.04293316549256825,0.171732661970273,0,0,0
LOC105374548,NA,human-specific,NA,NA,NA,NA,NA,0.03658975943174825,0,0,0,0.146359037726993
LOC105374549,NA,human-specific,NA,NA,NA,NA,NA,0.03621085356784475,0.144843414271379,0,0,0
LOC105374550,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374552,NA,human-specific,NA,NA,NA,NA,NA,0.04162978052484175,0,0,0,0.166519122099367
LOC105374553,NA,human-specific,NA,NA,NA,NA,NA,0.1002158163026215,0,0,0,0.400863265210486
LOC105374555,NA,human-specific,NA,NA,NA,NA,NA,1.927581335388795,1.21293698314668,2.83136710921712,1.92135499265029,1.74466625654109
LOC105374556,NA,human-specific,NA,NA,NA,NA,NA,0.0409546069610585,0,0,0,0.163818427844234
LOC105374557,NA,human-specific,NA,NA,NA,NA,NA,0.14221580035371073,0.253065830924134,0.16221509459102,0.124108167515044,0.029474108384645
LOC105374558,NA,human-specific,NA,NA,NA,NA,NA,0.032389544147678,0,0.129558176590712,0,0
LOC105374559,NA,human-specific,NA,NA,NA,NA,NA,0.21274519071650252,0.339889751064252,0.258719665561733,0.158353813738117,0.0940175325019081
LOC105374562,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374564,NA,human-specific,NA,NA,NA,NA,NA,0.052435324650142,0,0,0,0.209741298600568
LOC105374566,NA,human-specific,NA,NA,NA,NA,NA,0.17715072758724926,0,0,0,0.708602910348997
LOC105374568,NA,human-specific,NA,NA,NA,NA,NA,0.04991593344411582,0.0700524994305234,0.0284389616223957,0.0391647482584327,0.0620075244651115
LOC105374570,NA,human-specific,NA,NA,NA,NA,NA,0.15616877941505442,0.15239977031519,0.0773364843240547,0.142005369486186,0.252933493534787
LOC105374571,NA,human-specific,NA,NA,NA,NA,NA,0.5575899486385738,0.134980535867685,0.82196345109399,0.377322633026768,0.896093174565852
LOC105374573,NA,human-specific,NA,NA,NA,NA,NA,0.01176660258856652,0,0,0,0.0470664103542661
LOC105374576,NA,human-specific,NA,NA,NA,NA,NA,0.03790454743471209,0,0,0.0449256042102754,0.106692585528573
LOC105374577,NA,human-specific,NA,NA,NA,NA,NA,0.16495428671357376,0.244640322411814,0.198631506282233,0,0.216545318160248
LOC105374581,NA,human-specific,NA,NA,NA,NA,NA,0.244986900273953,0.144141264756213,0.195055038717595,0.268620267833461,0.372131029788543
LOC105374584,NA,human-specific,NA,NA,NA,NA,NA,3.83090619593985,3.18647247616444,4.83091598601653,3.60538386582617,3.70085245575226
LOC105374588,NA,human-specific,NA,NA,NA,NA,NA,0.318147083981788,0.392531798789196,0.697176920564869,0.182879616573087,0
LOC105374589,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374590,NA,human-specific,NA,NA,NA,NA,NA,0.02109919858308952,0,0,0.0843967943323581,0
LOC105374591,NA,human-specific,NA,NA,NA,NA,NA,0.06648870385978582,0,0,0.0582939084387613,0.207660907000382
LOC105374592,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374593,NA,human-specific,NA,NA,NA,NA,NA,0.0313072248318955,0,0,0,0.125228899327582
LOC105374594,NA,human-specific,NA,NA,NA,NA,NA,0.040009237151523,0,0.060728649398061,0,0.099308299208031
LOC105374595,NA,human-specific,NA,NA,NA,NA,NA,0.182196159702076,0,0,0,0.728784638808304
LOC105374597,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374598,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374600,NA,human-specific,NA,NA,NA,NA,NA,0.13618920512325475,0,0,0,0.544756820493019
LOC105374602,NA,human-specific,NA,NA,NA,NA,NA,0.0492085354409025,0,0,0,0.19683414176361
LOC105374606,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374606_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374607,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374607_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374608,NA,human-specific,NA,NA,NA,NA,NA,0.10798472194168038,0,0.0717420977860945,0.16466618557969,0.195530604400937
LOC105374608_1,NA,human-specific,NA,NA,NA,NA,NA,0.19554486728048975,0.303853994610177,0.102795429163579,0.188753122506821,0.186776922841382
LOC105374610,NA,human-specific,NA,NA,NA,NA,NA,0.8032090308164198,0.959995246417315,0.908259332490114,0.606453512744712,0.738128031613538
LOC105374614,NA,human-specific,NA,NA,NA,NA,NA,0.05698124386799749,0.070940690629847,0,0,0.156984284842143
LOC105374615,NA,human-specific,NA,NA,NA,NA,NA,1.6267909079941152,0.789605410880011,1.7630430017016,1.27530087702826,2.67921434236659
LOC105374618,NA,human-specific,NA,NA,NA,NA,NA,1.20238073050551,1.39931510494727,1.04036978085231,1.09161632294048,1.27822171328198
LOC105374620,NA,human-specific,NA,NA,NA,NA,NA,0.08362234780806975,0,0,0,0.334489391232279
LOC105374621,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374625,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374625_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374626,NA,human-specific,NA,NA,NA,NA,NA,0.04738724767056768,0.0503300656046357,0,0,0.139218925077635
LOC105374629,NA,human-specific,NA,NA,NA,NA,NA,0.037890086519155,0,0,0,0.15156034607662
LOC105374630,NA,human-specific,NA,NA,NA,NA,NA,0.06418504622726424,0,0,0,0.256740184909057
LOC105374634,NA,human-specific,NA,NA,NA,NA,NA,0.07930301166095875,0,0,0,0.317212046643835
LOC105374636,NA,human-specific,NA,NA,NA,NA,NA,0.1293527798626055,0.115633325726651,0.273835601577424,0,0.127942192146347
LOC105374639,NA,human-specific,NA,NA,NA,NA,NA,0.00938692904631051,0.00618112124691437,0.0313665949383277,0,0
LOC105374639_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374641,NA,human-specific,NA,NA,NA,NA,NA,0.03902849417090765,0,0.0490866984852226,0,0.107027278198408
LOC105374642,NA,human-specific,NA,NA,NA,NA,NA,0.0313683257171483,0,0.0600297263231473,0,0.0654435765454459
LOC105374643,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374645,NA,human-specific,NA,NA,NA,NA,NA,0.10573734888127824,0,0,0,0.422949395525113
LOC105374646,NA,human-specific,NA,NA,NA,NA,NA,0.1081114658617095,0.0909375422060012,0.0542905697587138,0.10965726893515,0.177560482546973
LOC105374647,NA,human-specific,NA,NA,NA,NA,NA,0.06522116846882575,0,0,0,0.260884673875303
LOC105374649,NA,human-specific,NA,NA,NA,NA,NA,0.15394380249420325,0.191657445955774,0,0,0.424117764021039
LOC105374651,NA,human-specific,NA,NA,NA,NA,NA,0.02542008000255727,0,0.0721741129809627,0,0.0295062070292664
LOC105374653,NA,human-specific,NA,NA,NA,NA,NA,0.409632257076528,0.384909822113677,1.07429065013533,0.179328556057105,0
LOC105374654,NA,human-specific,NA,NA,NA,NA,NA,0.2582951389226375,0,0,0,1.03318055569055
LOC105374655,NA,human-specific,NA,NA,NA,NA,NA,0.0030009896515953,0,0,0,0.0120039586063812
LOC105374656,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374657,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374657_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374659,NA,human-specific,NA,NA,NA,NA,NA,0.238896209401892,0,0,0,0.955584837607568
LOC105374660,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374661,NA,human-specific,NA,NA,NA,NA,NA,0.0533478480593535,0.137386129576218,0,0,0.076005262661196
LOC105374662,NA,human-specific,NA,NA,NA,NA,NA,0.26378244938822926,0.512029486612475,0.25983346485997,0,0.283266846080472
LOC105374664,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374666,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374669,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374672,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374673,NA,human-specific,NA,NA,NA,NA,NA,0.00837518052100317,0.0335007220840127,0,0,0
LOC105374678,NA,human-specific,NA,NA,NA,NA,NA,0.12736229991103654,0.276966049644672,0.140548640672758,0,0.0919345093267162
LOC105374681,NA,human-specific,NA,NA,NA,NA,NA,0.300927139325553,0.239076483239112,0.388228085331781,0.311878436395661,0.264525552335658
LOC105374682,NA,human-specific,NA,NA,NA,NA,NA,0.02876227357400472,0,0.0788520369283894,0.0361970573676295,0
LOC105374683,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374685,NA,human-specific,NA,NA,NA,NA,NA,0.00826542714271985,0.0330617085708794,0,0,0
LOC105374685_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374686,NA,human-specific,NA,NA,NA,NA,NA,0.04997741880716675,0,0,0,0.199909675228667
LOC105374687,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374688,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374689,NA,human-specific,NA,NA,NA,NA,NA,0.08040002872263005,0,0,0.0249798858031632,0.296620229087357
LOC105374690,NA,human-specific,NA,NA,NA,NA,NA,0.0963262496699779,0,0.0940118410908568,0.0863123424013168,0.204980815187738
LOC105374695,NA,human-specific,NA,NA,NA,NA,NA,0.02572564185248249,0,0,0,0.10290256740992999
LOC105374696,NA,human-specific,NA,NA,NA,NA,NA,0.051868456275546,0,0,0,0.207473825102184
LOC105374697,NA,human-specific,NA,NA,NA,NA,NA,0.04319930612089075,0,0.172797224483563,0,0
LOC105374699,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374699_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374701,NA,human-specific,NA,NA,NA,NA,NA,0.044321775570328,0,0,0,0.177287102281312
LOC105374702,NA,human-specific,NA,NA,NA,NA,NA,0.03795404564332075,0.151816182573283,0,0,0
LOC105374703,NA,human-specific,NA,NA,NA,NA,NA,0.01716576817705902,0,0,0,0.0686630727082361
LOC105374704,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374705,NA,human-specific,NA,NA,NA,NA,NA,0.08086246554311224,0.323449862172449,0,0,0
LOC105374706,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374707,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374709,NA,human-specific,NA,NA,NA,NA,NA,0.0819720898907895,0,0.205618146734157,0,0.122270212829001
LOC105374711,NA,human-specific,NA,NA,NA,NA,NA,2.0957243095311626,1.69031494316713,3.24665017662623,1.92902365815637,1.51690846017492
LOC105374715,NA,human-specific,NA,NA,NA,NA,NA,0.0196115553842993,0.0372410066752498,0,0,0.0412052148619474
LOC105374717,NA,human-specific,NA,NA,NA,NA,NA,0.03973360004544925,0,0,0,0.158934400181797
LOC105374719,NA,human-specific,NA,NA,NA,NA,NA,0.04877084834041175,0,0,0,0.195083393361647
LOC105374721,NA,human-specific,NA,NA,NA,NA,NA,0.141807848438069,0,0,0,0.567231393752276
LOC105374724,NA,human-specific,NA,NA,NA,NA,NA,0.42530437734577625,0.366121347947179,0.464478027553112,0.398008453131138,0.472609680751676
LOC105374730,NA,human-specific,NA,NA,NA,NA,NA,0.0414499542590755,0,0,0,0.165799817036302
LOC105374732,NA,human-specific,NA,NA,NA,NA,NA,1.705160770108385,2.09266807579553,2.04219457590057,1.34995707686143,1.33582335187601
LOC105374735,NA,human-specific,NA,NA,NA,NA,NA,1.3954441146973418,0.446972053632007,1.46172598449141,1.80477439791329,1.86830402275266
LOC105374736,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374737,NA,human-specific,NA,NA,NA,NA,NA,0.04804708825207075,0.192188353008283,0,0,0
LOC105374739,NA,human-specific,NA,NA,NA,NA,NA,0.11409153517687226,0.127069588710605,0,0.11840282867873,0.210893723318154
LOC105374740,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
LOC105374745,NA,human-specific,NA,NA,NA,NA,NA,0.16719049945765752,0.160520559175164,0.152732706912845,0.0280448027439461,0.327463928998675
LOC105374746,NA,human-specific,NA,NA,NA,NA,NA,0.15198843238367468,0.139699789455591,0.244898867026173,0.0828364655336087,0.140518607519326
LOC105374748,NA,human-specific,NA,NA,NA,NA,NA,0.2960450075121003,0.215418038612523,0.296713796975823,0.229400556961051,0.442647637499004
LOC105374754,NA,human-specific,NA,NA,NA,NA,NA,0.4871014669322627,0.572641143911302,0.489416986808353,0.252750434460155,0.633597302549241
LOC105374759,NA,human-specific,NA,NA,NA,NA,NA,0.3760990950701978,0,0,0.687744089984961,0.81665229029583
LOC105374760,NA,human-specific,NA,NA,NA,NA,NA,0.09430628413735626,0,0,0,0.377225136549425
LOC105374761,NA,human-specific,NA,NA,NA,NA,NA,0.3719310721276847,0.358321474169091,0.318207929528317,0.166941108995704,0.644253775817627
LOC105374764,NA,human-specific,NA,NA,NA,NA,NA,0.9673763785709888,0.901748660648949,1.35893209132554,0.611087304846818,0.997737457462648
LOC105374768,NA,human-specific,NA,NA,NA,NA,NA,0.039299649464748,0,0,0,0.157198597858992
LOC105374769,NA,human-specific,NA,NA,NA,NA,NA,0.2539495307252625,0,0,0,1.01579812290105
LOC105374773,NA,human-specific,NA,NA,NA,NA,NA,1.926697013387465,2.09134336681765,2.0704510711699,1.53624796355587,2.00874565200644
LOC105374775,NA,human-specific,NA,NA,NA,NA,NA,0.6748001236890533,0.417951779734882,0.978890671599422,0.605138312355627,0.697219731066282
LOC105374776,NA,human-specific,NA,NA,NA,NA,NA,0.0301233047221215,0.120493218888486,0,0,0
LOC105374777,NA,human-specific,NA,NA,NA,NA,NA,0.18001633286259872,0.0886645309086139,0.269961159017451,0.165234362833447,0.196205278690883
LOC105374780,NA,human-specific,NA,NA,NA,NA,NA,0.38683568372697,0.226880299005855,0.506581791201811,0.211405966182427,0.602474678517787
LOC105374781,NA,human-specific,NA,NA,NA,NA,NA,1.20590716477717,1.42841167074098,0.828410223259433,0.760564052453957,1.80624271265431
LOC105374785,NA,human-specific,NA,NA,NA,NA,NA,2.4482551406495894,2.97449069393313,3.09432971924879,0.762194414838638,2.9620057345778
LOC105374786,NA,human-specific,NA,NA,NA,NA,NA,0.06841559800868376,0.0831751957615914,0.0361782166348956,0.0885739948053931,0.0657349848328549
