Geneid,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Annotation,Tissue specificity,Subcellular location [CC],Gene Ontology (GO),Function [CC],Catalytic activity,DNA binding,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology IDs,.secreted_match_cols,secreted,Reference,Function
Hsp90ab1,P11499,reviewed,HS90B_MOUSE,Heat shock protein HSP 90-beta (Heat shock 84 kDa) (HSP 84) (HSP84) (Tumor-specific transplantation 84 kDa antigen) (TSTA),Hsp90ab1 Hsp84 Hsp84-1 Hspc3 Hspcb,Mus musculus (Mouse),724,5,NA,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27496612, ECO:0000269|PubMed:27686098}. Melanosome {ECO:0000250|UniProtKB:P08238}. Nucleus {ECO:0000250|UniProtKB:P08238}. Secreted {ECO:0000250|UniProtKB:P08238}. Cell membrane {ECO:0000250|UniProtKB:P08238}. Dynein axonemal particle {ECO:0000250|UniProtKB:Q6AZV1}. Note=Translocates with BIRC2 from the nucleus to the cytoplasm during differentiation. Secreted when associated with TGFB1 processed form (LAP). {ECO:0000250|UniProtKB:P08238}.",aryl hydrocarbon receptor complex [GO:0034751]; axonal growth cone [GO:0044295]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic growth cone [GO:0044294]; dynein axonemal particle [GO:0120293]; extracellular region [GO:0005576]; HSP90-CDC37 chaperone complex [GO:1990565]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein folding chaperone complex [GO:0101031]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein binding [GO:0043008]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; DNA polymerase binding [GO:0070182]; double-stranded RNA binding [GO:0003725]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; histone methyltransferase binding [GO:1990226]; kinase binding [GO:0019900]; nitric-oxide synthase regulator activity [GO:0030235]; peptide binding [GO:0042277]; protein dimerization activity [GO:0046983]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein phosphatase activator activity [GO:0072542]; receptor ligand inhibitor activity [GO:0141069]; tau protein binding [GO:0048156]; TPR domain binding [GO:0030911]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; cellular response to heat [GO:0034605]; cellular response to interleukin-4 [GO:0071353]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone-mediated protein folding [GO:0061077]; negative regulation of apoptotic process [GO:0043066]; negative regulation of proteasomal protein catabolic process [GO:1901799]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; placenta development [GO:0001890]; positive regulation of cell differentiation [GO:0045597]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein localization to cell surface [GO:2000010]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein folding [GO:0006457]; regulation of cell cycle [GO:0051726]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; supramolecular fiber organization [GO:0097435]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]; virion attachment to host cell [GO:0019062],"FUNCTION: Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved for instance in cell cycle control and signal transduction. Undergoes a functional cycle linked to its ATPase activity. This cycle probably induces conformational changes in the client proteins, thereby causing their activation. Interacts dynamically with various co-chaperones that modulate its substrate recognition, ATPase cycle and chaperone function. Engages with a range of client protein classes via its interaction with various co-chaperone proteins or complexes, that act as adapters, simultaneously able to interact with the specific client and the central chaperone itself. Recruitment of ATP and co-chaperone followed by client protein forms a functional chaperone. After the completion of the chaperoning process, properly folded client protein and co-chaperone leave HSP90 in an ADP-bound partially open conformation and finally, ADP is released from HSP90 which acquires an open conformation for the next cycle. Apart from its chaperone activity, it also plays a role in the regulation of the transcription machinery. HSP90 and its co-chaperones modulate transcription at least at three different levels. They first alter the steady-state levels of certain transcription factors in response to various physiological cues. Second, they modulate the activity of certain epigenetic modifiers, such as histone deacetylases or DNA methyl transferases, and thereby respond to the change in the environment. Third, they participate in the eviction of histones from the promoter region of certain genes and thereby turn on gene expression. Antagonizes STUB1-mediated inhibition of TGF-beta signaling via inhibition of STUB1-mediated SMAD3 ubiquitination and degradation. Promotes cell differentiation by chaperoning BIRC2 and thereby protecting from auto-ubiquitination and degradation by the proteasomal machinery. Main chaperone involved in the phosphorylation/activation of the STAT1 by chaperoning both JAK2 and PRKCE under heat shock and in turn, activates its own transcription. Involved in the translocation into ERGIC (endoplasmic reticulum-Golgi intermediate compartment) of leaderless cargos (lacking the secretion signal sequence) such as the interleukin 1/IL-1; the translocation process is mediated by the cargo receptor TMED10. {ECO:0000250|UniProtKB:P08238}.",NA,NA,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein binding [GO:0043008]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; DNA polymerase binding [GO:0070182]; double-stranded RNA binding [GO:0003725]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; histone methyltransferase binding [GO:1990226]; kinase binding [GO:0019900]; nitric-oxide synthase regulator activity [GO:0030235]; peptide binding [GO:0042277]; protein dimerization activity [GO:0046983]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein phosphatase activator activity [GO:0072542]; receptor ligand inhibitor activity [GO:0141069]; tau protein binding [GO:0048156]; TPR domain binding [GO:0030911]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082],cellular response to heat [GO:0034605]; cellular response to interleukin-4 [GO:0071353]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone-mediated protein folding [GO:0061077]; negative regulation of apoptotic process [GO:0043066]; negative regulation of proteasomal protein catabolic process [GO:1901799]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; placenta development [GO:0001890]; positive regulation of cell differentiation [GO:0045597]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein localization to cell surface [GO:2000010]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein folding [GO:0006457]; regulation of cell cycle [GO:0051726]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; supramolecular fiber organization [GO:0097435]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]; virion attachment to host cell [GO:0019062],aryl hydrocarbon receptor complex [GO:0034751]; axonal growth cone [GO:0044295]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic growth cone [GO:0044294]; dynein axonemal particle [GO:0120293]; extracellular region [GO:0005576]; HSP90-CDC37 chaperone complex [GO:1990565]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein folding chaperone complex [GO:0101031]; protein-containing complex [GO:0032991],GO:0001890; GO:0003725; GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006457; GO:0007004; GO:0008180; GO:0016887; GO:0019062; GO:0019900; GO:0019901; GO:0030235; GO:0030511; GO:0030911; GO:0031072; GO:0031396; GO:0031625; GO:0032435; GO:0032880; GO:0032991; GO:0034605; GO:0034751; GO:0042277; GO:0042470; GO:0042803; GO:0042826; GO:0043008; GO:0043025; GO:0043066; GO:0044183; GO:0044294; GO:0044295; GO:0045429; GO:0045597; GO:0046983; GO:0048156; GO:0048471; GO:0051082; GO:0051131; GO:0051726; GO:0061077; GO:0070182; GO:0071353; GO:0072542; GO:0097435; GO:0097718; GO:0101031; GO:0120293; GO:0140662; GO:0141069; GO:1901799; GO:1905323; GO:1990226; GO:1990565; GO:2000010,Subcellular location [CC],yes,https://doi.org/10.1186/s12986-018-0242-6,saliva_homeostasis
Pigr,O70570 | D3YVM4 | D3Z2D3,reviewed | unreviewed,PIGR_MOUSE | D3YVM4_MOUSE | D3Z2D3_MOUSE,Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) [Cleaved into: Secretory component] | Polymeric immunoglobulin receptor,Pigr,Mus musculus (Mouse),771 | 200 | 211,4.0 | 2.0,NA,SUBCELLULAR LOCATION: [Polymeric immunoglobulin receptor]: Cell membrane {ECO:0000250|UniProtKB:P01833}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Secretory component]: Secreted {ECO:0000250|UniProtKB:P01833}. | SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004251}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00004251}. Secreted {ECO:0000256|ARBA:ARBA00004613}.,plasma membrane [GO:0005886]; receptor complex [GO:0043235]; secretory IgA immunoglobulin complex [GO:0071751]; polymeric immunoglobulin binding [GO:0001790]; polymeric immunoglobulin receptor activity [GO:0001792]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; epidermal growth factor receptor signaling pathway [GO:0007173]; immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor [GO:0002415]; receptor clustering [GO:0043113] | extracellular region [GO:0005576]; plasma membrane [GO:0005886],"FUNCTION: [Polymeric immunoglobulin receptor]: Mediates selective transcytosis of polymeric IgA and IgM across mucosal epithelial cells. Binds polymeric IgA and IgM at the basolateral surface of epithelial cells. The complex is then transported across the cell to be secreted at the apical surface. During this process, a cleavage occurs that separates the extracellular (known as the secretory component) from the transmembrane segment. {ECO:0000250|UniProtKB:P01833}.; FUNCTION: [Secretory component]: Through its N-linked glycans ensures anchoring of secretory IgA (sIgA) molecules to mucus lining the epithelial surface to neutralize extracellular pathogens. On its own (free form) may act as a non-specific microbial scavenger to prevent pathogen interaction with epithelial cells. {ECO:0000250|UniProtKB:P01833}. | FUNCTION: Mediates selective transcytosis of polymeric IgA and IgM across mucosal epithelial cells. Binds polymeric IgA and IgM at the basolateral surface of epithelial cells. The complex is then transported across the cell to be secreted at the apical surface. During this process, a cleavage occurs that separates the extracellular (known as the secretory component) from the transmembrane segment. {ECO:0000256|ARBA:ARBA00049599}.; FUNCTION: Through its N-linked glycans ensures anchoring of secretory IgA (sIgA) molecules to mucus lining the epithelial surface to neutralize extracellular pathogens. On its own (free form) may act as a non-specific microbial scavenger to prevent pathogen interaction with epithelial cells. {ECO:0000256|ARBA:ARBA00049604}.",NA,NA,polymeric immunoglobulin binding [GO:0001790]; polymeric immunoglobulin receptor activity [GO:0001792],detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; epidermal growth factor receptor signaling pathway [GO:0007173]; immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor [GO:0002415]; receptor clustering [GO:0043113],plasma membrane [GO:0005886]; receptor complex [GO:0043235]; secretory IgA immunoglobulin complex [GO:0071751] | extracellular region [GO:0005576]; plasma membrane [GO:0005886],GO:0001580; GO:0001790; GO:0001792; GO:0002415; GO:0005886; GO:0007173; GO:0043113; GO:0043235; GO:0071751 | GO:0005576; GO:0005886,Subcellular location [CC] | Function [CC],yes,https://doi.org/10.3892/etm.2018.6792,immunity
B2m,P01887,reviewed,B2MG_MOUSE,Beta-2-microglobulin,B2m,Mus musculus (Mouse),119,5,NA,SUBCELLULAR LOCATION: Secreted.,"cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; HFE-transferrin receptor complex [GO:1990712]; MHC class I peptide loading complex [GO:0042824]; MHC class I protein complex [GO:0042612]; phagocytic vesicle membrane [GO:0030670]; protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]; amyloid fibril formation [GO:1990000]; antigen processing and presentation of endogenous peptide antigen via MHC class I [GO:0019885]; antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent [GO:0002481]; cellular defense response [GO:0006968]; cellular response to iron(III) ion [GO:0071283]; cellular response to nicotine [GO:0071316]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; learning or memory [GO:0007611]; multicellular organismal-level iron ion homeostasis [GO:0060586]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of forebrain neuron differentiation [GO:2000978]; negative regulation of neurogenesis [GO:0050768]; negative regulation of neuron projection development [GO:0010977]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cellular senescence [GO:2000774]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein homotetramerization [GO:0051289]; protein refolding [GO:0042026]; regulation of erythrocyte differentiation [GO:0045646]; regulation of iron ion transport [GO:0034756]; response to molecule of bacterial origin [GO:0002237]; sensory perception of smell [GO:0007608]; T cell differentiation in thymus [GO:0033077]; T cell mediated cytotoxicity [GO:0001913]",FUNCTION: Component of the class I major histocompatibility complex (MHC). Involved in the presentation of peptide antigens to the immune system.,NA,NA,protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198],"amyloid fibril formation [GO:1990000]; antigen processing and presentation of endogenous peptide antigen via MHC class I [GO:0019885]; antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent [GO:0002481]; cellular defense response [GO:0006968]; cellular response to iron(III) ion [GO:0071283]; cellular response to nicotine [GO:0071316]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; learning or memory [GO:0007611]; multicellular organismal-level iron ion homeostasis [GO:0060586]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of forebrain neuron differentiation [GO:2000978]; negative regulation of neurogenesis [GO:0050768]; negative regulation of neuron projection development [GO:0010977]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cellular senescence [GO:2000774]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein homotetramerization [GO:0051289]; protein refolding [GO:0042026]; regulation of erythrocyte differentiation [GO:0045646]; regulation of iron ion transport [GO:0034756]; response to molecule of bacterial origin [GO:0002237]; sensory perception of smell [GO:0007608]; T cell differentiation in thymus [GO:0033077]; T cell mediated cytotoxicity [GO:0001913]",cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; HFE-transferrin receptor complex [GO:1990712]; MHC class I peptide loading complex [GO:0042824]; MHC class I protein complex [GO:0042612]; phagocytic vesicle membrane [GO:0030670],GO:0001913; GO:0001916; GO:0002237; GO:0002481; GO:0002502; GO:0002726; GO:0005198; GO:0005615; GO:0005794; GO:0005829; GO:0006826; GO:0006879; GO:0006968; GO:0007608; GO:0007611; GO:0009897; GO:0010977; GO:0019885; GO:0030670; GO:0033077; GO:0034756; GO:0042026; GO:0042612; GO:0042803; GO:0042824; GO:0045646; GO:0048260; GO:0050680; GO:0050768; GO:0051289; GO:0060586; GO:0071283; GO:0071316; GO:1990000; GO:1990712; GO:2000774; GO:2000978,Subcellular location [CC],yes,https://doi.org/10.1158/2326-6066.CIR-23-0139,immunity
Klk1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Ppia,P17742 | A0A1L1SST0,reviewed | unreviewed,PPIA_MOUSE | A0A1L1SST0_MOUSE,"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) (SP18) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed] | Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)",Ppia,Mus musculus (Mouse),164 | 156,5.0 | 2.0,"TISSUE SPECIFICITY: Expressed in the kidney thick ascending limb (at protein level) (PubMed:25967121). Expressed in neurons and motor neurons (at protein level) (PubMed:25678563). Expressed in platelets (PubMed:24429998). {ECO:0000269|PubMed:24429998, ECO:0000269|PubMed:25678563, ECO:0000269|PubMed:25967121}.","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P62937}. Secreted {ECO:0000250|UniProtKB:P62937}. Nucleus {ECO:0000250|UniProtKB:P62937}. Note=Secretion occurs in response to oxidative stress in vascular smooth muscle through a vesicular secretory pathway that involves actin remodeling and myosin II activation, and mediates ERK1/2 activation. {ECO:0000250|UniProtKB:P62937}. | SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}. Secreted {ECO:0000256|ARBA:ARBA00004613}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; activation of protein kinase B activity [GO:0032148]; apoptotic process [GO:0006915]; cell adhesion molecule production [GO:0060352]; cellular response to oxidative stress [GO:0034599]; endothelial cell activation [GO:0042118]; leukocyte chemotaxis [GO:0030595]; lipid droplet organization [GO:0034389]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein K48-linked ubiquitination [GO:0061944]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress-activated MAPK cascade [GO:0032873]; negative regulation of viral life cycle [GO:1903901]; neuron differentiation [GO:0030182]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein secretion [GO:0050714]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of viral genome replication [GO:0045069] | cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; apoptotic process [GO:0006915]; protein folding [GO:0006457],"FUNCTION: Catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (PubMed:24429998). Exerts a strong chemotactic effect on leukocytes partly through activation of one of its membrane receptors BSG/CD147, initiating a signaling cascade that culminates in MAPK/ERK activation (By similarity). Activates endothelial cells (ECs) in a pro-inflammatory manner by stimulating activation of NF-kappa-B and ERK, JNK and p38 MAP-kinases and by inducing expression of adhesion molecules including SELE and VCAM1 (By similarity). Induces apoptosis in ECs by promoting the FOXO1-dependent expression of CCL2 and BCL2L11 which are involved in EC chemotaxis and apoptosis (By similarity). In response to oxidative stress, initiates proapoptotic and antiapoptotic signaling in ECs via activation of NF-kappa-B and AKT1 and up-regulation of antiapoptotic protein BCL2 (By similarity). Negatively regulates MAP3K5/ASK1 kinase activity, autophosphorylation and oxidative stress-induced apoptosis mediated by MAP3K5/ASK1 (By similarity). Necessary for the assembly of TARDBP in heterogeneous nuclear ribonucleoprotein (hnRNP) complexes and regulates TARDBP binding to RNA UG repeats and TARDBP-dependent expression of HDAC6, ATG7 and VCP which are involved in clearance of protein aggregates (PubMed:25678563). Plays an important role in platelet activation and aggregation (PubMed:24429998). Regulates calcium mobilization and integrin ITGA2B:ITGB3 bidirectional signaling via increased ROS production as well as by facilitating the interaction between integrin and the cell cytoskeleton (PubMed:24429998). Binds heparan sulfate glycosaminoglycans (By similarity). {ECO:0000250|UniProtKB:P62937, ECO:0000269|PubMed:24429998, ECO:0000269|PubMed:25678563}. | FUNCTION: PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. {ECO:0000256|RuleBase:RU363019}.","CATALYTIC ACTIVITY: Reaction=[protein]-peptidylproline (omega=180) = [protein]-peptidylproline (omega=0); Xref=Rhea:RHEA:16237, Rhea:RHEA-COMP:10747, Rhea:RHEA-COMP:10748, ChEBI:CHEBI:83833, ChEBI:CHEBI:83834; EC=5.2.1.8; Evidence={ECO:0000269|PubMed:24429998, ECO:0000305|PubMed:25678563}; | CATALYTIC ACTIVITY: Reaction=[protein]-peptidylproline (omega=180) = [protein]-peptidylproline (omega=0); Xref=Rhea:RHEA:16237, Rhea:RHEA-COMP:10747, Rhea:RHEA-COMP:10748, ChEBI:CHEBI:83833, ChEBI:CHEBI:83834; EC=5.2.1.8; Evidence={ECO:0000256|ARBA:ARBA00000971, ECO:0000256|RuleBase:RU363019};",NA,heparan sulfate binding [GO:1904399]; integrin binding [GO:0005178]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755] | peptidyl-prolyl cis-trans isomerase activity [GO:0003755],activation of protein kinase B activity [GO:0032148]; apoptotic process [GO:0006915]; cell adhesion molecule production [GO:0060352]; cellular response to oxidative stress [GO:0034599]; endothelial cell activation [GO:0042118]; leukocyte chemotaxis [GO:0030595]; lipid droplet organization [GO:0034389]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein K48-linked ubiquitination [GO:0061944]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of stress-activated MAPK cascade [GO:0032873]; negative regulation of viral life cycle [GO:1903901]; neuron differentiation [GO:0030182]; neutrophil chemotaxis [GO:0030593]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein secretion [GO:0050714]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of viral genome replication [GO:0045069] | apoptotic process [GO:0006915]; protein folding [GO:0006457],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; protein-containing complex [GO:0032991] | cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634],GO:0000413; GO:0001933; GO:0001934; GO:0003755; GO:0005178; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0006469; GO:0006915; GO:0030168; GO:0030182; GO:0030593; GO:0030595; GO:0032148; GO:0032873; GO:0032991; GO:0034389; GO:0034599; GO:0042118; GO:0043209; GO:0043410; GO:0045069; GO:0045070; GO:0050714; GO:0051092; GO:0060352; GO:0061944; GO:0070527; GO:1902176; GO:1903901; GO:1904399; GO:2001233 | GO:0003755; GO:0005576; GO:0005634; GO:0005737; GO:0006457; GO:0006915,Subcellular location [CC],yes,https://doi.org/10.1002/gcc.22312,immunity
Klk10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b7-ps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk1b9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
Klk6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,doi: 10.1021/bi00395a026 / https://doi.org/10.3389/fimmu.2021.729040,immunity
