gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-LIV-Mal,Mous-1B-LIV-Mal,Mous-2A-LIV-Mal,Mous-2B-LIV-Mal,Mous-3A-LIV-Mal,Mous-3B-LIV-Mal,Mous-4A-LIV-Fem,Mous-4B-LIV-Fem,Mous-5A-LIV-Fem,Mous-5B-LIV-Fem,Mous-6A-LIV-Fem,Mous-6B-LIV-Fem
ENSMUSG00000046876,Atxn1,ATXN1,one-to-one,No_annotation,NA,NA,2.23020525,1.1185265942983065,5.139156,1.566184,1.205259,1.491071,1.792572,1.556038,3.564936,1.841749,1.5565829999999998,2.664178,2.331966,2.052771
ENSMUSG00000046879,Irgm1,IRGM,one-to-many (human-to-mouse),No_annotation,NA,NA,27.27806025,5.99882927536861,24.120939,24.346247,19.447891,23.689234,28.173843,22.898556000000003,30.086799,30.375498,18.703971,33.256785,35.946006000000004,36.290954
ENSMUSG00000046881,Or1ab2,NA,mouse-specific,No_annotation,NA,NA,0.00235716666666666,0.00349682676497455,0,0.006344,0,0.006766,0.007586,0,0,0,0,0,0,0.00759
ENSMUSG00000046886,Zfp474,ZNF474,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046897,Zfp740,ZNF740,one-to-one,No_annotation,NA,NA,10.139974916666668,2.3198418623712835,10.285778,7.724885,9.21279,8.181678,8.959304000000001,10.19136,10.925345,9.491028000000002,16.108778,7.586995999999999,11.093839,11.917917999999998
ENSMUSG00000046899,Prl7a2,NA,mouse-specific,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046908,Ltb4r1,LTB4R,one-to-one,No_annotation,NA,NA,0.600186,0.29260087312738675,0.757191,0.407712,0.374152,0.56872,0.516048,0.226792,0.754448,0.758415,1.363472,0.434687,0.590634,0.449961
ENSMUSG00000046909,Tefm,TEFM,one-to-one,No_annotation,NA,NA,8.840527833333333,1.2932223590800993,7.005548,9.508074,7.946089,7.206301,9.063435,7.639619,10.108645,10.325862,8.493559,7.96904,10.417033,10.403129
ENSMUSG00000046913,Or5b99,OR5B2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046916,Myct1,MYCT1,one-to-one,No_annotation,NA,NA,1.028336666666667,0.4377800445301132,0.750358,0.367193,1.103088,1.170123,1.314078,1.106372,0.878335,1.680627,0.294657,0.732559,1.555356,1.387294
ENSMUSG00000046922,Gpr6,GPR6,one-to-one,No_annotation,NA,NA,0.00251775,0.00872174184151308,0,0,0,0,0,0,0,0,0,0.030213,0,0
ENSMUSG00000046924,Vmn1r179,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046932,Vmn1r193,NA,mouse-specific,No_annotation,NA,NA,0.00103466666666666,0.00358419047112919,0,0,0,0,0,0,0,0.012416,0,0,0,0
ENSMUSG00000046934,Csl,CS,one-to-many (human-to-mouse),No_annotation,NA,NA,0.18161466666666667,0.10599298786097584,0.191764,0.104596,0.103601,0.136896,0.335742,0.226833,0.027759,0.343965,0.197517,0.318388,0.101817,0.090498
ENSMUSG00000046942,Mageb16,MAGEB16,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046947,Adck2,ADCK2,one-to-one,No_annotation,NA,NA,3.88877325,0.3727033431479509,3.3085009999999997,3.610559999999999,3.985884,3.696833,4.251274,4.039787,3.4432929999999997,4.65177,4.132614,3.921328,3.637974,3.985461
ENSMUSG00000046949,Nqo2,NQO2,one-to-one,No_annotation,NA,NA,48.169193416666666,14.13503270215397,35.01123799999999,52.313349,23.166833,48.368283000000005,39.944367,56.327467,56.21614,65.949235,28.476423,48.044107999999994,55.363878,68.849
ENSMUSG00000046952,Gm5815,NA,NA,NA,NA,NA,0.01482383333333333,0.02203966357948709,0.037451,0,0.046322,0.048328,0,0,0,0,0,0,0.045785,0
ENSMUSG00000046957,Spz1,SPZ1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046958,4930432E11Rik,NA,mouse-specific,No_annotation,NA,NA,0.00244083333333333,0.00515067573383837,0,0,0,0.016708,0,0,0,0,0,0,0.007873,0.004709
ENSMUSG00000046959,Slc26a1,SLC26A1,one-to-one,No_annotation,NA,NA,70.070344,16.930562619438003,66.44968999999999,60.122026000000005,44.755497,58.824132000000006,72.424497,74.978243,81.218193,76.852137,43.132891,70.020436,95.928686,96.1377
ENSMUSG00000046961,Gpr156,GPR156,one-to-one,No_annotation,NA,NA,0.00283333333333333,0.00517627982124988,0,0,0.009966,0,0,0.010807,0,0.013227,0,0,0,0
ENSMUSG00000046962,Zbtb21,ZBTB21,one-to-one,No_annotation,NA,NA,3.4396075833333333,0.9387207443497928,3.944631,2.395912,4.117044999999999,2.035898,3.212658,2.0912889999999997,4.865952,3.225068,3.914489,3.640926,4.706327,3.125096
ENSMUSG00000046971,Pla2g4f,PLA2G4F,one-to-one,No_annotation,NA,NA,0.03042733333333333,0.01959357292274147,0.028708,0.01753,0.034477,0.018449,0.060191,0.037468,0.036724,0.045021,0,0,0.027098,0.059462
ENSMUSG00000046974,Timd6,HAVCR1,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046975,Or5ap2,OR5AP2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046982,Tshz1,TSHZ1,one-to-one,No_annotation,NA,NA,4.31923,1.5199793767133216,3.912188,4.4675,3.136842,3.470414,3.974735,3.881729,4.760864,3.021815,8.793809,3.459398,4.70913,4.242336
ENSMUSG00000046985,Tapt1,TAPT1,one-to-one,No_annotation,NA,NA,19.305823833333335,3.7531582989712158,17.82676,13.430113,16.733767,14.972984,21.077845999999997,16.012244000000003,21.91556,24.236847000000004,24.680967,18.021155,23.452098,19.309545
ENSMUSG00000046991,Wdr27,WDR27,one-to-one,No_annotation,NA,NA,1.4043719166666666,0.8297092117747649,2.738691,1.754463,2.011545,0.683681,0.317236,1.045572,2.924764,1.6968010000000002,0.773458,0.712375,1.159843,1.034034
ENSMUSG00000046994,Mars2,MARS2,one-to-one,No_annotation,NA,NA,0.406331,0.1361712872711825,0.369926,0.353175,0.436873,0.207123,0.612618,0.323123,0.313742,0.380325,0.246975,0.550165,0.6362,0.445727
ENSMUSG00000046997,Spsb4,SPSB4,one-to-one,No_annotation,NA,NA,10.168525666666667,6.431713898620298,18.487509000000003,4.873108,15.386371,5.025673,17.372167,3.552639,17.398703,3.704984000000001,15.065705,3.384931,13.418817,4.351700999999999
ENSMUSG00000046999,1110032F04Rik,C3orf80,one-to-one,No_annotation,NA,NA,0.006152,0.01163711653601214,0,0.018278,0.033563,0,0,0,0,0,0.021983,0,0,0
ENSMUSG00000047002,Msgn1,MSGN1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047003,Zfp41,ZFP41,one-to-one,No_annotation,NA,NA,0.5979005833333333,0.24036114981549908,0.983259,0.421567,0.33570999999999995,0.504593,0.355507,0.434538,0.872789,0.6487839999999999,0.479616,0.4890560000000001,1.032251,0.617137
ENSMUSG00000047013,Fbxo41,FBXO41,one-to-one,No_annotation,NA,NA,0.00166241666666666,0.00575878026003192,0,0,0,0,0,0,0,0,0,0.019949,0,0
ENSMUSG00000047014,Catsperb,CATSPERB,one-to-one,No_annotation,NA,NA,0.00185691666666666,0.00643254802417621,0,0,0,0,0.022283,0,0,0,0,0,0,0
ENSMUSG00000047021,Cfap65,CFAP65,one-to-one,No_annotation,NA,NA,0.00220691666666666,0.00520541660996824,0.011534,0,0,0,0,0,0.014949,0,0,0,0,0
ENSMUSG00000047022,Mipol1,MIPOL1,one-to-one,No_annotation,NA,NA,1.2961781666666667,0.3675379750716759,0.975283,1.512345,1.95369,1.635627,0.946812,1.499105,1.200397,1.021103,0.7164710000000001,1.474685,1.015771,1.6028490000000002
ENSMUSG00000047025,Ccer1,CCER1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047026,Acsm4,ACSM4,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047030,Spata2,SPATA2,one-to-one,No_annotation,NA,NA,3.376125833333333,0.7897258237609296,3.40477,3.0865359999999997,4.516360000000001,2.565368,3.848546,2.779752,3.764147,2.685459,2.501885,2.565116,4.62379,4.171780999999999
ENSMUSG00000047031,Vmn1r68,VN1R2 | VN1R3,many-to-many,No_annotation,NA,NA,6.011666666666666e-4,0.00208250242096698,0.007214,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047033,Pcdhb15,PCDHB7,one-to-one,No_annotation,NA,NA,0.01585375,0.02518940015571124,0.013613,0,0,0,0,0.018122,0,0.045768,0,0,0.033657,0.079085
ENSMUSG00000047034,Ankrd33,ANKRD33,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047036,Zfp445,ZNF445,one-to-one,No_annotation,NA,NA,15.435066583333333,5.598668652402031,15.174883,9.14327,22.372206,11.203866,28.908938,18.476785,13.984073,14.274027,12.155042,9.638969,15.065002000000002,14.823738
ENSMUSG00000047037,Nipa1,NIPA1,one-to-one,No_annotation,NA,NA,0.9230075833333332,0.38577303153124975,1.300748,0.369057,0.880305,1.023559,1.054106,0.69637,1.501169,0.802608,0.429691,0.483183,1.472425,1.06287
ENSMUSG00000047039,Or5w8,OR5W2,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047040,Prr15l,PRR15L,one-to-one,No_annotation,NA,NA,0.8941819166666667,0.22343661151674168,0.793357,0.686322,1.328351,0.578421,0.581096,1.033008,1.077649,1.045223,0.92059,0.973315,0.96598,0.746871
ENSMUSG00000047044,D030056L22Rik,C9orf40,one-to-one,No_annotation,NA,NA,3.2870815,0.7759442472983247,3.192393,3.608679,2.282428,4.635811,2.6802859999999997,3.2537149999999997,3.325807,3.363561,2.4252550000000004,2.310002,4.204681,4.16236
ENSMUSG00000047045,Tmem164,TMEM164,one-to-one,No_annotation,NA,NA,3.63783,1.1208892227509697,3.330406,2.343547,3.749616,2.489795,4.016182,1.980212,5.782192,4.142824,3.010138,4.083612,5.178917,3.546519
ENSMUSG00000047048,Or10aa3,NA,mouse-specific,No_annotation,NA,NA,0.00122383333333333,0.00423948302665942,0,0,0.014686,0,0,0,0,0,0,0,0,0
ENSMUSG00000047050,Or8b50,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047053,Teddm1a,TEDDM1,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047067,Dusp28,DUSP28,one-to-one,No_annotation,NA,NA,7.235036333333333,1.4797637022161425,7.932509,5.837606,7.264467,6.331798,5.333566,6.733593,6.383776,7.83466,10.967173,8.497113,6.672487,7.031688
ENSMUSG00000047079,Ube2dnl2,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047084,Ngrn,NGRN,one-to-one,yes,NA,NA,18.059230333333332,5.510139011919611,21.598517,12.781728,23.812823,13.962896,22.225061,12.261727,24.649043,13.868227,17.668962,13.724909,27.312633,12.844238
ENSMUSG00000047085,Lrrc4b,LRRC4B,one-to-one,No_annotation,NA,NA,0.014705,0.02536076236307504,0,0,0.060027,0,0,0,0,0,0.037721,0.067157,0.011555,0
ENSMUSG00000047090,Tmem198b,TMEM198B,one-to-one,No_annotation,NA,NA,3.2738221666666667,1.7405125754311486,2.685226,3.0177530000000004,2.516855,2.228659,2.4029610000000003,2.2541599999999997,3.080602,2.6359120000000003,8.536182,2.753774,2.937059,4.236723
ENSMUSG00000047094,Ofcc1,OFCC1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047098,Rnf31,RNF31,one-to-one,No_annotation,NA,NA,5.05964425,1.5360974945699322,3.18858,4.252639,4.129461,5.109780000000001,5.103159000000001,3.901472,4.594047,5.232267,8.798043,3.870793,6.988096999999999,5.5473930000000005
ENSMUSG00000047102,Tas2r139,TAS2R39,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047104,Pbp2,PEBP1,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047108,Dnajb7,DNAJB7,one-to-one,No_annotation,NA,NA,0.23116175,0.2071226345750156,0.20585,0.2164,0.085641,0.090456,0.205856,0.095909,0.186532,0.060758,0.841722,0.247367,0.222718,0.314732
ENSMUSG00000047109,Cldn14,CLDN14,one-to-one,No_annotation,NA,NA,11.196413166666666,5.02578295392297,12.472853,7.611592999999999,10.727074,5.7202020000000005,18.141388,5.7802109999999995,13.164271,7.643101,21.016717999999997,8.680131,15.931194,7.468222
ENSMUSG00000047115,Fam221a,FAM221A,one-to-one,No_annotation,NA,NA,0.4324275833333333,0.22068104834372013,0.36913,0.228374,0.261438,0.598761,0.442179,0.571962,0.353578,0.529323,0.660628,0.867059,0.178176,0.128523
ENSMUSG00000047117,Ankdd1b,ANKDD1B,one-to-one,No_annotation,NA,NA,0.00346458333333333,0.01200166872077934,0,0,0,0,0,0,0,0,0.041575,0,0,0
ENSMUSG00000047123,Ticam1,TICAM1,one-to-one,No_annotation,NA,NA,5.966737416666667,1.5169378420374298,3.880894,5.628854,9.364098,4.933526,7.078416,4.591654,7.626301,5.813293,5.467321,5.11006,6.870211,5.236221
ENSMUSG00000047126,Cltc,CLTC,one-to-one,No_annotation,NA,NA,26.083051,6.16003271748838,18.953786,20.959781,23.929712,29.011283999999996,28.481647,27.301902,29.351058,27.468411000000003,12.680952,29.119852,29.239882,36.498345
ENSMUSG00000047129,1700113H08Rik,C12orf42,one-to-one,No_annotation,NA,NA,0.02724475,0.04338607888194092,0,0,0.082831,0.125226,0,0,0.060929,0,0.057951,0,0,0
ENSMUSG00000047139,Cd24a,CD24,one-to-one,manual_annotation,https://doi.org/10.1186/s12929-025-01165-3,immunity,17.51400191666667,3.403015932554412,19.506175,14.930846,21.490346,14.51082,22.738596,15.274381,15.621544,19.182641,14.524827,15.124773,22.879739,14.383335
ENSMUSG00000047141,Zfp654,ZNF654,one-to-one,No_annotation,NA,NA,2.4330651666666667,0.4828817538386942,2.0886750000000003,1.950657,3.3188959999999996,2.337617,2.314496,2.05812,2.619756,2.738078,1.619173,2.7080710000000003,2.38053,3.062713
ENSMUSG00000047143,Dmrta2,DMRTA2,one-to-one,No_annotation,NA,NA,0.03008883333333333,0.04813552025995948,0.049911,0.045825,0.029173,0,0.020471,0,0.012101,0,0.172574,0,0.009136,0.021875
ENSMUSG00000047146,Tet1,TET1,one-to-one,No_annotation,NA,NA,0.01216358333333333,0.00885867332010974,0.011368,0.010639,0.003626,0.01901,0.008418,0.015654,0.026431,0,0.009561,0.008197,0.028821,0.004238
ENSMUSG00000047149,Or5j3,OR5J2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047150,Cimip3,NA,mouse-specific,No_annotation,NA,NA,7.151785916666666,2.503385984783208,6.341928,9.500654,2.640993,8.575787,4.3236810000000006,8.228584,5.6782699999999995,10.994736,6.530123,9.707389,4.796373,8.502913
ENSMUSG00000047153,Khnyn,KHNYN,one-to-one,No_annotation,NA,NA,8.400596666666667,2.469337014540886,7.139981000000001,6.424213,5.885731000000001,8.525169,6.344468,9.057207,6.855583,12.568984,8.591266000000001,7.273463,8.308919,13.832176
ENSMUSG00000047155,Cyp4x1,CYP4X1,one-to-one,No_annotation,NA,NA,0.001263,0.00437516033991898,0,0,0,0,0,0,0,0,0,0,0,0.015156
ENSMUSG00000047161,Chst9,CHST9,one-to-one,No_annotation,NA,NA,0.33028766666666665,0.11298766594016384,0.386696,0.280309,0.48289,0.125903,0.32143299999999997,0.422406,0.365901,0.312103,0.182034,0.216266,0.473338,0.394173
ENSMUSG00000047168,Gm6684,NA,NA,NA,NA,NA,0.12674608333333334,0.19841822491232017,0.091314,0.679409,0,0,0.269687,0,0,0,0,0.124408,0.224345,0.13179
ENSMUSG00000047171,Helt,HELT,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047180,Neurl3,NEURL3,one-to-one,No_annotation,NA,NA,2.4848350833333335,0.841575642521429,1.760342,1.841652,1.778075,1.800863,2.659894,2.081504,2.137528,3.692402,4.152322,1.865247,2.595917,3.452275
ENSMUSG00000047181,Samd14,SAMD14,one-to-one,No_annotation,NA,NA,0.30614016666666666,0.1128182251361844,0.232864,0.125813,0.180915,0.260073,0.525074,0.420994,0.34105,0.212746,0.362578,0.340823,0.275566,0.395186
ENSMUSG00000047182,Irs3,IRS3P,one-to-one,No_annotation,NA,NA,0.10556191666666666,0.06372661794295198,0.135207,0,0.088364,0.038373,0.199907,0.169399,0.152995,0.179189,0.111496,0.097029,0.0348,0.059984
ENSMUSG00000047187,Rab2a,RAB2A,one-to-one,No_annotation,NA,NA,56.31236141666667,5.81909461145925,51.492323,51.90145,56.59559,57.18933,64.007007,57.535628,56.830535,60.117463,41.860013,56.159969,60.812302,61.246727
ENSMUSG00000047193,Dync2h1,DYNC2H1,one-to-one,No_annotation,NA,NA,0.19163016666666668,0.05025591054128194,0.164416,0.133647,0.219584,0.163272,0.271311,0.18478,0.21282,0.147848,0.262535,0.123317,0.247392,0.16864
ENSMUSG00000047197,Gjd3,GJD3,one-to-one,No_annotation,NA,NA,0.0081425,0.01902072387256499,0.049763,0,0.047947,0,0,0,0,0,0,0,0,0
ENSMUSG00000047203,Vmn1r54,VN1R17P,one-to-many (human-to-mouse),No_annotation,NA,NA,0.01865375,0.05289182664496386,0,0,0.0186,0.184902,0,0.020343,0,0,0,0,0,0
ENSMUSG00000047205,Dusp18,DUSP18,one-to-one,No_annotation,NA,NA,0.03204558333333333,0.01748404269071103,0.015934,0.022539,0.079535,0.041208,0.013215,0.036841,0.041796,0.026022,0.032881,0.025558,0.022493,0.026525
ENSMUSG00000047207,Or10q12,OR10Q1,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047213,Ythdf3,YTHDF3,one-to-one,No_annotation,NA,NA,15.768076916666669,3.0423326193482905,14.781276,13.391069,16.069003000000002,12.019495,19.180658,14.387129000000002,18.612854,16.953545,11.519711,12.920406,20.419496,18.962281
ENSMUSG00000047215,Rpl9,RPL9,one-to-many (human-to-mouse),No_annotation,NA,NA,389.841618,53.03806366909312,377.23955199999995,382.8956749999999,407.52244599999995,435.375953,418.911924,397.54217099999994,407.337906,388.3959880000001,256.809362,459.093283,418.816807,328.15834900000004
ENSMUSG00000047216,Cdh19,CDH19,one-to-one,No_annotation,NA,NA,0.03097091666666666,0.03882802265341672,0,0.062163,0.016136,0.033405,0.135565,0.035111,0.016622,0.023523,0,0,0.049126,0
ENSMUSG00000047220,Iho1,IHO1,one-to-one,No_annotation,NA,NA,0.004279,0.0077410699871177,0,0,0.017063,0,0,0,0,0,0.017082,0,0.017203,0
ENSMUSG00000047221,Fam185a,FAM185A,one-to-one,No_annotation,NA,NA,3.008987416666667,0.6223783650293676,2.425372,2.81621,2.981122,2.430666,3.382196,3.18537,3.964822,2.948253,1.703514,3.095467,3.786513,3.388344
ENSMUSG00000047222,Rnase2a,RNASE2 | RNASE3,many-to-many,No_annotation,NA,NA,0.14344625,0.49691238631045415,0,0,1.721355,0,0,0,0,0,0,0,0,0
ENSMUSG00000047225,Or56a4,OR56A4 | OR56A5,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047227,Gm527,DORIP1,one-to-one,No_annotation,NA,NA,0.9800626666666666,0.5859111114317184,0.340708,0.431061,0.8617459999999999,1.544118,1.900416,1.6505169999999998,0.774073,0.370624,0.8172269999999999,1.429512,0.210478,1.430272
ENSMUSG00000047228,A2ml1,NA,mouse-specific,yes,https://doi.org/10.1038/s41467-022-30758-x,immunity,174.07165483333333,35.38093067344337,214.189581,171.775638,238.501835,110.780872,162.233681,182.1796,182.225666,190.58259699999996,158.92200700000004,154.09731000000002,197.167419,126.203652
ENSMUSG00000047230,Cldn2,CLDN2,one-to-one,No_annotation,NA,NA,40.88267125,12.14065753786771,42.251913,28.599169999999997,29.601815,27.104327,43.768455,34.026452,59.858512,42.868544,27.304605,41.763437,61.476114,51.968711000000006
ENSMUSG00000047237,Fbxw21,FBXW12,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047238,Mageh1,MAGEH1,one-to-one,No_annotation,NA,NA,3.638403,0.932710996579034,3.400865,2.883431,4.301417,3.420723,3.418788,2.910327,4.780071,3.485948,3.362417,2.145985,5.687009,3.863855
ENSMUSG00000047242,Taf9b,TAF9B,one-to-one,No_annotation,NA,NA,0.3195820833333333,0.16876752847224133,0.185867,0.328367,0.289536,0.174764,0.508646,0.235122,0.323613,0.335583,0.21767,0.162796,0.311521,0.7615
ENSMUSG00000047246,H2bc6,H2BC10 | H2BC13 | H2BC14 | H2BC15 | H2BC27P | H2BC3 | H2BC4 | H2BC5 | H2BC6 | H2BC7 | H2BC8 | H2BC9,many-to-many,No_annotation,NA,NA,0.45692625,0.203250702034402,0.562111,0.21948,0.241924,0.285008,0.6368339999999999,0.287119,0.587663,0.49294,0.734726,0.23035,0.776723,0.428237
ENSMUSG00000047248,C2cd3,C2CD3,one-to-one,No_annotation,NA,NA,2.600514583333333,0.7133913895673333,3.1519630000000003,2.81138,2.662985,2.147988,2.555696,1.7045390000000002,2.574238,2.151955,3.480346,1.224212,3.670777,3.070096
ENSMUSG00000047250,Ptgs1,PTGS1,one-to-one,No_annotation,NA,NA,4.242861083333334,1.6644582988573169,2.014838,2.923832,4.79729,4.184745,4.061476,4.825340000000001,2.4766280000000003,6.937253,2.362762,3.645324,6.330309,6.3545359999999995
ENSMUSG00000047253,Krtap1-5,KRTAP1-1 | KRTAP1-3 | KRTAP1-4 | KRTAP1-5,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047257,Prss45,PRSS45P,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047259,Mc4r,MC4R,one-to-one,No_annotation,NA,NA,0.01049716666666666,0.01100382739061387,0,0.019065,0,0.020235,0.022449,0,0.020163,0,0,0.021579,0,0.022475
ENSMUSG00000047260,Emc6,EMC6,one-to-one,No_annotation,NA,NA,68.61748958333334,6.134480705971238,73.05331600000001,64.130182,68.549534,65.817819,70.287523,67.01325999999999,76.074025,59.591114,61.144153,73.926141,79.596614,64.22619399999999
ENSMUSG00000047261,Gap43,GAP43,one-to-one,No_annotation,NA,NA,0.04608141666666666,0.07611763369639048,0.252475,0,0.032263,0.035,0,0.03539,0,0,0,0,0.064423,0.133426
ENSMUSG00000047264,Zfp358,ZNF358,one-to-one,No_annotation,NA,NA,4.384348083333333,0.6919149497025638,4.573899,5.117869,4.8871720000000005,4.197235,3.418225,3.634268,4.775668,5.170799,3.073874,4.468103999999999,5.017562,4.277502
ENSMUSG00000047281,Sfn,SFN,one-to-one,yes,NA,NA,0.6004393333333333,0.22729105282608,0.882618,0.400687,0.474987,0.689526,0.25982,0.550335,0.481092,1.020107,0.692059,0.368899,0.556199,0.828943
ENSMUSG00000047284,Neurl4,NEURL4,one-to-one,No_annotation,NA,NA,6.544578416666667,1.985424166555278,5.434972999999999,7.367329,3.854709,5.981787,7.178821,3.413384999999999,8.067734,8.034057,6.401089000000001,4.4498,8.504061,9.847196
ENSMUSG00000047286,Or10k2,OR10K2,one-to-one,No_annotation,NA,NA,0.00124633333333333,0.00431742531300002,0,0,0,0,0,0,0,0,0,0,0,0.014956
ENSMUSG00000047293,Gpr15,GPR15,one-to-one,No_annotation,NA,NA,0.013122,0.02455848182678163,0,0,0,0,0,0,0,0.046973,0,0,0.069209,0.041282
ENSMUSG00000047295,Smgc,NA,mouse-specific,yes,https://doi.org/10.1016/j.archoralbio.2020.104967,saliva_homeostasis,41.01815033333333,15.76642489327897,61.850283000000005,40.107997000000005,59.535601,18.836987,63.768525999999994,33.46432299999999,50.210114,27.774651,38.63267,30.238220999999996,48.162758999999994,19.635672000000003
ENSMUSG00000047298,Kcnv2,KCNV2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047307,Pcdhb13,PCDHB6,one-to-one,No_annotation,NA,NA,0.01084041666666666,0.01546903156431839,0,0,0.013921,0.04409,0.032082,0,0,0,0.026149,0,0.013843,0
ENSMUSG00000047330,Kcne4,KCNE4,one-to-one,No_annotation,NA,NA,0.0926985,0.05971763664187414,0.025671,0.032098,0.057248,0.041056,0.158235,0.021249,0.207212,0.088681,0.123271,0.086962,0.133932,0.136767
ENSMUSG00000047342,Zfp286,ZNF286A | ZNF286B,one-to-many (mouse-to-human),No_annotation,NA,NA,0.0289435,0.06571193618361887,0.223272,0,0,0,0,0,0,0,0.063865,0,0,0.060185
ENSMUSG00000047343,Mettl21c,METTL21C,one-to-one,No_annotation,NA,NA,0.07101516666666667,0.08302795459781585,0.207712,0.034163,0.10414,0,0,0,0.149295,0.099435,0.21782,0.039617,0,0
ENSMUSG00000047344,Lancl3,LANCL3,one-to-one,No_annotation,NA,NA,0.00744241666666666,0.0066444200165297,0.010182,0.012715,0,0.013361,0.013909,0,0.013205,0,0,0,0.011908,0.014029
ENSMUSG00000047347,Tdg-ps,TDG,one-to-many (human-to-mouse),No_annotation,NA,NA,0.13439208333333333,0.15272343871995211,0.195529,0,0.383746,0,0.32317,0,0.331217,0,0.159266,0,0.219777,0
ENSMUSG00000047352,Or10d5j,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047356,Lcn10,LCN10,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047361,Gm973,KIAA2012,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047363,Cstad,NA,mouse-specific,No_annotation,NA,NA,0.01669875,0.03923309793140805,0,0,0.090175,0,0.11021,0,0,0,0,0,0,0
ENSMUSG00000047368,Abhd17b,ABHD17B,one-to-one,No_annotation,NA,NA,11.88335025,2.9929627220613577,9.318516,10.213788,15.238551,8.58465,17.854247,10.378182,13.573372,11.144872,13.833076000000002,9.50616,14.299694,8.655095000000001
ENSMUSG00000047369,Dnah14,DNAH14,one-to-one,No_annotation,NA,NA,0.13094841666666668,0.07595311678859214,0.096231,0.057751,0.086922,0.08982,0.066308,0.191813,0.18548,0.149061,0.299953,0.068035,0.208543,0.071464
ENSMUSG00000047370,Gm7367,NA,mouse-specific,No_annotation,NA,NA,0.01691975,0.05861173330272702,0,0,0.203037,0,0,0,0,0,0,0,0,0
ENSMUSG00000047371,Zfp768,ZNF768,one-to-one,No_annotation,NA,NA,7.355543083333333,1.6742500819606838,6.824506,6.612606,8.782631,6.126828,7.217083000000001,5.691993,8.923383999999999,6.254487999999999,5.755122999999999,6.5621279999999995,11.380174,8.135573
