gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-PAR-Mal-L,Mous-1B-PAR-Mal-L,Mous-2A-PAR-Mal-L,Mous-2B-PAR-Mal-L,Mous-3A-PAR-Mal-L,Mous-3B-PAR-Mal-L,Mous-4A-PAR-Fem-L,Mous-4B-PAR-Fem-L,Mous-5A-PAR-Fem-L,Mous-5B-PAR-Fem-L,Mous-6A-PAR-Fem-L,Mous-6B-PAR-Fem-L
ENSMUSG00000062480,Acat3,ACAT2,one-to-many (human-to-mouse),No_annotation,NA,NA,1.100622,0.4028447693640815,1.590934,1.430621,0.945993,0.742141,0.404143,1.635352,0.941156,0.870548,1.625481,1.124869,1.184157,0.712069
ENSMUSG00000062483,Vmn1r171,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062488,Ifit3b,IFIT3,one-to-many (human-to-mouse),No_annotation,NA,NA,0.9889161666666668,0.8342111474000543,0.745244,1.688276,0.948182,0.401348,0.574878,3.258763,0.236482,0.339049,0.758059,1.449424,0.894592,0.572697
ENSMUSG00000062497,Or9s15,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062510,Nsl1,NSL1,one-to-one,No_annotation,NA,NA,0.2850814166666667,0.5286180210135341,0.240033,0.35262000000000004,0.083551,0.051391,0.197167,0.059356,0.046321,0.05976,1.926921,0.094022,0.295465,0.01437
ENSMUSG00000062511,4930512M02Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062515,Fabp4,FABP4,one-to-one,No_annotation,NA,NA,747.59690225,1279.8917158748354,185.394269,419.690419,43.242779,134.021189,48.845858,1803.946925,155.170554,78.625571,1607.039359,4313.924461,89.258134,92.003309
ENSMUSG00000062518,Zfp534,ZNF160 | ZNF268 | ZNF347 | ZNF616 | ZNF665,many-to-many,No_annotation,NA,NA,0.11842991666666666,0.18104448399192255,0.23303,0.029829,0,0,0.344785,0,0.019684,0,0.537121,0,0.25671,0
ENSMUSG00000062519,Zfp398,ZNF398,one-to-one,No_annotation,NA,NA,1.3848925833333334,0.6769764545433493,2.023683,1.56765,1.016904,0.682132,1.314369,1.085401,0.686965,0.90092,2.9159750000000004,1.715357,1.945981,0.763374
ENSMUSG00000062524,Ncr1,NCR1,one-to-one,No_annotation,NA,NA,1.200754833333333,1.4510633579690846,2.658095,1.084556,0.713929,0.166037,1.97438,0.470272,0.349838,0.118983,5.0627770000000005,0.411762,1.268973,0.129456
ENSMUSG00000062526,Mppe1,MPPE1,one-to-one,No_annotation,NA,NA,4.738275583333333,4.380155320810968,7.811539000000001,7.028936000000001,2.3318700000000003,1.53825,3.3637530000000004,4.836868,1.492143,1.53052,16.646797000000003,3.152534,5.854823,1.271274
ENSMUSG00000062527,Or10j27,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062528,Tas2r109,TAS2R14,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062542,Syt9,SYT9,one-to-one,No_annotation,NA,NA,0.01997091666666666,0.0149475404085472,0.014993,0.024975,0,0.031892,0.010234,0.042078,0.026167,0.036639,0,0.019685,0.032988,0
ENSMUSG00000062543,Gsdmcl1,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062545,Tlr12,TLR12P,one-to-one,No_annotation,NA,NA,0.8507739166666667,0.914486909326502,1.453686,1.609881,0.94683,0.176804,0.465652,0.772979,0.110483,0.128157,3.21366,0.12299,1.014418,0.193747
ENSMUSG00000062546,V1ra8,VN1R17P,one-to-many (human-to-mouse),No_annotation,NA,NA,0.0024735,0.00579371702795364,0,0.015877,0,0,0,0,0.013805,0,0,0,0,0
ENSMUSG00000062551,Prl2c1,NA,mouse-specific,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062553,Or2d3c,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062554,Gm12751,NA,NA,NA,NA,NA,0.32759116666666666,1.1348090895548613,0,0,0,0,0,3.931094,0,0,0,0,0,0
ENSMUSG00000062556,Scgb1b2,NA,mouse-specific,yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding,3128.6548258333332,7875.287315516347,289.331071,72.50051,9.177259,25983.077232,0.123994,0.76512,1.390258,11156.761859,1.265159,26.946126,2.129478,0.389844
ENSMUSG00000062563,Cys1,CYS1,one-to-one,No_annotation,NA,NA,0.5230630833333333,0.26986376878797,0.770773,0.526071,0.52156,0.279401,0.437013,0.418882,0.154272,0.239886,0.9006919999999999,1.029229,0.651105,0.34787300000000004
ENSMUSG00000062564,Tex28,TEX28 | TEX28P1 | TEX28P2,one-to-many (mouse-to-human),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062580,Timm17a,TIMM17A,one-to-one,No_annotation,NA,NA,17.056818833333335,12.15810034268662,16.633316,15.27456,8.8147,7.921612999999999,9.302979,30.209370000000003,9.125737,8.697655,42.619403,35.857554,11.118077,9.106862
ENSMUSG00000062582,Rpl30-ps8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062585,Cnr2,CNR2,one-to-one,No_annotation,NA,NA,2.76390125,4.155873353305134,8.131158,3.371939,0.73764,0.176791,2.1008440000000004,1.334357,0.031313,0.009082,13.606744,0.033601,3.497821,0.135525
ENSMUSG00000062588,Gm6104,NA,NA,NA,NA,NA,0.00885225,0.03066509352260319,0,0.106227,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062590,Armc9,ARMC9,one-to-one,No_annotation,NA,NA,0.9476195833333332,0.4221284416601741,1.399589,1.036846,0.671803,0.557552,0.681858,1.142925,0.571189,0.6049960000000001,1.908656,1.132453,1.120918,0.5426500000000001
ENSMUSG00000062591,Tubb4a,TUBB4A,one-to-one,No_annotation,NA,NA,0.5609915,0.44084270293433975,1.213453,0.618287,0.221528,0.12043,0.268776,0.709197,0.174333,0.218921,0.822396,1.394078,0.840028,0.130471
ENSMUSG00000062593,Gm49339,NA,NA,NA,NA,NA,1.7095290833333334,1.3181652836842757,3.707103,2.248678,0.912367,0.673913,2.854542,2.004488,0.5957279999999999,0.256139,4.274859,1.408894,0.731628,0.84601
ENSMUSG00000062598,Vmn1r178,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062604,Srpk2,SRPK2,one-to-one,No_annotation,NA,NA,5.065442916666666,1.96441848702656,6.689813999999999,6.032285,3.127672,3.2243579999999996,4.324281,4.594014999999999,3.072728,3.239543,9.494321,6.679999000000001,5.994844,4.311454999999999
ENSMUSG00000062608,Or5k3,OR5K1 | OR5K2 | OR5K3,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062609,Kcnj15,KCNJ15,one-to-one,No_annotation,NA,NA,0.9925064166666666,0.33018154338387246,1.417881,0.928049,1.344828,0.809477,1.2488899999999998,0.462133,1.143633,1.155774,0.371208,0.790559,1.14392,1.0937249999999998
ENSMUSG00000062611,Rps3a2,NA,NA,NA,NA,NA,154.08830225,213.2339580922196,539.594087,1.887242,161.104544,0.671237,181.518844,3.202356,134.686422,1.325315,609.467225,1.427315,213.070017,1.105023
ENSMUSG00000062619,Pex39,NA,NA,NA,NA,NA,17.061881166666666,3.1057528510930643,14.868149,20.523651,15.273191,14.165046,13.645136,18.499321,15.58702,17.804055,22.521747,20.522189,18.456791,12.876278
ENSMUSG00000062621,Or8b47,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062624,Cyp2c67,NA,mouse-specific,No_annotation,NA,NA,0.9410589166666666,0.8391642799049819,3.413864,1.29801,1.031884,0.566664,0.718162,0.879425,0.903175,0.557621,0.921678,0.398218,0.446546,0.15746
ENSMUSG00000062627,Mysm1,MYSM1,one-to-one,No_annotation,NA,NA,3.122381416666667,1.62629520691671,5.066015999999999,3.406774,2.9587130000000004,1.6954650000000002,2.983549,2.331849,1.6871509999999998,1.353768,6.746933,3.150323,4.491289999999999,1.596746
ENSMUSG00000062629,Or14j3,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062638,Btnl1,NA,mouse-specific,No_annotation,NA,NA,0.06975308333333333,0.08351708711118867,0.092463,0.053351,0,0.099819,0.032108,0.131734,0.101264,0,0.28939899999999996,0.036899,0,0
ENSMUSG00000062646,Ganc,GANC,one-to-one,No_annotation,NA,NA,3.651323083333333,2.126458664661099,5.950685999999999,3.3029029999999997,2.615625,1.2303889999999995,2.503724,3.533017,2.44376,1.280606,8.017315,5.504242,5.517468,1.916142
ENSMUSG00000062647,Rpl7a,RPL7A,one-to-one,No_annotation,NA,NA,549.9792826666667,208.43689744741368,646.3423690000001,591.2227459999999,483.298996,381.3560910000001,526.4164760000001,535.310174,494.038292,416.02760300000006,1145.6312310000003,432.12515,600.395957,347.586307
ENSMUSG00000062649,Or8g20,OR8G1,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062651,H2al2a,H2AL3,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062661,Ncs1,NCS1,one-to-one,No_annotation,NA,NA,0.14182441666666668,0.08935059184059807,0.220862,0.151497,0.05813,0.021703,0.158113,0.131567,0.109949,0.056889,0.206312,0.356043,0.114898,0.11593
ENSMUSG00000062683,Atp5mc2,ATP5MC2,one-to-one,No_annotation,NA,NA,161.17603591666668,60.16196639837958,182.302835,182.973751,144.927678,110.519265,133.042171,184.612434,124.959288,118.915439,324.010318,173.284498,163.785227,90.779527
ENSMUSG00000062687,Cks1brt,NA,mouse-specific,No_annotation,NA,NA,0.00408975,0.00755231129131401,0,0,0,0.016004,0.012995,0,0,0,0,0,0.020078,0
ENSMUSG00000062691,Cebpzos,CEBPZOS,one-to-one,No_annotation,NA,NA,6.573819833333333,1.5157716162721058,7.047060999999999,8.021898,5.482445,4.811685000000001,6.2195469999999995,8.122746000000001,5.389190999999999,6.10846,8.315468,9.121204,5.747419,4.498714
ENSMUSG00000062694,Cav3,CAV3,one-to-one,No_annotation,NA,NA,0.30660608333333333,0.465785471423069,1.554328,0.033943,0.353212,0.0262,0,0.033857,0,0.216453,0,0.855642,0.237429,0.368209
ENSMUSG00000062705,Tpbpb,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062712,Or2j6,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062713,Sim2,SIM2,one-to-one,No_annotation,NA,NA,0.0084745,0.00986799701975118,0,0.012586,0.006407,0.004656,0.003427,0.029216,0,0.015835,0,0,0.02369,0.005877
ENSMUSG00000062727,H2bc12,H2BC12,one-to-one,No_annotation,NA,NA,0.68310975,0.7910797474368497,1.422173,0,2.050525,0,1.124134,0,0.458437,0,2.022445,0.37892,0.740683,0
ENSMUSG00000062729,Ppox,PPOX,one-to-one,No_annotation,NA,NA,8.392530083333334,4.104412464366755,9.885715,10.764834,5.560921,3.4845439999999996,6.937444,8.00132,5.092107,5.268633,16.230447,15.33889,9.223814,4.921691999999999
ENSMUSG00000062732,Lypd4,LYPD4,one-to-one,No_annotation,NA,NA,0.00304416666666666,0.01054530266674851,0,0,0,0,0,0,0,0,0.03653,0,0,0
ENSMUSG00000062737,Prl3d2,NA,mouse-specific,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062742,Gm5239,NA,NA,NA,NA,NA,0.01408883333333333,0.04880515030540663,0,0,0,0,0,0,0,0,0,0,0.169066,0
ENSMUSG00000062743,Zfp677,ZNF300 | ZNF486 | ZNF506 | ZNF679 | ZNF722 | ZNF735,many-to-many,No_annotation,NA,NA,1.2941598333333333,1.079532322921857,2.79284,1.498659,0.462838,0.578489,1.120493,0.859025,0.292899,0.493222,3.67629,1.267565,2.188335,0.299263
ENSMUSG00000062751,Prss1,PRSS1 | PRSS2 | PRSS3 | PRSS3P2,many-to-many,No_annotation,NA,NA,0.05378733333333333,0.07309853792386042,0.099874,0.184328,0,0,0,0,0.064355,0,0,0,0.122668,0.174223
ENSMUSG00000062753,Smim29,SMIM29,one-to-one,No_annotation,NA,NA,19.99802475,10.180544691973912,29.652412000000002,30.102425,16.02166,11.599281,15.149776,22.238493,11.358507,12.308454,44.662597,16.967975,18.684756,11.229961
ENSMUSG00000062757,Or4c11,OR4C11,one-to-many (human-to-mouse),No_annotation,NA,NA,0.002203,0.00763141585814847,0,0,0,0,0,0,0,0,0,0.026436,0,0
ENSMUSG00000062758,Gm16477,NA,NA,NA,NA,NA,0.12960308333333334,0.08889738962366395,0.160943,0,0.258203,0,0.143704,0.253648,0.105032,0.10951,0.115748,0.068384,0.247537,0.092528
ENSMUSG00000062760,Shisal1,SHISAL1,one-to-one,No_annotation,NA,NA,0.04611433333333333,0.05684572294510393,0.066714,0.050263,0.017897,0.008964,0.0386,0,0.013739,0.005625,0.2074,0.06569,0.067227,0.011253
ENSMUSG00000062761,Zfp512,ZNF512,one-to-one,No_annotation,NA,NA,4.708987916666667,2.8184075438456193,6.261266,7.24207,3.717763,2.010566,4.108662999999999,3.6210150000000008,2.118293,2.89791,11.922941999999995,4.151588,5.9508280000000005,2.504951
ENSMUSG00000062762,Ei24,EI24,one-to-one,No_annotation,NA,NA,25.090677083333333,5.327066585466996,31.097021,24.336239,26.396508999999998,18.117278,24.894763,22.693269,23.58675,20.419095999999996,34.995343,30.784475,26.58542,17.181962
ENSMUSG00000062773,Tex101,TEX101,one-to-one,yes,NA,NA,0.01335925,0.03389380359868694,0.111208,0,0,0,0,0,0,0,0.049103,0,0,0
ENSMUSG00000062778,Chia1,CHIA,one-to-many (human-to-mouse),yes,https://doi.org/10.1186/s12953-015-0068-3,immunity,26452.155951499997,11609.592768731196,38736.67406799999,20919.340526,47117.803123,14665.747725,40143.584177,21312.403874,38156.357419,22583.322119,15431.910183,13482.810271,27305.889660999997,17570.028272
ENSMUSG00000062782,Or12j2,NA,mouse-specific,No_annotation,NA,NA,0.0060395,0.01441811262077857,0.043243,0,0,0,0.029231,0,0,0,0,0,0,0
ENSMUSG00000062783,Csprs,NA,mouse-specific,No_annotation,NA,NA,2.9384034166666666,1.0600150166188005,4.447131,3.113401,5.25587,2.258923,3.367152,3.005457,1.91626,2.604325,1.948878,2.028175,3.332422,1.982847
ENSMUSG00000062785,Kcnc3,KCNC3,one-to-one,No_annotation,NA,NA,1.09690175,0.39032953753070215,1.2737790000000002,0.949485,1.4650450000000002,0.6562520000000001,1.047179,0.90807,0.6559459999999999,1.354354,0.585331,1.780831,0.910076,1.576473
ENSMUSG00000062793,Or9m2,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062794,Zfp599,NA,mouse-specific,No_annotation,NA,NA,0.2587993333333333,0.17584044271510016,0.329145,0.2384,0.112819,0.066023,0.319515,0.20384,0.202926,0.163991,0.738305,0.18285,0.377122,0.170656
ENSMUSG00000062797,Hikeshi,HIKESHI,one-to-one,No_annotation,NA,NA,10.761966333333334,5.117269532368913,14.159081,10.565203,9.096756,6.247455999999999,8.254347000000001,11.074026,8.086967999999999,6.0619060000000005,24.372598,12.084228,13.302107,5.83892
ENSMUSG00000062814,Ssxa1,SSX1 | SSX2 | SSX2B | SSX3 | SSX4 | SSX4B | SSX5 | SSX6P | SSX7 | SSX8P | SSX9P,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062818,Vmn1r51,VN1R17P,one-to-many (human-to-mouse),No_annotation,NA,NA,0.00709508333333333,0.00954266188762418,0.013364,0,0,0,0.018296,0,0.011386,0,0,0,0.027244,0.014851
ENSMUSG00000062822,4833420G17Rik,C5orf34,one-to-one,No_annotation,NA,NA,8.470478,5.444077010820726,12.989655,10.456703,6.496388,4.330026,6.183927000000001,6.118321999999999,4.499191,3.8216860000000006,22.804621,10.098818,10.050392,3.796007
ENSMUSG00000062825,Actg1,ACTG1,one-to-one,No_annotation,NA,NA,251.51276666666664,156.89676838377892,366.651703,286.58225699999997,166.64742100000004,117.381536,217.728135,212.267763,132.44798999999998,124.385337,679.043991,289.294093,286.63411799999994,139.08885600000002
ENSMUSG00000062826,Ces2f,CES2,one-to-many (human-to-mouse),No_annotation,NA,NA,0.0083725,0.01422604516371292,0,0.045159,0,0,0,0,0.019644,0,0.019577,0,0.01609,0
ENSMUSG00000062833,Sval3,NA,mouse-specific,No_annotation,NA,NA,0.28513166666666667,0.953417474807846,0.110626,0,0,3.310954,0,0,0,0,0,0,0,0
ENSMUSG00000062844,Or5b105,OR5B17 | OR5B3,many-to-many,No_annotation,NA,NA,0.00751283333333333,0.02602521808426076,0,0,0,0,0,0,0,0,0,0.090154,0,0
ENSMUSG00000062846,Gm14176,NA,NA,NA,NA,NA,0.03353991666666666,0.11618567949658568,0,0.402479,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062859,Tcp11,TCP11,one-to-one,No_annotation,NA,NA,0.10864483333333332,0.08650804612166361,0.049737,0.109913,0.22496699999999997,0.054533,0.047533,0.055958,0.084225,0.045033,0.111709,0.326407,0.138865,0.054858
ENSMUSG00000062861,Zfp28,ZFP28,one-to-one,No_annotation,NA,NA,0.7110150000000001,0.3865802895626776,0.904803,1.06455,0.405783,0.41755,0.787346,0.821501,0.232391,0.240828,1.28702,1.239,0.866609,0.264799
ENSMUSG00000062866,Phactr2,PHACTR2,one-to-one,No_annotation,NA,NA,1.07830075,0.5757444817881255,1.700959,1.313794,0.6200749999999999,0.567584,0.798911,0.868922,0.5974489999999999,0.5959070000000001,2.286714,1.695428,1.314963,0.578903
ENSMUSG00000062867,Impdh2,IMPDH2,one-to-many (human-to-mouse),No_annotation,NA,NA,18.176172916666665,10.610321116323597,24.793552999999996,22.349565,13.852058,9.835844000000002,15.817139999999998,15.231939999999998,11.958780999999998,11.061346999999998,48.081388,15.488616,20.36019600000001,9.283647
ENSMUSG00000062868,Or7g18,OR7G1 | OR7G2,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062873,Or7a39,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062874,Gm4978,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062878,Or14a257,OR14A2,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062892,Or5b98,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062896,Rpl31-ps11,NA,NA,NA,NA,NA,0.09181991666666668,0.14964325029546913,0.3139,0,0,0,0,0,0,0,0.429972,0,0.181774,0.176193
ENSMUSG00000062901,Klhl24,KLHL24,one-to-one,No_annotation,NA,NA,7.018877916666667,2.9783923367406993,10.895666,7.791486000000001,7.209445,3.423136,5.2325729999999995,6.230779,4.948639000000001,4.049263,12.818802000000002,10.138276,7.395184,4.093286
ENSMUSG00000062905,Vmn1r32,NA,mouse-specific,No_annotation,NA,NA,0.00335325,0.0080429356820979,0,0,0,0,0.015823,0.024416,0,0,0,0,0,0
ENSMUSG00000062906,Hdac10,HDAC10,one-to-one,No_annotation,NA,NA,7.887146,2.4570204078294062,10.896268999999998,10.638462,6.351210000000001,6.684499999999998,5.997686000000001,7.356509,5.4479809999999995,6.383008000000001,13.133212,8.521895,7.793257999999999,5.441762
ENSMUSG00000062908,Acadm,ACADM,one-to-one,No_annotation,NA,NA,45.24826458333333,48.6366146015467,26.08618,40.74550599999999,19.930455999999996,17.78782,17.467279,107.438753,18.824398,13.604390000000002,83.538123,166.323908,18.587235999999997,12.645126
ENSMUSG00000062914,Or6c207,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062929,Cfl2,CFL2,one-to-one,No_annotation,NA,NA,15.433853083333334,10.396267056629478,21.503105,14.307233,12.394023,4.628725,10.273186,17.568284000000002,8.89553,7.862176,21.024413,44.054752,13.553423,9.141387
ENSMUSG00000062931,Zfp938,NA,mouse-specific,No_annotation,NA,NA,2.3598251666666665,1.0546940818824138,2.1185780000000003,2.26157,2.525937,1.152304,2.266097,1.972117,1.885403,1.6151810000000002,5.228803,2.935085,2.925464,1.4313630000000002
ENSMUSG00000062933,Gm10123,NA,NA,NA,NA,NA,206.556217,105.33495797937212,217.13696,204.134289,136.80757,116.44723,203.352559,216.564939,147.718286,139.957115,503.784024,264.986942,216.527669,111.257021
ENSMUSG00000062937,Mtap,MTAP,one-to-one,No_annotation,NA,NA,4.138748583333333,2.0555247652788395,5.137778,5.21618,2.720939,1.714762,3.260446,4.515695,2.50395,2.614831,9.385473,5.316739999999999,4.383643,2.894546
ENSMUSG00000062939,Stat4,STAT4,one-to-one,No_annotation,NA,NA,2.3205126666666667,3.2419078194653546,3.993502,3.538039,0.697674,0.30628500000000003,2.0491479999999997,1.930341,0.127042,0.013217,11.454319000000002,0.201075,3.462944,0.072566
ENSMUSG00000062944,Zfp696,NA,NA,NA,NA,NA,0.7734033333333333,0.33704492525217233,0.856074,0.685461,0.77105,0.383827,0.73254,0.629641,0.445143,0.513325,1.570089,1.20371,0.923916,0.566064
ENSMUSG00000062949,Atp11c,ATP11C,one-to-one,No_annotation,NA,NA,2.29148975,1.297019320158418,3.939065,2.78036,2.188987,1.146355,2.142333,1.596746,1.188833,1.161732,5.279712,2.37581,2.824719,0.8732249999999999
ENSMUSG00000062952,Tas2r110,TAS2R14,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062960,Kdr,KDR,one-to-one,yes,NA,NA,3.0996039166666667,1.9514692946543664,6.045088,4.201492,2.511551,1.060819,2.666771,2.735827,1.122053,1.042814,6.85254,4.551927,2.987294,1.417071
ENSMUSG00000062961,Ccdc177,CCDC177,one-to-one,No_annotation,NA,NA,0.04131091666666667,0.01615065692701824,0.057953,0.036268,0.027177,0.052186,0.011747,0.035701,0.048716,0.061535,0.017279,0.041449,0.057055,0.048665
ENSMUSG00000062962,Gm6378,NA,NA,NA,NA,NA,0.44169875,0.27518721184053624,0.245104,0,0.714355,0.440905,0.429297,0.274081,0.555882,0.13424,0.320554,0.64507,0.528672,1.012225
ENSMUSG00000062963,Ufc1,UFC1,one-to-one,No_annotation,NA,NA,46.972868416666664,4.812158038785839,43.9375,48.857586999999995,52.752829,42.79128,43.350987999999994,51.049572999999995,44.94484,45.835819,54.573382,52.858677,41.87364,40.848306
ENSMUSG00000062980,Cped1,CPED1,one-to-one,No_annotation,NA,NA,1.082190083333333,1.2974433448730451,0.862521,0.8097650000000001,0.694992,0.386712,0.397267,1.416232,0.490389,0.386106,1.227841,5.068928,0.685876,0.559652
ENSMUSG00000062981,Mrpl42,MRPL42,one-to-one,No_annotation,NA,NA,71.68396158333333,33.668184818171135,65.072701,60.472562999999994,60.940666,40.79302,54.552687,113.43226599999998,45.870079999999994,47.551141,128.082567,135.64988,58.336414,49.453554
ENSMUSG00000062987,Or2d2b,OR2D2,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062991,Nrg1,NRG1,one-to-one,yes,NA,NA,0.27422966666666665,0.22823944115668343,0.579704,0.19255,0.229085,0.228611,0.353163,0.053764,0.20143500000000003,0.11873,0.855747,0.184519,0.200945,0.092503
ENSMUSG00000062995,Ica1,ICA1,one-to-one,No_annotation,NA,NA,12.163491333333331,2.006353341152293,9.762418,12.892682,13.350736,13.415749,14.652261,11.027310000000002,11.729746,14.298278,8.109874,12.434171,10.373845,13.914826
ENSMUSG00000062997,Rpl35,RPL35,one-to-many (human-to-mouse),No_annotation,NA,NA,207.50602025,108.46846547627722,206.506003,245.986303,153.327499,135.67121,169.246719,187.29291,168.276555,145.142292,535.507336,193.33664,211.140942,138.637834
ENSMUSG00000063001,Gm9701,NA,NA,NA,NA,NA,0.015169,0.05254695740002459,0,0,0,0,0,0,0,0.182028,0,0,0,0
ENSMUSG00000063011,Msln,MSLN,one-to-one,yes,NA,NA,0.42271375,0.2208907477115512,0.217123,0.741502,0.370938,0.360259,0.299038,0.333538,0.328464,0.487138,0.20444,0.8417149999999999,0.193372,0.6950379999999999
ENSMUSG00000063015,Ccni,CCNI,one-to-one,No_annotation,NA,NA,37.34036475,15.899363192657034,42.99841500000001,45.519788,32.967664,20.305395,31.834491999999997,32.761319,26.983531,23.295856,74.945393,54.376058,41.844776,20.25169
ENSMUSG00000063019,Manbal,MANBAL,one-to-one,No_annotation,NA,NA,15.089710083333332,6.295786483992138,19.455057,18.198133,11.635731,7.073259,12.190138,13.498865,11.54876,10.513448,29.974069,19.395102,18.447385,9.146574
ENSMUSG00000063020,Or5ac15,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063021,H2ac15,H2AC1,one-to-many (human-to-mouse),No_annotation,NA,NA,0.09106216666666668,0.13424616652853094,0.239707,0,0,0,0.106423,0.261682,0,0,0.388937,0,0.095997,0
ENSMUSG00000063047,Zfp780b,ZNF780A | ZNF780B,many-to-many,No_annotation,NA,NA,1.7326009166666667,0.6910718239745691,2.130425,1.739525,1.281233,1.092664,1.3872399999999998,1.483275,1.425749,1.2514150000000002,3.510541,1.8987000000000005,2.418993,1.171451
ENSMUSG00000063049,Ing2,ING2,one-to-one,No_annotation,NA,NA,2.8691583333333335,0.8756711714826969,4.107945,3.051101,2.055688,2.333059,2.509424,2.765927,2.30683,2.094094,4.494796,3.39259,3.622587,1.695859
ENSMUSG00000063052,Lrrc40,LRRC40,one-to-one,No_annotation,NA,NA,4.286878333333333,1.716579687915072,5.957198,4.133325,5.276585000000001,2.620223,4.762446999999999,3.968444,2.95108,2.680035,7.474722000000001,4.346554,5.88709,1.384837
ENSMUSG00000063058,Prr23a2,PRR23A | PRR23B | PRR23C,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063060,Sox7,SOX7,one-to-one,No_annotation,NA,NA,0.3950268333333333,0.3527402047061711,0.434043,0.393758,0.254632,0.034817,0.24298,0.354052,0.258314,0.069753,0.821219,1.298783,0.443098,0.134873
ENSMUSG00000063063,Ctnna2,CTNNA2,one-to-one,No_annotation,NA,NA,0.0077835,0.00932719264496899,0.020743,0.011355,0.011946,0.008976,0,0.026753,0,0,0,0.013629,0,0
ENSMUSG00000063065,Mapk3,MAPK3,one-to-one,No_annotation,NA,NA,17.0889375,5.70793433437677,22.274591000000004,18.587031,16.941830999999997,8.905876000000001,13.792468,16.662281,14.566607,11.336283000000002,27.958768,23.426605,20.160067,10.454842
