gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-PANC-Mal,Mous-1B-PANC-Mal,Mous-2A-PANC-Mal,Mous-2B-PANC-Mal,Mous-3A-PANC-Mal,Mous-3B-PANC-Mal,Mous-4A-PANC-Fem,Mous-4B-PANC-Fem,Mous-5A-PANC-Fem,Mous-5B-PANC-Fem,Mous-6A-PANC-Fem,Mous-6B-PANC-Fem
ENSMUSG00000055069,Rab39,RAB39A,one-to-one,No_annotation,NA,NA,0.170095,0.4476437868981825,0.013904,0.015646,0.029043,0,0.040374,0.04235,0.0545,0,0.192534,0,1.58165,0.071139
ENSMUSG00000055078,Gabra5,GABRA5,one-to-one,No_annotation,NA,NA,0.00387125,0.00712507583532209,0,0,0.013312,0.014139,0,0.019004,0,0,0,0,0,0
ENSMUSG00000055088,Or1n2,OR1N2,one-to-one,No_annotation,NA,NA,6.162499999999999e-4,0.00213475262032864,0,0.007395,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055093,Rps27a-ps3,NA,NA,NA,NA,NA,0.11209383333333334,0.1844447573363873,0.143342,0.132923,0,0,0,0,0,0,0.621781,0,0.2343,0.21278
ENSMUSG00000055095,Spink6,SPINK6,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055102,Zfp819,ZNF175,one-to-many (human-to-mouse),No_annotation,NA,NA,0.00461941666666666,0.01082173387601697,0,0,0,0,0,0,0,0,0.0297,0,0.025733,0
ENSMUSG00000055109,Ptchd1as,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055114,Anxa13,ANXA13,one-to-one,No_annotation,NA,NA,20.3263395,60.84872564031459,3.297742,2.381094,2.598572,2.156631,2.565485,1.94494,5.01778,3.204433,213.527285,1.721921,3.203198,2.296993
ENSMUSG00000055116,Bmal1,BMAL1,one-to-one,No_annotation,NA,NA,1.5996125,2.0243345984172634,1.496054,0.5413399999999999,0.781985,0.494758,1.518615,0.314127,1.680809,0.138329,6.213925000000001,0.321142,5.318711,0.37555500000000003
ENSMUSG00000055128,Cgrrf1,CGRRF1,one-to-one,No_annotation,NA,NA,5.766527,3.3307713646939616,3.676774,4.0299819999999995,4.895447,3.932162,4.89509,5.025298,3.48835,6.81679,15.801678,4.42039,6.405101999999999,5.811261
ENSMUSG00000055137,Sugct,SUGCT,one-to-one,No_annotation,NA,NA,1.1421376666666667,1.8551998891496264,0.5277270000000001,0.29162,1.083003,0.063764,0.580295,0.689908,0.379603,0.312245,6.9015699999999995,0.509211,1.520066,0.8466400000000001
ENSMUSG00000055148,Klf2,KLF2,one-to-one,No_annotation,NA,NA,4.75728325,11.754262749716904,2.005538,0.707358,1.127168,1.385816,1.022425,1.873078,0.761454,0.690389,2.3145,0.928935,42.033583,2.237155
ENSMUSG00000055150,Zfp78,ZNF471,one-to-one,No_annotation,NA,NA,0.35481124999999997,0.28864852277723035,0.23076,0.6371199999999999,0.065049,0.134969,0.044679,0.089412,0.30529,0.337385,0.461936,0.271515,0.964071,0.715549
ENSMUSG00000055170,Ifng,IFNG,one-to-one,yes,NA,NA,0.06682541666666666,0.15932701638195024,0,0,0,0,0,0,0,0,0.325793,0,0.476112,0
ENSMUSG00000055172,C1ra,C1R,one-to-many (human-to-mouse),yes,NA,NA,5.447498333333334,7.645564772378171,3.338174,1.870575,2.657741,2.797076,2.197877,3.086993,2.133473,2.282935,10.851858,2.658937,28.48827,3.006071
ENSMUSG00000055177,Cstl1,CSTL1,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055184,Fam72a,FAM72A | FAM72B | FAM72C | FAM72D,one-to-many (mouse-to-human),No_annotation,NA,NA,0.173922,0.2916857487427803,0.016685,0.018764,0.051021,0.059964,0.048082,0,0.064674,0.085977,0.97764,0.105022,0.546472,0.112763
ENSMUSG00000055193,Klk15,KLK15,one-to-one,yes,NA,immunity,0.02866441666666666,0.08000273034142856,0,0,0,0,0,0,0,0,0,0.069259,0.274714,0
ENSMUSG00000055194,Actbl2,ACTBL2,one-to-one,No_annotation,NA,NA,0.00130158333333333,0.00450881692723638,0,0,0.015619,0,0,0,0,0,0,0,0,0
ENSMUSG00000055197,Fev,FEV,one-to-one,No_annotation,NA,NA,0.16246658333333333,0.5628007537309127,0,0,0,0,0,0,0,0,1.949599,0,0,0
ENSMUSG00000055200,Sertad3,SERTAD3,one-to-one,No_annotation,NA,NA,3.4230600833333336,4.9172677012464305,1.605337,1.635121,1.256934,1.485764,1.004577,1.475827,1.270977,1.69724,16.770409,1.071165,10.24954,1.55383
ENSMUSG00000055202,Zfp811,NA,mouse-specific,No_annotation,NA,NA,0.27246933333333334,0.2703669348605313,0.296206,0.146877,0.149999,0.057212,0.183636,0.220056,0.281437,0.06516,0.721303,0.117045,0.921012,0.109689
ENSMUSG00000055204,Ankrd17,ANKRD17,one-to-one,No_annotation,NA,NA,10.267864583333331,9.214539988642686,7.607128,5.623471,8.252339000000001,5.112058,7.411687,6.082663,5.346484,5.975021,37.02039,8.631867,19.085094,7.066173
ENSMUSG00000055210,Foxd2,FOXD2,one-to-one,No_annotation,NA,NA,0.02350283333333333,0.045682130056677,0,0,0,0,0,0.012839,0,0.032103,0.071634,0.013559,0.151899,0
ENSMUSG00000055214,Pld5,PLD5,one-to-one,No_annotation,NA,NA,0.01805308333333333,0.04890885884146391,0,0,0.014285,0,0,0,0,0,0.032087,0,0.170265,0
ENSMUSG00000055228,Gm49359,NA,NA,NA,NA,NA,0.10486916666666668,0.36327744962815034,0,0,0,0,1.25843,0,0,0,0,0,0,0
ENSMUSG00000055235,Wdr86,WDR86,one-to-one,No_annotation,NA,NA,0.2519580833333333,0.4376935836747934,0,0.066754,0.02653,0.113823,0.209945,0.079153,0.051089,0.098399,0.748144,0.07178,1.489577,0.068303
ENSMUSG00000055239,Kcmf1,KCMF1,one-to-one,No_annotation,NA,NA,18.507227166666667,7.340094817948432,13.755154,14.817987,17.32002,16.214709,15.83571,15.248406,11.595524,14.066574,38.581463,22.307254,25.229325,17.114600000000003
ENSMUSG00000055240,Zfp101,ZNF124 | ZNF443 | ZNF823,many-to-many,No_annotation,NA,NA,1.72027175,1.1838529250467134,0.901351,1.541055,0.537725,1.877095,0.833083,1.363551,1.109784,1.327536,4.463722,1.631464,3.754994,1.301901
ENSMUSG00000055254,Ntrk2,NTRK2,one-to-one,No_annotation,NA,NA,0.4703594166666667,0.3957927371999961,0.663347,0.24549,0.368549,0.305363,0.467936,0.369729,0.329946,0.239139,0.259658,0.502479,1.659052,0.233625
ENSMUSG00000055296,Tmem245,TMEM245,one-to-one,No_annotation,NA,NA,1.2483825833333333,0.9190006749449948,0.702938,0.849515,0.901121,0.824296,0.712527,0.840837,0.688082,0.880933,3.4067309999999997,1.168622,2.958724,1.046265
ENSMUSG00000055298,Ctsj,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055301,Adh7,ADH7,one-to-one,No_annotation,NA,NA,0.14924116666666667,0.22053038100775196,0.201797,0.085772,0.066249,0.204104,0.018363,0.019339,0.08086,0,0.816077,0.040457,0.129652,0.128224
ENSMUSG00000055302,Mrfap1,MRFAP1 | MRFAP1L1,one-to-many (mouse-to-human),No_annotation,NA,NA,50.44094533333333,45.2578282490476,33.122426,31.334455,29.402711,37.136259,31.578311,30.655216,31.059342,27.325142,176.942429,30.548411,105.99097,40.195672
ENSMUSG00000055305,Zfp93,ZNF235,one-to-many (human-to-mouse),No_annotation,NA,NA,0.418382,0.42584366645049454,0.233723,0.158917,0.259718,0.275707,0.164799,0.19736,0.290588,0.287032,1.3057120000000002,0.4398,1.3162120000000002,0.091016
ENSMUSG00000055312,Them7,THEM7P,one-to-one,No_annotation,NA,NA,0.35544733333333334,0.2051085026451447,0.597442,0.731163,0.439391,0.474127,0.234303,0.106523,0.14902,0.363112,0.121049,0.188096,0.311485,0.549657
ENSMUSG00000055313,Pgbd1,PGBD1,one-to-one,No_annotation,NA,NA,0.16010066666666667,0.21792708240615852,0.058365,0.059871,0.067328,0.135552,0.093252,0.039794,0.111583,0.063444,0.807126,0.020868,0.31507799999999997,0.148947
ENSMUSG00000055319,Sec23ip,SEC23IP,one-to-one,No_annotation,NA,NA,3.324387333333333,4.19213427645295,0.952373,1.297434,2.058367,1.366442,2.744826,1.254841,1.639695,1.0122829999999998,14.177672,2.038974,9.848837,1.500904
ENSMUSG00000055320,Tead1,TEAD1,one-to-one,No_annotation,NA,NA,1.4077811666666666,0.69385636587249655,1.073166,1.048135,0.709124,1.438283,0.863761,1.136661,0.821404,1.422245,3.041931,1.663071,2.448731,1.226862
ENSMUSG00000055322,Tns1,TNS1,one-to-one,No_annotation,NA,NA,4.290426833333333,2.236281332887249,2.62086,3.312366,2.2779339999999997,2.890239,3.0951169999999997,3.397959,2.262538,3.3733199999999997,7.332064,5.0396659999999995,8.836819,7.04624
ENSMUSG00000055333,Fat2,FAT2,one-to-one,No_annotation,NA,NA,0.063562,0.02951931109075425,0.026665,0.045463,0.063452,0.068692,0.060507,0.06264,0.110272,0.067686,0.006524,0.069858,0.111911,0.069074
ENSMUSG00000055334,Snupn,SNUPN,one-to-one,No_annotation,NA,NA,1.2405805833333334,1.4319337932915917,0.309458,0.824224,0.625731,0.714907,0.550447,0.734403,0.445878,0.95191,3.793251,0.574294,4.718591,0.643873
ENSMUSG00000055341,Zfp457,ZNF117 | ZNF14 | ZNF157 | ZNF17 | ZNF20 | ZNF221 | ZNF234 | ZNF254 | ZNF28 | ZNF284 | ZNF429 | ZNF432 | ZNF433 | ZNF442 | ZNF490 | ZNF493 | ZNF502 | ZNF544 | ZNF546 | ZNF56P | ZNF595 | ZNF611 | ZNF615 | ZNF676 | ZNF678 | ZNF681 | ZNF696 | ZNF700 | ZNF708 | ZNF716 | ZNF724 | ZNF726 | ZNF728 | ZNF732 | ZNF778 | ZNF799 | ZNF813 | ZNF85 | ZNF860 | ZNF878 | ZNF93,many-to-many,No_annotation,NA,NA,0.2293785,0.31585111952469,0.276813,0.070252,0.285784,0,0,0.396154,0.162543,0,1.066688,0,0.494308,0
ENSMUSG00000055357,Capza1b,CAPZA1,one-to-many (human-to-mouse),No_annotation,NA,NA,0.03842708333333333,0.0590088874253213,0.138598,0,0,0,0.089423,0,0,0.145254,0,0.08785,0,0
ENSMUSG00000055360,Prl2c5,NA,mouse-specific,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055368,Slc6a2,SLC6A2,one-to-one,No_annotation,NA,NA,0.033599,0.02675420042127625,0.081173,0.00535,0.039924,0.027073,0.03381,0.007133,0.012108,0.037903,0.008807,0.03047,0.087647,0.03179
ENSMUSG00000055371,Stam2,STAM2,one-to-one,No_annotation,NA,NA,2.1149613333333335,2.8701462941799303,0.837004,1.157372,0.954715,1.082557,1.130302,1.032862,0.803903,0.873252,10.515618,1.419182,4.8229239999999995,0.749845
ENSMUSG00000055373,Fut9,FUT9,one-to-one,No_annotation,NA,NA,0.03309958333333333,0.02438500700862327,0.019874,0,0.049777,0.058718,0.072434,0.012535,0.052486,0.031691,0.009815,0.05086,0.039005,0
ENSMUSG00000055385,Rnf212,RNF212,one-to-one,No_annotation,NA,NA,1.8989675,0.9539058215966127,1.696824,2.676113,2.419386,1.985296,2.265287,1.950347,1.358039,2.163822,0,3.08416,0.292237,2.896099
ENSMUSG00000055401,Fbxo6,FBXO6,one-to-one,No_annotation,NA,NA,6.108043749999999,7.199272236426061,2.9829410000000003,3.296037,3.192882,3.858667000000001,2.368581,2.9256239999999996,2.7278659999999997,3.48322,24.920547999999997,3.333213,17.277371,2.929575
ENSMUSG00000055407,Map6,MAP6,one-to-one,No_annotation,NA,NA,0.24348508333333332,0.18216149444403265,0.255919,0.185913,0.096921,0.116351,0.133174,0.239561,0.060463,0.227421,0.606202,0.05521,0.5280009999999999,0.416685
ENSMUSG00000055409,Nell1,NELL1,one-to-one,yes,NA,NA,0.0566455,0.05380209657709362,0.032813,0.070496,0.017759,0.186208,0.04327,0.126915,0,0.035264,0.059796,0,0.073148,0.034077
ENSMUSG00000055413,H2-Q5,NA,mouse-specific,No_annotation,NA,NA,0.76115775,1.198819047985833,0.258102,0.436643,0.189822,0.155883,0.364866,0.093175,0.039448,0.248344,3.5204549999999997,0.482577,3.089847,0.254731
ENSMUSG00000055415,Atp10b,ATP10B,one-to-one,No_annotation,NA,NA,1.5079576666666668,5.049038122683555,0.063156,0.017958,0.069922,0.031031,0.0444,0.054075,0.047365,0.056752,17.5407,0.049507,0.087478,0.033148
ENSMUSG00000055416,Fam136b-ps,NA,NA,NA,NA,NA,0.01541991666666666,0.05341615823028958,0,0,0,0.185039,0,0,0,0,0,0,0,0
ENSMUSG00000055421,Pcdh9,PCDH9,one-to-one,No_annotation,NA,NA,0.039046,0.10190117446196229,0,0.005197,0,0,0,0.01094,0.019151,0,0.358585,0.019559,0.05512,0
ENSMUSG00000055430,Nap1l5,NAP1L5,one-to-one,No_annotation,NA,NA,0.20875983333333337,0.2986741197002127,0,0.082932,0,0,0.107958,0.037726,0.163104,0.189571,0.947942,0.154509,0.695244,0.126132
ENSMUSG00000055435,Maf,MAF,one-to-one,No_annotation,NA,NA,6.447497083333333,15.061439564734057,1.64866,0.97266300000000006,1.075879,1.337792,1.121015,1.327294,0.830027,1.090019,53.189214,1.153533,12.262822,1.361047
ENSMUSG00000055436,Srsf11,SRSF11,one-to-one,No_annotation,NA,NA,33.49677558333333,26.851353110337502,13.550601000000002,24.471048,19.181066,21.410771,14.321015,24.307396000000004,18.108369,26.792641,91.30805,30.819712,88.275845,29.414793000000003
ENSMUSG00000055447,Cd47,CD47,one-to-one,No_annotation,NA,NA,16.80955133333333,24.99875747295964,6.946906,6.147754,6.568900999999999,6.396297,5.3523320000000005,6.18054,5.836600000000001,6.539457,81.24820299999999,6.506498000000001,57.097528,6.893599999999999
ENSMUSG00000055452,Gm7353,NA,NA,NA,NA,NA,0.29571591666666663,0.6373589903291206,0.034336,0,0.201943,0,0.086526,0,0,0,1.248495,0,1.977291,0
ENSMUSG00000055471,Alk,ALK,one-to-one,No_annotation,NA,NA,0.00745216666666666,0.01998206525331851,0,0,0,0,0,0,0,0,0.067735,0.021691,0,0
ENSMUSG00000055480,Zfp458,ZNF43,one-to-one,No_annotation,NA,NA,0.24082233333333333,0.33888034121858446,0.107301,0.058881,0.040002,0.152684,0.06180000000000001,0.128978,0.157085,0.123045,0.453583,0.084318,1.254877,0.267314
ENSMUSG00000055485,Mtcl2,MTCL2,one-to-one,yes,NA,NA,0.13886958333333332,0.2226867683592026,0.023978,0.043786,0.026603,0.053547,0.052513,0.030731,0.059588,0.083229,0.781838,0.060489,0.367218,0.082915
ENSMUSG00000055489,Ano5,ANO5,one-to-one,No_annotation,NA,NA,0.00930058333333333,0.01394802346022438,0,0,0,0,0,0,0.01123,0.012235,0.035467,0.037673,0,0.015002
ENSMUSG00000055491,Pprc1,PPRC1,one-to-one,No_annotation,NA,NA,2.7549471666666667,2.443802042404411,1.173707,1.484072,1.655596,0.945628,2.062211,2.180785,0.900838,2.219042,5.890194,2.732256,9.287906,2.527131
ENSMUSG00000055493,Epm2a,EPM2A,one-to-one,No_annotation,NA,NA,0.41432175,0.2482745615033064,0.249887,0.349408,0.249661,0.303785,0.309197,0.438314,0.590576,0.190808,0.654209,0.421138,1.044833,0.170045
ENSMUSG00000055497,Gm9974,NA,NA,NA,NA,NA,0.06436558333333334,0.08469308282848384,0,0.133192,0,0,0.085781,0,0.075538,0,0.103743,0.094702,0.279431,0
ENSMUSG00000055515,Vmn2r81,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055523,Gucy2g,GUCY2GP,one-to-one,No_annotation,NA,NA,0.00893108333333333,0.02269314380022915,0,0,0.00726,0,0.009762,0.01036,0,0,0,0,0.079791,0
ENSMUSG00000055531,Cpsf6,CPSF6,one-to-one,No_annotation,NA,NA,5.6018730833333334,6.729832012875015,2.1832499999999997,2.6299579999999994,2.6300190000000003,2.911821,3.0911390000000005,2.5014260000000004,2.222234,2.582919,15.544998,4.138273999999999,23.461458000000004,3.324981
ENSMUSG00000055538,Zcchc24,ZCCHC24,one-to-one,No_annotation,NA,NA,2.02039575,2.02001606945589,1.479256,1.2088990000000002,0.987005,1.473824,0.937474,1.087044,1.105103,1.2218950000000002,4.488868,1.197312,7.666751,1.391318
ENSMUSG00000055540,Epha6,EPHA6,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055541,Lair1,LAIR1 | LAIR2,one-to-many (mouse-to-human),No_annotation,NA,NA,0.8219180833333333,1.6295195987490778,0.216743,0.032271,0.16304400000000002,0.13436,0.057945,0.19712,0.050942,0.220392,4.9802919999999995,0.155184,3.504165,0.150559
ENSMUSG00000055546,Timd4,TIMD4,one-to-one,No_annotation,NA,NA,2.434914583333333,5.920033972262897,0.596482,0.302259,0.993119,0.328624,0.115227,0.502402,0.382471,0.335773,3.950028,0.530877,20.944053,0.23766
ENSMUSG00000055547,Apobec4,APOBEC4,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055553,Kxd1,KXD1,one-to-one,No_annotation,NA,NA,9.284325416666666,7.641433189399693,5.05587,6.701393,5.641577,7.240236999999999,5.004354,6.092034,5.328062999999999,6.006444,30.562049,7.384727000000001,18.602425,7.792732
ENSMUSG00000055555,Ct55,CT55,one-to-one,No_annotation,NA,NA,0.00344533333333333,0.01193498476468794,0,0,0,0,0,0,0.041344,0,0,0,0,0
ENSMUSG00000055560,Zfp459,NA,mouse-specific,No_annotation,NA,NA,0.27882450000000003,0.27186348197528715,0.046934,0.041045,0.175274,0.111527,0.034681,0.036642,0.29391900000000004,0.476581,0.68269,0.627843,0.715467,0.103291
ENSMUSG00000055561,Spink5,SPINK5,one-to-one,yes,NA,NA,0.00817483333333333,0.01362038879990604,0.017917,0,0,0.006354,0,0,0,0,0.044652,0.009028,0.020147,0
ENSMUSG00000055567,Unc80,UNC80,one-to-one,No_annotation,NA,NA,0.04283183333333333,0.05223874638241294,0.016431,0.029964,0.004673,0.032103,0.015816,0.003772,0.014154,0.023586,0.070246,0.181011,0.10367,0.018556
ENSMUSG00000055571,Or14a259,OR14A2,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055594,5530400C23Rik,NA,mouse-specific,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055602,Tcp10b,TCP10L,one-to-many (human-to-mouse),No_annotation,NA,NA,0.02877266666666666,0.0477005411982512,0.056159,0.069008,0,0.03895,0,0,0,0,0.158111,0,0.023044,0
ENSMUSG00000055609,Hba-x,HBZ,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055610,Or14a260,OR14A2,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055612,Cdca7,CDCA7,one-to-one,No_annotation,NA,NA,3.124411916666667,7.950532631193671,0.446445,0.237613,0.12581,0.252541,0.201839,0.199287,0.239699,0.204139,27.501624,0.455739,7.4409,0.187307
ENSMUSG00000055621,Or51k3-ps1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055629,B4galnt4,B4GALNT4,one-to-one,No_annotation,NA,NA,0.5544333333333333,1.3053601297860875,0.007304,0.122385,0.075371,0.394736,0.009597,0.046731,0.025737,0.020155,4.6112079999999995,0.435201,0.894287,0.010488
ENSMUSG00000055632,Hmcn2,HMCN2,one-to-one,yes,NA,NA,1.3733078333333333,2.8857955081493665,0.541058,0.36992,0.238956,0.7276149999999999,0.635017,0.6480670000000001,0.181101,0.213206,10.489208,0.565896,1.272869,0.596781
ENSMUSG00000055633,Zfp580,ZNF580,one-to-one,No_annotation,NA,NA,0.43021125,0.37309579826150063,0.549286,0.217294,0.063336,0.356488,0.254323,0.410464,0.263189,0.372108,0.700199,0.216032,1.49058,0.269236
ENSMUSG00000055639,Dach1,DACH1,one-to-one,No_annotation,NA,NA,0.3009578333333333,0.8264001073173644,0.041467,0.036157,0.042857,0.046261,0.07091700000000001,0.048756,0.073894,0.042135,2.923262,0.038235,0.125558,0.121995
ENSMUSG00000055643,Ubqln5,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055652,Klhl25,KLHL25,one-to-one,No_annotation,NA,NA,1.0460291666666666,1.3030311332688054,0.59217,0.468768,0.388082,0.719838,0.453271,0.268159,0.45629,0.335552,2.89233,0.691798,4.534345999999999,0.751746
ENSMUSG00000055653,Gpc3,GPC3,one-to-one,No_annotation,NA,NA,3.497163666666667,2.4421603289877423,3.78694,1.887898,2.851937,3.215243,2.9429689999999997,2.0610459999999997,3.171421,2.036436,3.831304,2.655506,10.986381000000002,2.538883
ENSMUSG00000055660,Mettl4,METTL4,one-to-one,No_annotation,NA,NA,1.1485060833333334,1.568132666310038,0.5166029999999999,0.45583,0.385466,0.615415,0.553974,0.387779,0.496221,0.46586,3.770726,0.468625,5.120623,0.544951
ENSMUSG00000055670,Zzef1,ZZEF1,one-to-one,No_annotation,NA,NA,5.34834,10.558730452420422,1.38822,1.576821,1.267303,1.929651,1.808365,1.865214,1.3444060000000002,1.896971,38.043937,1.587624,9.739106,1.732462
ENSMUSG00000055675,Kbtbd11,KBTBD11,one-to-one,No_annotation,NA,NA,2.32517225,5.34769471174876,0.139763,0.04849,0.178975,0.053293,0.163809,0.068825,0.088301,0.069902,10.606107,0.099614,16.335558,0.04943
ENSMUSG00000055676,Gm5069,NA,mouse-specific,No_annotation,NA,NA,0.31606083333333335,0.3903707484786582,0.20582,0.170811,0.197125,0.088712,0.370991,0.115088,0.228413,0.353003,1.459396,0,0.543782,0.059589
ENSMUSG00000055679,Ctsr,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055681,Cope,COPE,one-to-one,No_annotation,NA,NA,88.10578058333333,41.73274724645206,43.977055,78.63421,66.03189499999999,85.071482,76.027206,81.306031,73.61522,71.920814,210.401532,87.92452800000001,113.37300699999996,68.986387
ENSMUSG00000055691,Gja6,GJA1 | GJA6P,many-to-many,No_annotation,NA,NA,0.01202708333333333,0.02588655662153035,0,0,0.08597,0,0,0.031782,0.026573,0,0,0,0,0
ENSMUSG00000055692,Tmem191,TMEM191B | TMEM191C,one-to-many (mouse-to-human),No_annotation,NA,NA,7.274789333333334,4.179982941056476,4.020453,8.308603,1.907702,6.4476130000000005,1.388465,8.955483,6.0703439999999995,6.830775,4.129074,12.764053,13.865887,12.60902
ENSMUSG00000055700,4933401B06Rik,NA,mouse-specific,No_annotation,NA,NA,0.00393833333333333,0.01364278686095085,0,0,0,0,0,0,0,0,0,0,0,0.04726
ENSMUSG00000055707,Klhl26,KLHL26,one-to-one,No_annotation,NA,NA,2.191940916666667,1.704827355038438,1.1522830000000002,1.413091,1.032615,1.444915,1.591414,1.498827,1.596101,1.371077,6.147918,1.770864,5.44187,1.842316
ENSMUSG00000055717,Slain1,SLAIN1,one-to-one,No_annotation,NA,NA,1.3543720833333337,1.4162746316848591,0.7605259999999999,0.65209,0.792929,0.854285,0.8406990000000001,0.80105,0.932288,0.645378,2.7970170000000003,0.969217,5.454423,0.752563
ENSMUSG00000055720,Ubl7,UBL7,one-to-one,No_annotation,NA,NA,9.179549333333334,9.549444622555828,3.1799739999999996,5.272126,4.90809,5.76235,3.530767,5.77394,4.813200999999999,5.9046009999999995,33.559348,5.524273,24.590335000000003,7.335587
ENSMUSG00000055723,Rras2,RRAS2,one-to-one,No_annotation,NA,NA,6.61894125,6.64010769598239,3.051072,3.513231,4.191071,4.987376,3.659453,3.619725,3.587899,3.791114,19.168155,4.029685,22.286635,3.5418790000000002
ENSMUSG00000055725,Paqr3,PAQR3,one-to-one,No_annotation,NA,NA,0.3687555,0.3666679757431039,0.155743,0.238755,0.390148,0.277036,0.348772,0.208079,0.29872,0.137001,0.428986,0.106696,1.4868789999999998,0.34825100000000003
ENSMUSG00000055730,Ces2a,CES2,one-to-many (human-to-mouse),No_annotation,NA,NA,25.63399775,84.20728122100668,1.67887,0.798671,1.315266,0.513236,0.632226,1.6699739999999998,1.874408,1.105894,293.021989,1.001936,1.495893,2.4996099999999997
ENSMUSG00000055733,Nap1l3,NAP1L3,one-to-one,No_annotation,NA,NA,0.20150758333333332,0.13245929715024868,0.150953,0.290126,0.028553,0.214184,0.078515,0.226758,0.070252,0.343445,0.406205,0.021653,0.357449,0.229998
ENSMUSG00000055737,Ghr,GHR,one-to-one,yes,NA,NA,14.864510583333333,3.142628857974495,15.992501,13.007643000000002,17.369136,12.477791000000002,14.303478999999998,12.600183,16.820875,11.265743999999998,14.672177000000003,13.669874,22.963579999999997,13.231144
ENSMUSG00000055745,Rtl6,RTL6,one-to-one,No_annotation,NA,NA,0.3091353333333333,0.48280005392997616,0.200893,0.123038,0.105539,0.111286,0.098455,0.146077,0.152725,0.103643,0.674606,0.068479,1.754383,0.1705
ENSMUSG00000055746,Magea2,MAGEA1 | MAGEA10 | MAGEA11 | MAGEA12 | MAGEA2 | MAGEA2B | MAGEA3 | MAGEA4 | MAGEA6 | MAGEA8 | MAGEA9 | MAGEA9B,many-to-many,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055748,Gsdmc4,GSDMC,one-to-many (human-to-mouse),No_annotation,NA,NA,0.7457124166666665,2.576861237583268,0,0,0,0,0,0,0.020224,0,8.928325,0,0,0
ENSMUSG00000055760,Gemin6,GEMIN6,one-to-many (human-to-mouse),No_annotation,NA,NA,3.046440083333333,3.6706566642906737,1.485419,0.941819,0.99548,1.513112,1.372377,1.423416,2.261929,1.542862,12.751176,1.604802,8.475884,2.189005
ENSMUSG00000055761,Nkain3,NKAIN3,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055762,Eef1d,EEF1D,one-to-one,No_annotation,NA,NA,68.131878,37.843367687512014,49.03790300000001,52.736597,56.096597,51.570344,46.526592,49.49488300000001,46.849673,48.851419,160.050627,64.32741,135.22962900000002,56.810862
ENSMUSG00000055763,Rybp-ps,RYBP,one-to-many (human-to-mouse),No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055771,Gm7936,NA,NA,NA,NA,NA,0.4575055,0.3679752849056083,0.607305,0.189255,0.511137,0.42024,1.28297,0,0.655795,0.430933,0,0.260342,0.259184,0.872905
ENSMUSG00000055775,Myh8,MYH8,one-to-one,No_annotation,NA,NA,0.04627183333333333,0.06461101723929882,0.012613,0,0.13001,0,0,0.005218,0,0.096953,0.127825,0,0.169123,0.01352
ENSMUSG00000055780,Usp26,USP26,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055782,Abcd2,ABCD2,one-to-one,No_annotation,NA,NA,0.30796825,0.5327458963845411,0.060472,0.06782,0.088047,0.117507,0.113243,0.172939,0.171141,0.056081,0.243281,0.144374,1.954085,0.506629
ENSMUSG00000055789,Ftdc2,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
