Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06,Secretome location,Secretome function,Level,Reliability,Cell type
MCAT,NC_000022.11,43132206,43133486,-,2094,6.09642748816725,5.61570349530451,5.71149461549115,8.61501866888008,8.88598827641414,6.64268466390435,6.01181368795277,7.14910370779621,4.62225646985947,5.38900922644395,4.40968166791181,4.96451495658092,6.3600772081646,NA,NA,Medium,Approved,glandular cells
MCC,NC_000005.10,113022106,113027482,-,8905,8.67152553849043,5.80398807738978,5.19071086893759,6.6808668554802,12.8741973704694,8.84670919351987,5.61184441834542,6.36841412141009,3.0523812004981,7.00266692160733,5.9371724773771,6.05936034212866,4.90372583552754,NA,NA,Low,Approved,glandular cells
MCCC1,NC_000003.12,183015218,183015566,-,4146,15.2950592929318,15.6081197756658,14.0335624729203,12.8682812650812,14.2292437796445,12.9472050295982,9.34567153892603,11.0730063603435,10.3421355197747,12.1458385506666,10.5249993966319,13.5945610592738,12.9262303344413,NA,NA,High,Approved,glandular cells
MCCC2,NC_000005.10,71587340,71587554,+,4881,13.4609415443317,12.7528670714431,11.2713379910381,11.5753476852749,11.2784365289473,11.2825425571268,7.21263443037116,10.8609305528079,8.1785755043794,12.6689035857153,10.3994921683826,11.3590868746355,10.0221357528969,NA,NA,Medium,Enhanced,glandular cells
MCCC2_1,NW_025791777.1,2074427,2074696,+,7548,0.0367673531722259,0.037315775822497,0.0342596420024305,0,0,0,0.0288800745648011,0.0077777898127151,0,0.0172837352622195,0,0,0.0678631205102558,NA,NA,NA,NA,NA
MCCC2_2,NW_003315917.2,1585825,1586039,+,1038,0.401040436046187,0.271348242686134,0.249125026815361,0.2958200974482,6.44347174717098,0.609116381424755,0.420013107543581,0.395902988963984,3.43031816067111,0.879772096642225,0.355833272162132,7.69869750865801,0.431793814460486,NA,NA,NA,NA,NA
MCCC2_3,NT_187651.1,1117315,1117529,+,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1,NC_000006.12,31528962,31529185,+,710,0.195436606861945,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_1,NT_167244.2,2861511,2861734,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_2,NT_113891.3,3006295,3006518,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_3,NT_167245.2,2776735,2776958,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_4,NT_167246.2,2834035,2834258,+,710,0,0,0,0,0,0,0,0,0,0,0,0.199208475981229,0,NA,NA,NA,NA,NA
MCCD1_5,NT_167247.2,2870905,2871128,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_6,NT_167248.2,2784824,2785047,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCCD1_7,NT_167249.2,2828246,2828469,+,710,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCEE,NC_000002.12,71109687,71110122,-,920,24.5092375181488,27.4771064812626,23.0483975895829,26.3672169901601,27.6816071773739,34.6370057799047,22.0948580027281,18.8882611107463,18.206733982844295,18.2924290814576,18.6971598292546,25.5203380208127,19.695832325004,NA,NA,NA,NA,NA
MCEMP1,NC_000019.10,7677090,7677175,+,1271,0.163760807480701,0,0,0.060397573003782803,0.809577397998363,0,0.171508106070117,0,0.197286723926852,0,0,0,0.201507015582774,NA,NA,Not detected,Enhanced,glandular cells
MCF2,NC_000023.11,139581770,139582503,-,4808,0.259742079419265,0.307552464334045,1.10256477653995,0.399154093634609,0.0356687767906239,0,0.0680075299963972,0.0976817928558629,0.458946037807208,0.325601415372461,0.197539483511923,0.397132537911831,0.266342987526732,NA,NA,NA,NA,NA
MCF2L,NC_000013.11,112894335,112894431,+,14719,11.5106969804123,14.1652576289864,9.19714625288944,11.3069640290759,17.3662620534881,13.7973240450268,5.74253568799254,12.695401123907,7.35950921122118,12.4926988778884,9.15563467852012,8.82125826992633,10.0791395600723,NA,NA,NA,NA,NA
MCF2L-AS1,NC_000013.11,112967484,112968638,-,1155,3.24374004635799,3.0482627262793,2.07097311252614,2.45914862826744,0.816645137187237,2.51810294201465,1.69859846349443,3.86295547228086,1.95390721644958,2.93670863873598,3.15219426330194,1.22457158395388,1.5522146473073,NA,NA,NA,NA,NA
MCF2L2,NC_000003.12,183178041,183179503,-,11665,0.487711926768213,0.398403887911309,0.282644249240283,0.519885118537234,1.09527759719626,0.628739693567012,0.808223679533123,0.382487232789061,0.283747863237513,0.603918750364215,0.402579013518854,0.290999779744548,0.323849326865337,NA,NA,NA,NA,NA
MCFD2,NC_000002.12,46901870,46905594,-,4696,85.8533120695357,100.719053432465,80.5758984063257,86.5571431961123,90.4770120847721,91.944690970233,75.3623454792047,69.0579489917393,54.7103729117037,79.5497091715424,51.4278883055533,63.9422725938642,75.6320388107563,Intracellular and membrane,Transport,Medium,Supported,glandular cells
MCHR1,NC_000022.11,40679484,40679734,+,2115,0.032803780347986,0,0,0,0,0,0,0,0,0,0,0,0.0605473798595048,NA,NA,NA,NA,NA
MCHR2,NC_000006.12,99918519,99921255,-,3931,0,0,0,0.136697330708384,0,0,0.0277266348022283,0,0,0.0331868821570168,0,0,0,NA,NA,NA,NA,NA
MCHR2-AS1,NC_000006.12,99994038,99994204,+,548,0,0,0,0.140082692131036,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCIDAS,NC_000005.10,55219564,55220806,-,2137,0.227262502598003,0.461304710191261,0.302517288060769,0.0718440012052485,0.401252875080299,0.355037606318519,0.153008986533775,0.164829454861133,0.0704028337232651,0.122094182273498,0.024691151581275,0.132370629805028,0.0299620281709997,NA,NA,NA,NA,NA
MCL1,NC_000001.11,150574558,150577491,-,3950,142.553934926202,121.880116252178,69.8688797199253,100.319634814092,274.870348440963,136.104572701832,94.2861905340836,88.4614229564394,81.1545881367949,107.173423176889,72.7488963545164,70.4862628678546,111.215688272402,NA,NA,Medium,Enhanced,glandular cells
MCM10,NC_000010.11,13161558,13161606,+,5171,0.161005597608177,0.0680863169377797,0.0250040396281517,0.103917464129696,1.67482531035982,0.232314702658268,0,0.193002296965452,0,0.151372230236975,0.0612241240717672,0.109408638906728,0.111440666759396,NA,NA,Not detected,Approved,glandular cells
MCM2,NC_000003.12,127598411,127598472,+,3477,3.37222295906884,3.48327795917541,2.49146521640799,3.28962668331418,7.15181030409876,3.43680385219072,1.91216493697472,3.35997835598744,0.995217049275871,3.0391338321823,2.64052586185739,2.31865603191267,1.6205174488713,NA,NA,Low,Enhanced,glandular cells
MCM3,NC_000006.12,52264015,52264786,-,3465,4.92567932965473,6.13716895557565,3.95537207077065,5.11768768585387,15.6399917182525,7.53606170327573,4.46668484844832,5.77749042126216,3.61834669712885,6.32521860650826,3.88313786058935,5.16361017900552,5.19252757015896,NA,NA,Not detected,Supported,glandular cells
MCM3AP,NC_000021.9,46235133,46235426,-,6970,18.7037319116536,22.7509734485395,15.5359120470778,19.912724539506,23.0423982646956,17.3259964918951,10.125283703213,17.2582706069669,12.7858044246571,15.1139941550331,14.6939522802794,13.0885970696706,14.6062952912866,NA,NA,Medium,Approved,glandular cells
MCM3AP-AS1,NC_000021.9,46229231,46229266,+,4719,2.14653090350807,1.90996042150087,1.08226056627004,2.22861796872848,3.1253679121851,1.83555846867745,1.51283487861732,2.32637500608007,1.31778668522007,2.51571194577033,1.55421354930211,1.33375541399172,1.65533380219835,NA,NA,NA,NA,NA
MCM4,NC_000008.11,47960941,47961014,+,4178,3.03890358180618,3.74152726493669,3.11015721306267,5.23650427406062,9.87186755711858,3.99515031676852,2.80440178346401,6.16856547278554,2.95284111169522,6.60406642893196,4.10450503877095,3.79154093107405,4.21444109750891,NA,NA,Medium,Enhanced,glandular cells
MCM5,NC_000022.11,35400140,35400208,+,4189,4.98528971741062,5.9169333683271,4.27488198019298,5.71754079011604,9.39561050053447,4.61858243015474,2.01646899238144,5.71791765638587,2.7176210898641,5.55900874338101,4.20709166157739,4.27116478163144,4.40207925758195,NA,NA,Not detected,Enhanced,glandular cells
MCM6,NC_000002.12,135839626,135840951,-,3753,2.55114291771028,3.67740855835389,2.06708055822818,3.49770021695048,6.07751097299215,2.94820119066898,1.40852117459809,2.44024891313463,2.16476051318874,2.86777372372414,1.98237775673196,3.03377576464353,2.96856398375917,NA,NA,Medium,Enhanced,glandular cells
MCM7,NC_000007.14,100092728,100093133,-,2859,11.7696039826706,11.1570254097952,11.2834292706662,15.465834769422,18.0853049531339,9.6641778703238,5.9662355090182,14.7434249351438,7.80583313182288,11.8639331155651,10.0399283195091,10.9083885824559,12.0488015251372,NA,NA,Low,Enhanced,glandular cells
MCM8,NC_000020.11,5950652,5951077,+,7782,2.5141555786365,2.49736620890083,1.87746536207151,2.5647625256785,3.48191797119925,2.02304598015684,1.36556883027975,1.59176636261177,1.59821006619212,1.70154842284273,1.4849052960025,1.93563979842208,1.94176427544804,NA,NA,NA,NA,NA
MCM8-AS1,NC_000020.11,5990795,5991468,-,1131,0.490751515020268,0.0622589469293119,0.114319972517394,0.271495367949807,0.758158615425817,0.111805977704491,0.337291693126841,0.103813894794648,0.310390801552114,0.346041468857382,0.093306792094049,0.187583578178611,0.11322520636857,NA,NA,NA,NA,NA
MCM9,NC_000006.12,118813455,118816294,-,9857,2.68172651527973,2.86460002635668,2.50537838928477,3.00612881212274,5.78494944750927,4.18857269918879,3.35593967000043,2.84093774277571,1.99441126175354,3.44110629779857,2.15727821289048,3.19265080583694,3.05301425126006,NA,NA,Low,Approved,glandular cells
MCMBP,NC_000010.11,119829440,119831600,-,4373,11.1058762417547,10.9172835962591,7.0369132317144,9.76023674823262,19.5104049182796,12.2895811418034,9.35902634999738,8.00119539762146,7.05292142960361,9.41216177704961,7.29998159436468,7.5845449825051,11.0546043727594,NA,NA,Medium,Uncertain,glandular cells
MCMDC2,NC_000008.11,66870771,66870831,+,6177,0.1909438113019,0.478780070752173,0.104659129769445,0.273407307160721,0.374807991569664,0.266129721578295,0.361723284580697,0.399171736323084,0.0649509926789132,0.348478380609898,0.25626513321605,0.11448762987427,0.290239261395489,NA,NA,NA,NA,NA
MCOLN1,NC_000019.10,7522624,7522781,+,2084,4.36121852308768,3.4126208093484802,4.06376234360595,4.49393880283713,4.36144931712762,2.06304561739371,1.72590318927517,3.63395955773618,1.9492193392508,2.84828327065504,1.64574107984501,1.49310767506085,3.22602192473597,NA,NA,Low,Uncertain,glandular cells
MCOLN2,NC_000001.11,84925583,84926721,-,5778,0.684434015204474,0.389975044525036,0.268527287470763,0.770576027465016,1.38015572250491,0.240736962378257,0.801699473835457,0.863633504333983,0.208308557516951,1.06118185993145,0.392678194869322,0.428377520606919,1.42951232121564,NA,NA,NA,NA,NA
MCOLN3,NC_000001.11,85018082,85019257,-,4309,4.86255711804806,4.4611880321966,2.52050468067823,4.84571031754091,2.24866431950025,1.76076900604009,1.56825037996488,3.80115696084433,0.826333314174197,4.95006338353088,4.1634014657514,2.69155661908266,3.15017802058538,NA,NA,Not detected,Enhanced,glandular cells
MCPH1,NC_000008.11,6406627,6406689,+,14656,0.525462574603912,0.547713909892461,0.37934792736343,0.476640535698044,1.17598905706445,1.13027329849038,0.810608675861351,0.504711479653594,0.417462800021091,0.721006300115847,0.705645348125014,0.501827028740924,0.585416652769591,NA,NA,Medium,Supported,glandular cells
MCPH1-AS1,NC_000008.11,6615603,6619202,-,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCPH1-AS1_1,NW_018654717.1,10873,14472,-,4132,0,0.0340827052163852,0.0625827148679442,0.0371564933629274,0,0.015301616745375,0.0131889401509631,0.0142078309550759,0.0242740973970019,0,0.051079371664264,0,0.0154958504843723,NA,NA,NA,NA,NA
MCPH1-DT,NC_000008.11,6403556,6405120,-,2408,0,0,0.0536943060287262,0.0637585675147907,0.0712190526616777,0.105027043840348,0.226315202258221,0.243798826853711,0,0.162530274616984,0.08764948659333,0.088105077624588607,0.159540334388936,NA,NA,NA,NA,NA
MCPH1-DT_1,NW_025791785.1,339034,340598,-,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCPH1_1,NW_025791785.1,342105,342167,+,4712,0,0,0,0,0,0,0.0231310274634039,0,0,0,0,0,0,NA,NA,NA,NA,NA
MCPH1_2,NW_018654717.1,8385,8394,+,8092,0.0857389958427958,0.0870178805944782,0.0639129455843661,0.094865688689827,0.0423864258055659,0.132828320151029,0.0942849493144977,0.0435294791199013,0.0371850854341615,0.0725481156594844,0.0391238192752235,0.0873937332839056,0.0474756704409983,NA,NA,NA,NA,NA
MCRIP1,NC_000017.11,81822361,81823311,-,1418,0.0978561289647254,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Medium,Approved,glandular cells
MCRIP1_1,NW_021160021.1,35854,36804,-,1418,1.90819451481215,3.5753671130802,4.65027527135106,0.866181272640993,8.46592631639802,1.24847380181446,0.768641758868542,4.0987087398667,0.601237552029266,0.92001152157428,0.818638787335729,8.328684413644,0.361234720459387,NA,NA,NA,NA,NA
MCRIP2,NC_000016.10,641828,642043,+,1251,29.6709013255434,33.7721194134541,20.7224825962375,27.1225174717915,18.2325329189764,19.6097496339354,17.8170668168232,29.0014197753308,22.7299853884818,25.4449741304979,31.844578858141,21.0856837306591,28.4060863963162,NA,NA,Not detected,Uncertain,glandular cells
MCRS1,NC_000012.12,49558299,49558729,-,2372,17.5789954709234,19.1473821628155,12.8914324320874,16.6022794024644,17.279687788966,16.6595384675089,13.5093001744614,13.9094425457765,9.19703797287502,13.9972461179278,9.69879259912501,10.0771606378532,10.9054203614571,NA,NA,Medium,Supported,glandular cells
MCTP1,NC_000005.10,94703690,94707567,-,9879,1.06749259097789,1.09767079891345,0.994684437463824,0.683808861760006,5.72866767963109,1.51681632279359,0.485444848864522,0.724994879621174,0.761468041636894,1.14888289675607,0.710369854598802,1.10957044142799,1.15367304867435,NA,NA,NA,NA,NA
MCTP1-AS1,NC_000005.10,94978698,94979607,+,980,0.141591827420388,0.0718519071194406,0,0.313327817501257,0.349990773080245,0.322583063223927,0,0.479238836786723,0,0.39936010334459,0.430734619830079,0.216486762163275,0.196006696534979,NA,NA,NA,NA,NA
MCTP2,NC_000015.10,94231366,94231455,+,10451,11.8764531465876,14.2770172579057,7.96114290672668,6.69887738421978,11.420998301721,11.3735917267967,10.3768476127185,5.36455395833765,6.0606458937562,7.86415742687941,6.149436317266,6.98325684245366,6.45128537691148,NA,NA,High,Uncertain,glandular cells
MCTS1,NC_000023.11,120604101,120604247,+,9746,0.0427129050498607,0.0361250097358156,0,0.0236297912849809,0.00879824947718653,0.0129748164153272,0,0.0060236771502538,0.0205829202635772,0,0,0,0,NA,NA,NA,NA,NA
MCTS1_1,NW_021160027.1,4169,4315,+,9746,0.163732802691133,0.166175044784752,0.112765755776315,0.118148956424905,0.22875448640685,0.1427229805686,0.33550195385048,0.0722841258030456,0.0874774111202031,0.0870074512040851,0.108280301516899,0.14512417191327,0.124825387833686,NA,NA,NA,NA,NA
MCTS2,NC_000020.11,31547379,31548081,+,703,12.5337971840267,10.617320215601,10.2995302693623,12.0116425059159,12.3193765005272,10.8824750034405,4.80625240915269,6.51369428946961,4.92228973020228,11.3199369264768,9.53222453485982,8.75185459556226,6.46664103599043,NA,NA,NA,NA,NA
MCU,NC_000010.11,72692143,72692301,+,3404,4.7286013340628,5.13010796307545,3.96927743591203,4.69071256752763,10.1013053764009,6.33377250694311,4.7388435394591,3.75971596251159,2.76975723318881,4.44567729614307,4.26274162912038,3.94730073587953,4.49556291249732,NA,NA,High,Approved,glandular cells
MCUB,NC_000004.12,109560246,109560436,+,2811,1.33280674263375,1.25248788646481,0.850933456053964,1.8570051368093,7.01600144541863,2.0018281589748,1.35708610788494,1.16954052663,0.392496006719505,2.20446019337017,1.03239932447711,1.20758179676989,1.45778963674539,NA,NA,Not detected,Enhanced,glandular cells
MCUR1,NC_000006.12,13786557,13790864,-,5794,4.81373112966312,5.09213498470568,3.7601583159378,6.41256689666881,7.53289598843146,6.01271668897673,4.80631930611519,4.20491963499224,2.6918775809641,4.87471137536657,3.76112206657806,3.58843435246132,3.44787754760874,NA,NA,Medium,Approved,glandular cells
MDC1,NC_000006.12,30699807,30700632,-,7451,0.0186230023986016,0.018900783512831,0.0433820590917906,0,0.0230164379022037,0.0339424401513298,0.0292560465461171,0.0315161763555891,0.0336533923112373,0.00875437080655166,0,0.0379648417518918,0.0171866472155218,NA,NA,Medium,Enhanced,glandular cells
MDC1-AS1,NC_000006.12,30703067,30703193,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_1,NT_167244.2,2032572,2032698,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_2,NT_113891.3,2182808,2182934,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_3,NT_167245.2,1958919,1959045,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_4,NT_167246.2,2013319,2013445,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_5,NT_167247.2,2047143,2047269,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_6,NT_167248.2,1958181,1958307,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1-AS1_7,NT_167249.2,2003853,2003979,+,738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1_1,NT_167244.2,2029312,2030137,-,7694,0.0360696623010088,0,0.0084023842550801,0,0,0,0.0141660256573381,0.0152603996637311,0,0,0,0,0,NA,NA,NA,NA,NA
MDC1_2,NT_113891.3,2179547,2180372,-,9062,0,0,0.0285358395314881,0,0.0378493663229574,0.10465616926488,0,0.00647834446108735,0,0,0,0,0.0423938562357711,NA,NA,NA,NA,NA
MDC1_3,NT_167245.2,1955659,1956484,-,9060,0.0153156722816756,0.00777206059349357,0.0285421388338129,0.0169459857147479,0.0189288607957307,0,0,0,0.0221414062791196,0,0,0,0.0706720245048856,NA,NA,NA,NA,NA
MDC1_4,NT_167246.2,2010059,2010884,-,10216,0,0.0206778197857435,0,0,0.0167869497659867,0.00618894678855615,0,0,0,0.012769932826863,0,0,0,NA,NA,NA,NA,NA
MDC1_5,NT_167247.2,2043883,2044708,-,10380,0.0267360290697458,0.0135674121343067,0,0,0,0,0,0.00565575698519977,0,0.0125681728091746,0,0,0,NA,NA,NA,NA,NA
MDC1_6,NT_167248.2,1954920,1955745,-,7694,0,0.0366076781788676,0.0336095370203204,0,0.0222895085533298,0.0082176085770587,0,0.0305207993274622,0,0.0169557621210336,0,0,0,NA,NA,NA,NA,NA
MDC1_7,NT_167249.2,2000593,2001418,-,9060,0.00765783614083779,0,0.0142710694169065,0,0,0.0139572362896004,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDFI,NC_000006.12,41637018,41637273,+,3990,0.834646561635974,0.935335352326753,0.599492216783883,1.67383018296724,4.38409494700517,4.16754680277368,4.07017965156049,0.573825449310418,0.301655850960637,0.523138380989405,0.238037553063991,0.496273747181308,0.625845943322212,NA,NA,Not detected,Approved,glandular cells
MDFIC,NC_000007.14,114922094,114922636,+,5580,18.4391636615723,17.2125235277238,12.0606649070588,13.0831209388361,22.3743205328288,15.2173646176179,10.4403177513155,8.86913917166181,6.78556726572857,8.83745260949642,6.874578567297,10.3543781955584,7.06841831327574,Intracellular and membrane,Transcription,Medium,Approved,glandular cells
MDFIC2,NC_000003.12,70194479,70197185,-,3144,0.0441348571475766,0,0,0.0488328977657812,0.0545469080182315,0.0402202801475125,0.0173335562034923,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDGA1,NC_000006.12,37630679,37637459,-,13529,0.225642678629875,0.156142070316472,0.310600664484301,0.493649377636137,1.39437524347884,0.341157400296248,0.157097444559643,0.182251741833668,0.170516159377742,0.376069755089813,0.214507687272168,0.188179785870361,0.392815056450468,Intracellular and membrane,Developmental protein,Not detected,Enhanced,glandular cells
MDGA2,NC_000014.9,46839623,46842019,-,14111,0.0491673130437179,0.0399205550149822,0.0229069323430608,0.0761614636828936,0.042536615111092,0.362931664073635,0.0386200132547514,0,0,0.00924510196011855,0.0186964038442296,0.0100232455493355,0.00907502717049484,NA,NA,Not detected,Uncertain,glandular cells
MDH1,NC_000002.12,63588963,63589046,+,1535,42.3059776730208,47.478429570846,38.5360711267795,38.1576127456661,61.8389234664225,45.9677712816605,40.9346553169107,43.2555978760316,31.821744499302,49.8458646252704,45.8900735442746,49.8949099140869,49.9299924945324,NA,NA,Low,Uncertain,glandular cells
MDH1B,NC_000002.12,206737763,206738511,-,2705,0.256487968340075,0.156188249117305,0.191195399507834,0.567580889373811,0.316997188187283,0.116869279837134,0.161173236831881,0.585982422429607,0.222478159950636,0.217027486845304,0.46815518754175,0.470588599452886,0.331387785146014,NA,NA,Not detected,Approved,glandular cells
MDH2,NC_000007.14,76048106,76048226,+,2642,36.8958719105096,37.2596467940645,29.6812856276553,39.1962188960079,30.4109128774286,27.3055207899871,19.8844888260574,29.8422313895003,23.4616777193968,29.7010850515437,28.8390033693197,23.1536497963422,25.3740387391724,NA,NA,High,Enhanced,glandular cells
MDK,NC_000011.10,46380784,46381183,+,1669,3.9075611569701,7.17227545002924,4.10586106207918,7.17518824739248,17.1084465079399,15.0773274990845,9.30590754977663,13.9292246689778,7.66226646594517,8.7544966932499,8.47274869324236,8.09306813295821,8.7085379890496,Secreted to blood,Growth factor,Not detected,Uncertain,glandular cells
MDM1,NC_000012.12,68294566,68295366,-,6931,1.83184809764626,2.38746129124328,1.80950818423976,2.21512957113859,4.15686631654389,3.32049719559195,1.91851031189182,1.93966923516946,1.66419933647487,2.71982803032883,1.78903085678234,2.53041613409139,2.31874800238898,NA,NA,Medium,Uncertain,glandular cells
MDM2,NC_000012.12,68808172,68808491,+,12707,9.26013002749977,8.97156471817477,7.49401292102759,8.8322098804419,21.485858366604,14.9420413958326,9.75682648155337,9.30474617280526,7.676265425135,9.96373129482454,9.3471310759105,11.331069667877,10.2238565495155,NA,NA,High,Supported,glandular cells
MDM4,NC_000001.11,204516406,204516509,+,10313,21.2586818169039,26.6556432159808,16.6681745675731,22.9037986173359,28.394117140203,24.2225379451523,16.819838877158,20.3336117340024,14.0243791894542,21.8209462071828,15.6765182010106,19.6940748348126,17.8123516633271,NA,NA,High,Approved,glandular cells
MDN1,NC_000006.12,89642498,89644193,-,18485,9.23690390954678,11.4850327273904,8.42154450940091,10.7641707993507,15.9249115161589,10.4664548552438,8.64105110969857,9.36576834656725,6.75272166178363,10.981448641026,7.34171255990603,8.17180433687025,8.7530924840143,NA,NA,Medium,Uncertain,glandular cells
MDN1-AS1,NC_000006.12,89638532,89638636,+,5149,0.256014743306237,0.423938811087319,0.263664174330999,0.596351254906258,1.14907632917489,0.589407935290484,0.455109366918339,0.615685551630253,0.224015645777964,0.468725232966752,0.522628575915405,0.439504425548022,0.385491256602101,NA,NA,NA,NA,NA
MDN1_1,NW_017363815.1,14838,15139,-,302,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDP1,NC_000014.9,24213943,24214151,-,771,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Medium,Uncertain,glandular cells
MDP1_1,NW_018654722.1,514921,515129,-,771,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MDS2,NC_000001.11,23627334,23627537,+,1172,0.118395896648448,0,0,0,0.146327200349249,0,0,0.150273270067509,0,0,0,0.120680902684874,0,NA,NA,NA,NA,NA
ME1,NC_000006.12,83210402,83212094,-,3338,2.14084467642511,1.83525871809572,1.39444337957406,1.47183348664461,5.5743737120465,5.17099297393225,7.18350758228372,1.03765688821931,0.796274750382537,1.32880753379686,0.948442017900264,1.52539504076699,2.28263440682137,NA,NA,Not detected,Enhanced,glandular cells
ME2,NC_000018.10,50879118,50879308,+,9031,1.92060667246125,2.30012029102317,1.45316495682571,2.65206271396258,5.76335708322761,3.09445420587036,2.34738307759609,2.05418396323929,1.1550503074099,2.62186474668373,1.7527956238241,2.45883831443114,2.05606994999597,NA,NA,Low,Enhanced,glandular cells
ME3,NC_000011.10,86434930,86435698,-,5336,6.77417121854404,9.51445287339849,4.94309620298036,8.22896558182649,6.70105084927721,6.90796879094296,3.10475956033527,8.26251403434905,6.31577804897345,7.49349039490346,5.80454454187245,5.51332603690179,6.5156798784435,NA,NA,Low,Approved,glandular cells
MEA1,NC_000006.12,43011143,43012621,-,2740,4.17799242588993,6.9129926112507,5.00195774643077,5.32314230097939,8.69995312207863,5.19193908327561,4.09719720619657,3.74951918380123,3.09321102282948,4.45174772134608,4.66026562221266,4.33605602464253,4.81384816258899,NA,NA,Not detected,Approved,glandular cells
MEAF6,NC_000001.11,37489993,37494107,-,4884,8.96371357905608,10.1643084825597,7.54490752280798,9.11627413327777,11.8508853599806,8.86773179124578,7.20820406524195,6.52697979647028,4.81582386757055,7.5325660770073,5.33699949201827,6.28420350008764,6.96136805506908,NA,NA,NA,NA,NA
MEAK7,NC_000016.10,84476355,84480026,-,5413,2.99924606170732,3.26512693760207,2.35278866771504,2.72287835493426,3.91274554460576,3.67934201430727,2.10415858989284,2.89575175581041,2.55708086483074,2.45828166329979,2.32973080215687,2.50841487583237,2.49585964095713,NA,NA,Low,Approved,glandular cells
MEAT6,NC_000006.12,164793377,164794152,-,1071,0,0,0,0.28670519248481,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
MECOM,NC_000003.12,169083507,169085043,-,6731,7.83372404269093,4.89587857395041,7.25140366457178,5.98748930710135,11.6946107225491,8.29428102600483,6.97907532412094,4.42197683193157,4.5225409493209,5.82417455722025,5.62063564050296,6.17780081359706,5.07969219188258,NA,NA,High,Supported,glandular cells
MECOM-AS1,NC_000003.12,169447867,169447935,+,535,0.25936446891959,0.1316165775272,0,0.286973141262834,3.36579911681843,0.236359926698653,0,0,0.187477701765256,0.243846044409781,0,0.132185063501563,0,NA,NA,NA,NA,NA
MECP2,NC_000023.11,154021573,154031450,-,17905,9.71436182954637,8.62046315541455,7.49201255244717,8.89200021820239,8.37602883098298,8.18534029312483,3.77109255358743,7.17071648514041,5.42256085954708,7.61761832422664,6.84574554194337,5.659890525484,5.32828778330775,NA,NA,High,Enhanced,glandular cells
MECR,NC_000001.11,29167696,29168638,-,4645,4.80954973743571,4.42651060092554,4.39800870805453,5.45372530570003,6.4426180952048,5.4038392498558,3.0738720310851,4.94173136383037,2.8179169952628,5.04136604085733,3.87359782709407,3.33422238216592,5.21052893178453,NA,NA,Medium,Enhanced,glandular cells
MED1,NC_000017.11,39404285,39410721,-,8140,7.76476361697631,9.15220287195587,6.48862046961487,7.78969906974563,11.2609746220616,7.83726252032145,5.03458463504205,7.42849634294408,4.31267809036168,7.98131469436093,5.92471765470206,5.45596285445396,6.92203829204609,NA,NA,High,Approved,glandular cells
MED10,NC_000005.10,6371874,6372601,-,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
