human_gene,human_id,mouse_gene,mouse_id,n_mouse,n_human,ortholog_type
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000094791,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000096728,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000094172,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000094887,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000091585,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000095763,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000095523,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000095475,87,22,many-to-many
PRAMEF18,ENSG00000279804,NA,ENSMUSG00000094855,87,22,many-to-many
PRAMEF19,ENSG00000204480,C130073F10Rik,ENSMUSG00000046133,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm12790,ENSMUSG00000078626,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm13040,ENSMUSG00000070616,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm13043,ENSMUSG00000095409,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm13057,ENSMUSG00000096154,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm16367,ENSMUSG00000096550,87,22,many-to-many
PRAMEF19,ENSG00000204480,Gm2042,ENSMUSG00000096276,87,22,many-to-many
PRAMEF19,ENSG00000204480,Oog1,ENSMUSG00000096576,87,22,many-to-many
PRAMEF19,ENSG00000204480,Oog2,ENSMUSG00000066030,87,22,many-to-many
PRAMEF19,ENSG00000204480,Oog3,ENSMUSG00000050810,87,22,many-to-many
PRAMEF19,ENSG00000204480,Oog4,ENSMUSG00000047799,87,22,many-to-many
PRAMEF19,ENSG00000204480,Prame62,ENSMUSG00000078625,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel1,ENSMUSG00000041805,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel11,ENSMUSG00000078512,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel12,ENSMUSG00000046862,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel13,ENSMUSG00000028591,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel14,ENSMUSG00000078509,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel15,ENSMUSG00000073721,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel16,ENSMUSG00000078511,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel17,ENSMUSG00000035201,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel18,ENSMUSG00000037028,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel19,ENSMUSG00000070890,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel20,ENSMUSG00000070618,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel21,ENSMUSG00000066688,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel22,ENSMUSG00000078513,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel23,ENSMUSG00000070617,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel24,ENSMUSG00000046435,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel25,ENSMUSG00000066031,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel26,ENSMUSG00000059218,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel27,ENSMUSG00000029451,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel28,ENSMUSG00000078510,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel29,ENSMUSG00000046262,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel30,ENSMUSG00000078508,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel31,ENSMUSG00000070619,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel32,ENSMUSG00000038330,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel33,ENSMUSG00000096044,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel34,ENSMUSG00000070686,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel35,ENSMUSG00000107392,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel36,ENSMUSG00000096230,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel37,ENSMUSG00000072822,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel38,ENSMUSG00000096259,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel4,ENSMUSG00000073724,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel40,ENSMUSG00000095718,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel41,ENSMUSG00000074011,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel42,ENSMUSG00000095074,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel43,ENSMUSG00000095503,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel44,ENSMUSG00000094195,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel45,ENSMUSG00000092166,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel46,ENSMUSG00000096066,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel47,ENSMUSG00000079424,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel48,ENSMUSG00000070677,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel49,ENSMUSG00000094043,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel5,ENSMUSG00000036749,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel50,ENSMUSG00000096139,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel51,ENSMUSG00000066027,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel53,ENSMUSG00000072821,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel54,ENSMUSG00000072814,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel55,ENSMUSG00000072813,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel56,ENSMUSG00000095954,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel57,ENSMUSG00000079423,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel6,ENSMUSG00000025838,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel60,ENSMUSG00000095996,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel61,ENSMUSG00000073723,87,22,many-to-many
PRAMEF19,ENSG00000204480,Pramel7,ENSMUSG00000025839,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094722,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094741,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095666,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094303,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094836,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000074720,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000096236,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094383,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000096680,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094337,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000096756,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095505,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094474,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095570,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094791,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000096728,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094172,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094887,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000091585,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095763,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095523,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000095475,87,22,many-to-many
PRAMEF19,ENSG00000204480,NA,ENSMUSG00000094855,87,22,many-to-many
PRAMEF2,ENSG00000120952,C130073F10Rik,ENSMUSG00000046133,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm12790,ENSMUSG00000078626,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm13040,ENSMUSG00000070616,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm13043,ENSMUSG00000095409,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm13057,ENSMUSG00000096154,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm16367,ENSMUSG00000096550,87,22,many-to-many
PRAMEF2,ENSG00000120952,Gm2042,ENSMUSG00000096276,87,22,many-to-many
PRAMEF2,ENSG00000120952,Oog1,ENSMUSG00000096576,87,22,many-to-many
PRAMEF2,ENSG00000120952,Oog2,ENSMUSG00000066030,87,22,many-to-many
PRAMEF2,ENSG00000120952,Oog3,ENSMUSG00000050810,87,22,many-to-many
PRAMEF2,ENSG00000120952,Oog4,ENSMUSG00000047799,87,22,many-to-many
PRAMEF2,ENSG00000120952,Prame62,ENSMUSG00000078625,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel1,ENSMUSG00000041805,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel11,ENSMUSG00000078512,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel12,ENSMUSG00000046862,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel13,ENSMUSG00000028591,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel14,ENSMUSG00000078509,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel15,ENSMUSG00000073721,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel16,ENSMUSG00000078511,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel17,ENSMUSG00000035201,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel18,ENSMUSG00000037028,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel19,ENSMUSG00000070890,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel20,ENSMUSG00000070618,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel21,ENSMUSG00000066688,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel22,ENSMUSG00000078513,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel23,ENSMUSG00000070617,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel24,ENSMUSG00000046435,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel25,ENSMUSG00000066031,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel26,ENSMUSG00000059218,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel27,ENSMUSG00000029451,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel28,ENSMUSG00000078510,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel29,ENSMUSG00000046262,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel30,ENSMUSG00000078508,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel31,ENSMUSG00000070619,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel32,ENSMUSG00000038330,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel33,ENSMUSG00000096044,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel34,ENSMUSG00000070686,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel35,ENSMUSG00000107392,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel36,ENSMUSG00000096230,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel37,ENSMUSG00000072822,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel38,ENSMUSG00000096259,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel4,ENSMUSG00000073724,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel40,ENSMUSG00000095718,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel41,ENSMUSG00000074011,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel42,ENSMUSG00000095074,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel43,ENSMUSG00000095503,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel44,ENSMUSG00000094195,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel45,ENSMUSG00000092166,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel46,ENSMUSG00000096066,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel47,ENSMUSG00000079424,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel48,ENSMUSG00000070677,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel49,ENSMUSG00000094043,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel5,ENSMUSG00000036749,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel50,ENSMUSG00000096139,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel51,ENSMUSG00000066027,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel53,ENSMUSG00000072821,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel54,ENSMUSG00000072814,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel55,ENSMUSG00000072813,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel56,ENSMUSG00000095954,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel57,ENSMUSG00000079423,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel6,ENSMUSG00000025838,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel60,ENSMUSG00000095996,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel61,ENSMUSG00000073723,87,22,many-to-many
PRAMEF2,ENSG00000120952,Pramel7,ENSMUSG00000025839,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094722,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094741,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095666,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094303,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094836,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000074720,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000096236,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094383,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000096680,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094337,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000096756,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095505,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094474,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095570,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094791,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000096728,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094172,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094887,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000091585,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095763,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095523,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000095475,87,22,many-to-many
PRAMEF2,ENSG00000120952,NA,ENSMUSG00000094855,87,22,many-to-many
PRAMEF20,ENSG00000204478,C130073F10Rik,ENSMUSG00000046133,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm12790,ENSMUSG00000078626,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm13040,ENSMUSG00000070616,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm13043,ENSMUSG00000095409,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm13057,ENSMUSG00000096154,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm16367,ENSMUSG00000096550,87,22,many-to-many
PRAMEF20,ENSG00000204478,Gm2042,ENSMUSG00000096276,87,22,many-to-many
PRAMEF20,ENSG00000204478,Oog1,ENSMUSG00000096576,87,22,many-to-many
PRAMEF20,ENSG00000204478,Oog2,ENSMUSG00000066030,87,22,many-to-many
PRAMEF20,ENSG00000204478,Oog3,ENSMUSG00000050810,87,22,many-to-many
PRAMEF20,ENSG00000204478,Oog4,ENSMUSG00000047799,87,22,many-to-many
PRAMEF20,ENSG00000204478,Prame62,ENSMUSG00000078625,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel1,ENSMUSG00000041805,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel11,ENSMUSG00000078512,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel12,ENSMUSG00000046862,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel13,ENSMUSG00000028591,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel14,ENSMUSG00000078509,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel15,ENSMUSG00000073721,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel16,ENSMUSG00000078511,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel17,ENSMUSG00000035201,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel18,ENSMUSG00000037028,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel19,ENSMUSG00000070890,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel20,ENSMUSG00000070618,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel21,ENSMUSG00000066688,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel22,ENSMUSG00000078513,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel23,ENSMUSG00000070617,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel24,ENSMUSG00000046435,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel25,ENSMUSG00000066031,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel26,ENSMUSG00000059218,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel27,ENSMUSG00000029451,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel28,ENSMUSG00000078510,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel29,ENSMUSG00000046262,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel30,ENSMUSG00000078508,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel31,ENSMUSG00000070619,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel32,ENSMUSG00000038330,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel33,ENSMUSG00000096044,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel34,ENSMUSG00000070686,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel35,ENSMUSG00000107392,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel36,ENSMUSG00000096230,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel37,ENSMUSG00000072822,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel38,ENSMUSG00000096259,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel4,ENSMUSG00000073724,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel40,ENSMUSG00000095718,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel41,ENSMUSG00000074011,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel42,ENSMUSG00000095074,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel43,ENSMUSG00000095503,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel44,ENSMUSG00000094195,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel45,ENSMUSG00000092166,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel46,ENSMUSG00000096066,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel47,ENSMUSG00000079424,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel48,ENSMUSG00000070677,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel49,ENSMUSG00000094043,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel5,ENSMUSG00000036749,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel50,ENSMUSG00000096139,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel51,ENSMUSG00000066027,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel53,ENSMUSG00000072821,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel54,ENSMUSG00000072814,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel55,ENSMUSG00000072813,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel56,ENSMUSG00000095954,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel57,ENSMUSG00000079423,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel6,ENSMUSG00000025838,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel60,ENSMUSG00000095996,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel61,ENSMUSG00000073723,87,22,many-to-many
PRAMEF20,ENSG00000204478,Pramel7,ENSMUSG00000025839,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094722,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094741,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095666,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094303,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094836,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000074720,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000096236,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094383,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000096680,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094337,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000096756,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095505,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094474,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095570,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094791,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000096728,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094172,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094887,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000091585,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095763,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095523,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000095475,87,22,many-to-many
PRAMEF20,ENSG00000204478,NA,ENSMUSG00000094855,87,22,many-to-many
PRAMEF25,ENSG00000229571,C130073F10Rik,ENSMUSG00000046133,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm12790,ENSMUSG00000078626,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm13040,ENSMUSG00000070616,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm13043,ENSMUSG00000095409,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm13057,ENSMUSG00000096154,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm16367,ENSMUSG00000096550,87,22,many-to-many
PRAMEF25,ENSG00000229571,Gm2042,ENSMUSG00000096276,87,22,many-to-many
PRAMEF25,ENSG00000229571,Oog1,ENSMUSG00000096576,87,22,many-to-many
PRAMEF25,ENSG00000229571,Oog2,ENSMUSG00000066030,87,22,many-to-many
PRAMEF25,ENSG00000229571,Oog3,ENSMUSG00000050810,87,22,many-to-many
PRAMEF25,ENSG00000229571,Oog4,ENSMUSG00000047799,87,22,many-to-many
PRAMEF25,ENSG00000229571,Prame62,ENSMUSG00000078625,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel1,ENSMUSG00000041805,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel11,ENSMUSG00000078512,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel12,ENSMUSG00000046862,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel13,ENSMUSG00000028591,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel14,ENSMUSG00000078509,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel15,ENSMUSG00000073721,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel16,ENSMUSG00000078511,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel17,ENSMUSG00000035201,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel18,ENSMUSG00000037028,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel19,ENSMUSG00000070890,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel20,ENSMUSG00000070618,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel21,ENSMUSG00000066688,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel22,ENSMUSG00000078513,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel23,ENSMUSG00000070617,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel24,ENSMUSG00000046435,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel25,ENSMUSG00000066031,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel26,ENSMUSG00000059218,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel27,ENSMUSG00000029451,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel28,ENSMUSG00000078510,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel29,ENSMUSG00000046262,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel30,ENSMUSG00000078508,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel31,ENSMUSG00000070619,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel32,ENSMUSG00000038330,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel33,ENSMUSG00000096044,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel34,ENSMUSG00000070686,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel35,ENSMUSG00000107392,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel36,ENSMUSG00000096230,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel37,ENSMUSG00000072822,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel38,ENSMUSG00000096259,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel4,ENSMUSG00000073724,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel40,ENSMUSG00000095718,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel41,ENSMUSG00000074011,87,22,many-to-many
PRAMEF25,ENSG00000229571,Pramel42,ENSMUSG00000095074,87,22,many-to-many
